"campaignid","sample","family","genus","species","length","number","range","date.time","location","site","depth","observer.count","observer.length","successful.count","successful.length","successful.habitat.forward","successful.habitat.backward","ZoneName","longitude","latitude","status"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Coris","auricularis",82.48848,1,"1027.32385","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Coris","auricularis",133.15601,1,"1509.46920","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Coris","auricularis",169.57076,1,"1272.25760","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Coris","auricularis",79.65767,1,"1064.28151","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Coris","auricularis",199.75614,1,"1678.13332","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Coris","auricularis",264.17415,1,"1226.05011","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Eupetrichthys","angustipes",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Notolabrus","parilus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",114.31418,2,"2055.03273","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",73.29894,1,"1592.70334","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",189.41019,1,"2264.86681","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",159.31867,2,"1607.01172","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",155.69643,2,"1483.39907","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",162.3957,1,"1113.97206","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",186.78827,1,"1437.31710","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",163.60507,1,"2250.98138","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",179.03911,1,"2139.52161","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",146.55924,1,"2283.34181","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",176.43743,1,"538.96538","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolata",100.69721,2,"1916.58968","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Ophthalmolepis","lineolatus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Pseudolabrus","biserialis",100.79837,1,"1257.07098","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Pseudolabrus","biserialis",110.60036,1,"1452.14394","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Pseudolabrus","biserialis",120.07574,1,"1475.89677","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Pseudolabrus","biserialis",99.76858,1,"1081.73225","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Pseudolabrus","biserialis",142.62373,1,"2013.09460","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Pseudolabrus","biserialis",107.4034,2,"1163.76383","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Pseudolabrus","biserialis",103.07295,1,"1067.79146","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Suezichthys","bifurcatus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae","Suezichthys","cyanolaemus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae",NA,"sp1",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Labridae",NA,NA,NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Acanthaluteres","vittiger",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Meuschenia","flavolineata",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Meuschenia","freycineti",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Meuschenia","galii",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Meuschenia","hippocrepis",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Meuschenia","scaber",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Meuschenia","spp",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Meuschenia","venusta",125.03872,1,"1310.97473","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae","Scobinichthys","granulatus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Monacanthidae",NA,"spp",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Mullidae","Parupeneus","chrysopleuron",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Mullidae","Upeneichthys","vlamingii",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Muraenidae","Gymnothorax","prasinus",NA,1,"1461.76775","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Muraenidae","Gymnothorax","woodwardi",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Neosebastidae","Neosebastes","bougainvillii",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Neosebastidae","Neosebastes","nigropunctatus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Neosebastidae","Neosebastes","pandus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Odacidae","Siphonognathus","caninis",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Odacidae","Siphonognathus","spp",NA,1,"1946.93189","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Odontaspididae","Furgaleus","macki",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Oplegnathidae","Oplegnathus","woodwardi",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Orectolobidae","Orectolobus","spp",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Ostraciidae","Anoplocapros","lenticularis",256.58399,1,"1742.23713","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Parascylliidae","Parascyllium","variolatum",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pempherididae","Parapriacanthus","elongatus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pempherididae","Pempheris","klunzingeri",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Platycephalidae","Platycephalus","speculator",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Platycephalidae","Platycephalus","spp",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Plesiopidae","Trachinops","noarlungae",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",70.24321,2,"1889.15277","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",64.42924,1,"1946.62176","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",78.50959,2,"1852.81461","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",64.25202,2,"2214.52846","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",64.50035,2,"926.80095","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",60.83408,1,"1916.44333","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",67.03631,1,"1923.90644","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",69.90285,2,"1856.50575","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",67.16967,2,"1528.73528","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",65.89149,1,"1646.12106","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",62.41592,2,"1998.84826","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",74.56872,1,"1378.68328","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",63.86044,1,"1885.26247","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",66.02533,2,"1546.13879","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",80.45519,1,"2269.03540","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",69.51702,1,"1488.43276","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","westaustralis",74.05114,1,"2570.85881","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Parma","mccullochi",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Parma","occidentalis",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Parma","spp",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scombridae","Thunnus","spp",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",74.61418,1,"1069.44260","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",99.17028,1,"1245.67073","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",70.08221,1,"1344.83573","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",105.2654,1,"1132.77545","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",72.85752,1,"1115.96250","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",79.16799,1,"1079.34199","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",80.5722,1,"758.07672","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",97.35015,1,"1439.10366","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",90.19776,1,"1172.26773","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",91.33872,1,"1319.24193","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",105.01778,1,"1404.27423","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",102.91757,1,"849.23225","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",69.38541,1,"1022.12598","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Scorpis","aequipinnis",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Scorpis","georgiana",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Tilodon","sexfasciatus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scyliorhinidae","Aulohalaelurus","labiosus",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Serranidae","Caesioperca","rasor",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Serranidae","Caesioperca","sp",NA,0,NA,"18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Serranidae","Caesioperca","sp1",NA,1,"4564.43517","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Serranidae","Caesioperca","sp1",102.23634,1,"3476.24637","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
