Dot Point Measurements

Generated: Tuesday 26 October 2021 08:30:35

Filename	Frame	Time (HMS)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
FH72.jpg	      0		763	914													Sponges	Massive forms		Open		10000903			14.2
FH72.jpg	      0		981	222													Sponges	Massive forms		Open		10000903			94.6
FH72.jpg	      0		1008	1419													Sponges	Massive forms		Open		10000903			50.7
FH72.jpg	      0		829	589													Sponges	Massive forms		Open		10000903			50.2
FH72.jpg	      0		941	1355													Sponges	Massive forms		Open		10000903			40.8
FH72.jpg	      0		916	194													Sponges	Massive forms		Open		10000903			96.6
FH72.jpg	      0		735	410													Unknown			Open					71.6
FH72.jpg	      0		969	975													Sponges	Massive forms		Open		10000903			18.2
FH72.jpg	      0		596	1367													Unknown			Limited					47.4
FH72.jpg	      0		714	1194													Sponges	Massive forms		Open		10000903			23.2
FH72.jpg	      0		932	619													Macroalgae	Erect fine branching	Green	Open		80300909			48.6
FH72.jpg	      0		985	1620													Sponges	Massive forms		Open		10000903			71.6
FH72.jpg	      0		714	709													Unknown			Open					38.3
FH72.jpg	      0		579	245													Unknown			Open					94.1
FH72.jpg	      0		836	1292													Sponges	Massive forms		Open		10000903			31.1
FH72.jpg	      0		551	810													Unknown			Open					39.6
FH72.jpg	      0		611	1238													Sponges	Massive forms		Open		10000903			34.6
FH72.jpg	      0		1004	1735													Sponges	Massive forms		Open		10000903			85.0
FH74.jpg	      0		778	1411													Unknown			Limited					48.3
FH74.jpg	      0		751	358													Consolidated	Rock	Turf mat	Open		82001002			61.8
FH74.jpg	      0		1015	1793													Unknown			Limited					90.1
FH74.jpg	      0		609	1185													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			33.0
FH74.jpg	      0		920	1308													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			38.7
FH74.jpg	      0		1042	511													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			51.0
FH74.jpg	      0		792	1258													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			32.3
FH74.jpg	      0		648	285													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			71.3
FH74.jpg	      0		796	21													Consolidated	Rock	Turf mat	Open		82001002			96.4
FH74.jpg	      0		1068	1024													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			26.8
FH74.jpg	      0		593	589													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			44.2
FH74.jpg	      0		589	1269													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			41.2
FH74.jpg	      0		979	396													Consolidated	Rock	Turf mat	Open		82001002			59.7
FH74.jpg	      0		1007	288													Consolidated	Rock	Veneer	Open		82001002			71.3
FH74.jpg	      0		815	810													Bryozoa			Open		20000000			14.4
FH74.jpg	      0		944	1693													Unknown			Limited					78.4
FH74.jpg	      0		930	1904													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH74.jpg	      0		735	1288													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			36.4
FH74.jpg	      0		828	742													Consolidated	Rock	Turf mat	Open		82001002			21.5
FH74.jpg	      0		586	836													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			27.1
FH77.jpg	      0		606	1496													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			44.0
FH77.jpg	      0		786	1181													Unknown			Limited					12.4
FH77.jpg	      0		908	1457													Unknown			Limited					40.7
FH77.jpg	      0		657	1780													Unknown			Open					69.2
FH77.jpg	      0		710	887													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			16.4
FH77.jpg	      0		840	1255													Consolidated	Rock	Turf mat	Open		82001002			20.6
FH77.jpg	      0		989	1268													Consolidated	Boulder	Turf mat	Open		82001003			30.0
FH77.jpg	      0		670	1062													Sponges	Massive forms		Open		10000903			7.9
FH77.jpg	      0		946	687													Macroalgae	Erect course branching	Brown	Open		80300904			39.4
FH77.jpg	      0		610	1795													Unknown			Open					71.3
FH77.jpg	      0		766	247													Consolidated	Rock	Turf mat	Open		82001002			76.5
FH77.jpg	      0		576	136													Macroalgae	Small mixed		Open		80300000			88.6
FH77.jpg	      0		751	64													Consolidated	Rock	Turf mat	Open		82001002			93.8
FH77.jpg	      0		952	1124													Unknown			Limited					20.0
FH77.jpg	      0		848	1168													Unknown			Limited					14.0
FH77.jpg	      0		690	1344													Macroalgae	Erect fine branching	Red	Open		90300910			28.0
FH77.jpg	      0		535	1905													Open Water			Open					83.0
FH77.jpg	      0		730	934													Consolidated	Rock	Turf mat	Open		82001002			11.6
FH77.jpg	      0		900	1301													Macroalgae	Erect course branching	Brown	Open		80300904			27.2
FH77.jpg	      0		586	12													Macroalgae	Small mixed		Open		80300000			100.0
FH78.jpg	      0		920	895													Consolidated	Rock	No biota	Open		82001002			18.3
FH78.jpg	      0		628	424													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.0
FH78.jpg	      0		936	1678													Unknown			Limited					68.8
FH78.jpg	      0		1051	1566													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.9
FH78.jpg	      0		826	1605													Unknown			Limited					59.8
FH78.jpg	      0		844	500													Consolidated	Rock	No biota	Open		82001002			51.8
FH78.jpg	      0		670	1771													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			77.1
FH78.jpg	      0		589	1575													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			59.8
FH78.jpg	      0		669	23													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH78.jpg	      0		882	1180													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			19.7
FH78.jpg	      0		667	1240													Unknown			Limited					25.7
FH78.jpg	      0		744	1223													Unknown			Limited					21.5
FH78.jpg	      0		586	928													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			21.4
FH78.jpg	      0		572	765													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.5
FH78.jpg	      0		1022	1858													Unknown			Limited					88.4
FH78.jpg	      0		880	1225													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			23.6
FH78.jpg	      0		691	270													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.1
FH78.jpg	      0		714	61													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			95.8
FH78.jpg	      0		900	366													Consolidated	Rock	No biota	Open		82001002			66.0
FH78.jpg	      0		831	1082													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			8.7
FH79.jpg	      0		770	343													Sponges	Massive forms		Open		10000903			50.2
FH79.jpg	      0		685	273													Sponges	Massive forms		Open		10000903			58.0
FH79.jpg	      0		563	1238													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			43.6
FH79.jpg	      0		873	806													Sponges	Small mixed		Open		10000000			8.4
FH79.jpg	      0		976	845													Macroalgae	Erect fine branching	Red	Open		90300910			16.7
FH79.jpg	      0		625	819													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			17.8
FH79.jpg	      0		870	976													Sponges	Small mixed		Open		10000000			13.0
FH79.jpg	      0		917	1883													Unknown			Limited					100.0
FH79.jpg	      0		971	1827													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			95.3
FH79.jpg	      0		663	889													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			14.0
FH79.jpg	      0		590	258													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			61.9
FH79.jpg	      0		833	1778													Unknown			Limited					89.2
FH79.jpg	      0		738	161													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			68.0
FH79.jpg	      0		744	290													Sponges	Massive forms		Open		10000903			55.4
FH79.jpg	      0		704	65													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			77.6
FH79.jpg	      0		849	1118													Macroalgae	Erect fine branching	Red	Open		90300910			25.5
FH79.jpg	      0		922	619													Consolidated	Rock	Turf mat	Open		82001002			25.9
FH79.jpg	      0		1059	1491													Consolidated	Rock	Turf mat	Open		82001002			66.1
FH79.jpg	      0		792	903													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			4.4
FH79.jpg	      0		941	593													Consolidated	Rock	Turf mat	Open		82001002			29.0
FH8.jpg	      0		578	1343													Unknown			Limited					29.4
FH8.jpg	      0		936	1369													Macroalgae	Filamentous and filiform		Open		80300930			33.6
FH8.jpg	      0		805	1318													Macroalgae	Erect fine branching	Red	Open		90300910			23.9
FH8.jpg	      0		827	959													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			14.1
FH8.jpg	      0		845	1572													Macroalgae	Articulated calcareous		Open		80300911			48.2
FH8.jpg	      0		998	1394													Consolidated	Rock	Turf mat	Open		82001002			39.0
FH8.jpg	      0		772	1437													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			34.4
FH8.jpg	      0		564	421													Unknown			Open					64.5
FH8.jpg	      0		693	987													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			9.5
FH8.jpg	      0		597	1765													Open Water			Open					66.8
FH8.jpg	      0		586	35													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			100.0
FH8.jpg	      0		668	850													Consolidated	Rock	Turf mat	Open		82001002			22.5
FH8.jpg	      0		726	260													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			77.6
FH8.jpg	      0		635	590													Sponges	Hollow forms		Open		10000909			47.2
FH8.jpg	      0		905	474													Macroalgae	Erect fine branching	Red	Open		90300910			59.5
FH8.jpg	      0		718	1820													Unknown			Limited					70.6
FH8.jpg	      0		670	880													Consolidated	Rock	Turf mat	Open		82001002			19.7
FH8.jpg	      0		594	1899													Unknown			Open					79.3
FH8.jpg	      0		936	594													Macroalgae	Erect fine branching	Red	Open		90300910			49.6
FH8.jpg	      0		673	1565													Unknown			Limited					46.8
FH82.jpg	      0		641	439													Open Water			Open					81.3
FH82.jpg	      0		961	1902													Unknown			Limited					85.4
FH82.jpg	      0		1075	1042													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			26.4
FH82.jpg	      0		672	1060													Unknown			Limited					22.4
FH82.jpg	      0		893	587													Consolidated	Rock	Turf mat			82001002			61.3
FH82.jpg	      0		925	1312													Sponges	Erect forms		Open		10000912			20.6
FH82.jpg	      0		821	1383													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			27.4
FH82.jpg	      0		893	1628													Macroalgae	Filamentous and filiform		Open		80300930			54.3
FH82.jpg	      0		560	889													Open Water			Open					43.1
FH82.jpg	      0		935	1650													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			57.3
FH82.jpg	      0		1012	1253													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			21.3
FH82.jpg	      0		945	1845													Unknown			Limited					78.9
FH82.jpg	      0		735	1514													Unknown			Open					43.8
FH82.jpg	      0		1059	821													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			41.7
FH82.jpg	      0		814	777													Macroalgae	Erect fine branching	Red	Open		90300910			40.4
FH82.jpg	      0		932	1373													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			27.2
FH82.jpg	      0		678	1397													Unknown			Limited					34.9
FH82.jpg	      0		1016	1379													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			31.8
FH82.jpg	      0		620	285													Open Water			Open					98.3
FH82.jpg	      0		975	245													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH83.jpg	      0		1028	1408													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.4
FH83.jpg	      0		798	842													Macroalgae	Erect course branching	Brown	Open		80300904			1.5
FH83.jpg	      0		767	1209													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			39.8
FH83.jpg	      0		812	1273													Sponges	Small mixed		Open		10000000			46.4
FH83.jpg	      0		683	1079													Unknown			Limited					28.9
FH83.jpg	      0		832	437													Macroalgae	Erect fine branching	Red	Open		90300910			44.2
FH83.jpg	      0		845	534													Macroalgae	Erect course branching	Brown	Open		80300904			33.8
FH83.jpg	      0		1050	240													Macroalgae	Erect course branching	Brown	Open		80300904			70.3
FH83.jpg	      0		668	337													Macroalgae	Erect course branching	Brown	Open		80300904			57.0
FH83.jpg	      0		611	1631													Open Water			Open					87.9
FH83.jpg	      0		672	1749													Macroalgae	Erect course branching	Brown	Open		80300904			99.1
FH83.jpg	      0		770	266													Macroalgae	Erect course branching	Brown	Open		80300904			62.8
FH83.jpg	      0		623	536													Unknown			Open					39.1
FH83.jpg	      0		579	46													Open Water			Open					90.0
FH83.jpg	      0		809	199													Macroalgae	Erect fine branching	Red	Open		90300910			69.9
FH83.jpg	      0		1042	568													Consolidated	Rock	Turf mat	Open		82001002			39.0
FH83.jpg	      0		672	930													Macroalgae	Erect course branching	Brown	Open		80300904			17.7
FH83.jpg	      0		901	1608													Unknown			Limited					83.3
FH83.jpg	      0		999	260													Consolidated	Rock	Turf mat	Open		82001002			66.4
FH83.jpg	      0		1062	1733													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH84.jpg	      0		705	179													Consolidated	Rock	Turf mat	Open		82001002			91.4
FH84.jpg	      0		818	1626													Unknown			Limited					72.6
FH84.jpg	      0		813	1174													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			21.5
FH84.jpg	      0		741	702													Consolidated	Rock	Turf mat	Open		82001002			32.6
FH84.jpg	      0		785	960													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			3.5
FH84.jpg	      0		741	1425													Unknown			Limited					50.4
FH84.jpg	      0		893	1295													Consolidated	Rock	Turf mat	Open		82001002			36.6
FH84.jpg	      0		698	343													Consolidated	Rock	Turf mat	Open		82001002			73.2
FH84.jpg	      0		563	466													Macroalgae	Erect course branching	Brown	Open		80300904			64.4
FH84.jpg	      0		681	1294													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			37.8
FH84.jpg	      0		1063	1636													Consolidated	Rock	No biota	Open		82001002			79.1
FH84.jpg	      0		722	1090													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			15.4
FH84.jpg	      0		879	1239													Consolidated	Rock	Turf mat	Open		82001002			30.0
FH84.jpg	      0		871	376													Consolidated	Rock	Turf mat	Open		82001002			68.8
FH84.jpg	      0		642	1020													Unknown			Limited					19.0
FH84.jpg	      0		966	1428													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			53.3
FH84.jpg	      0		654	231													Macroalgae	Erect course branching	Brown	Open		80300904			86.6
FH84.jpg	      0		865	1582													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			67.9
FH84.jpg	      0		946	107													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH84.jpg	      0		1076	1484													Consolidated	Rock	Turf mat	Open		82001002			64.2
FH85.jpg	      0		751	116													Open Water			Open					80.2
FH85.jpg	      0		830	468													Unknown			Open					41.3
FH85.jpg	      0		942	854													Unknown			Open					12.5
FH85.jpg	      0		979	172													Unknown			Open					75.4
FH85.jpg	      0		997	747													Unknown			Open					21.4
FH85.jpg	      0		771	199													Open Water			Open					70.9
FH85.jpg	      0		953	1441													Unknown			Open					66.5
FH85.jpg	      0		682	1174													Open Water			Open					39.2
FH85.jpg	      0		989	1372													Unknown			Open					60.1
FH85.jpg	      0		893	912													Sponges	Massive forms		Open		10000903			10.2
FH85.jpg	      0		569	50													Open Water			Open					91.4
FH85.jpg	      0		663	989													Open Water			Open					23.8
FH85.jpg	      0		971	226													Unknown			Open					69.5
FH85.jpg	      0		964	1751													Unknown			Open					100.0
FH85.jpg	      0		889	1746													Unknown			Limited					98.6
FH85.jpg	      0		733	1142													Unknown			Limited					34.0
FH85.jpg	      0		645	1059													Open Water			Open					30.7
FH85.jpg	      0		804	282													Unknown			Open					61.6
FH85.jpg	      0		970	1680													Unknown			Open					92.5
FH85.jpg	      0		562	535													Open Water			Open					44.6
FH87.jpg	      0		713	1714													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			84.8
FH87.jpg	      0		847	752													Consolidated	Rock	Turf mat			82001002			22.4
FH87.jpg	      0		733	110													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			92.2
FH87.jpg	      0		807	478													Consolidated	Cobbles	Veneer	Open		82001004			51.5
FH87.jpg	      0		758	1141													Unknown			Limited					21.5
FH87.jpg	      0		638	580													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			43.5
FH87.jpg	      0		739	1387													Unknown			Limited					48.7
FH87.jpg	      0		573	1348													Consolidated	Rock	Turf mat			82001002			49.9
FH87.jpg	      0		918	1847													Unknown			Limited					100.0
FH87.jpg	      0		589	1009													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.7
FH87.jpg	      0		972	752													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			29.6
FH87.jpg	      0		802	442													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			55.5
FH87.jpg	      0		964	162													Consolidated	Rock	Turf mat			82001002			88.5
FH87.jpg	      0		608	1732													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			88.5
FH87.jpg	      0		743	1024													Macroalgae	Erect course branching	Brown	Open		80300904			9.7
FH87.jpg	      0		808	600													Consolidated	Rock	Turf mat			82001002			38.2
FH87.jpg	      0		1044	656													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			42.7
FH87.jpg	      0		925	542													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			47.1
FH87.jpg	      0		805	1783													Consolidated	Rock	Turf mat			82001002			91.9
FH87.jpg	      0		731	877													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			9.7
FH89.jpg	      0		1031	1078													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			23.3
FH89.jpg	      0		676	1214													Open Water			Open					35.4
FH89.jpg	      0		707	581													Open Water			Open					41.3
FH89.jpg	      0		1047	1371													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			50.0
FH89.jpg	      0		968	469													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			51.0
FH89.jpg	      0		688	95													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			91.3
FH89.jpg	      0		908	112													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			87.8
FH89.jpg	      0		1051	611													Open Water			Open					40.0
FH89.jpg	      0		587	1373													Open Water			Open					54.7
FH89.jpg	      0		634	1096													Open Water			Open					29.4
FH89.jpg	      0		1018	414													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			58.0
FH89.jpg	      0		822	1793													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			90.9
FH89.jpg	      0		941	574													Open Water			Open					39.5
FH89.jpg	      0		935	823													Open Water			Open					14.4
FH89.jpg	      0		847	1880													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			100.0
FH89.jpg	      0		1072	1696													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			83.5
FH89.jpg	      0		1037	264													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			73.9
FH89.jpg	      0		724	1017													Unknown			Limited					16.8
FH89.jpg	      0		977	1818													Unknown			Limited					94.3
FH89.jpg	      0		559	471													Open Water			Open					59.0
FH9.jpg	      0		891	1138													Macroalgae	Erect course branching	Brown	Open		80300904			6.4
FH9.jpg	      0		858	1829													Consolidated	Rock	Turf mat	Open		82001002			72.6
FH9.jpg	      0		727	1235													Unknown			Limited					17.1
FH9.jpg	      0		866	1821													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			71.8
FH9.jpg	      0		705	1812													Macroalgae	Erect course branching	Brown	Open		80300904			72.1
FH9.jpg	      0		829	1400													Unknown			Limited					29.6
FH9.jpg	      0		606	1179													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			24.3
FH9.jpg	      0		1059	450													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			69.2
FH9.jpg	      0		1025	319													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			80.8
FH9.jpg	      0		735	1195													Unknown			Limited					13.6
FH9.jpg	      0		710	1696													Macroalgae	Erect course branching	Brown	Open		80300904			60.6
FH9.jpg	      0		697	1745													Macroalgae	Erect course branching	Brown	Open		80300904			65.6
FH9.jpg	      0		1076	1377													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			36.3
FH9.jpg	      0		1037	327													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			80.4
FH9.jpg	      0		658	854													Sponges	Massive forms		Open		10000903			30.8
FH9.jpg	      0		903	715													Consolidated	Rock	Veneer	Open		82001002			39.5
FH9.jpg	      0		912	819													Consolidated	Rock	Veneer	Open		82001002			29.6
FH9.jpg	      0		722	709													Macroalgae	Laminate		Open		80300918			41.2
FH9.jpg	      0		790	1357													Unknown			Limited					25.7
FH9.jpg	      0		933	110													Macroalgae	Erect fine branching	Red	Open		90300910			100.0
FH92.jpg	      0		958	1445													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			58.5
FH92.jpg	      0		659	485													Macroalgae	Erect course branching	Brown	Open		80300904			40.8
FH92.jpg	      0		953	1157													Macroalgae	Erect course branching	Brown	Open		80300904			31.4
FH92.jpg	      0		1031	616													Ascidians			Open		35000000			32.5
FH92.jpg	      0		557	1374													Macroalgae	Erect course branching	Brown	Open		80300904			56.0
FH92.jpg	      0		632	134													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			74.4
FH92.jpg	      0		938	588													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			30.0
FH92.jpg	      0		560	1822													Macroalgae	Erect course branching	Brown	Open		80300904			97.2
FH92.jpg	      0		844	806													Consolidated	Rock	Turf mat	Open		82001002			6.6
FH92.jpg	      0		699	210													Consolidated	Rock	Turf mat	Open		82001002			65.8
FH92.jpg	      0		994	1108													Macroalgae	Erect course branching	Brown	Open		80300904			29.3
FH92.jpg	      0		993	550													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			35.8
FH92.jpg	      0		759	414													Macroalgae	Erect course branching	Brown	Open		80300904			45.0
FH92.jpg	      0		1015	267													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			62.2
FH92.jpg	      0		803	1425													Macroalgae	Erect course branching	Brown	Open		80300904			54.8
FH92.jpg	      0		978	1871													Consolidated	Rock	No biota	Open		82001002			100.0
FH92.jpg	      0		587	933													Consolidated	Rock	Turf mat	Open		82001002			23.5
FH92.jpg	      0		667	907													Consolidated	Rock	Turf mat	Open		82001002			15.2
FH92.jpg	      0		659	553													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			34.7
FH92.jpg	      0		1059	691													Ascidians			Open		35000000			29.4
FH93.jpg	      0		774	121													Sponges	Erect forms		Open		10000912			96.1
FH93.jpg	      0		824	1267													Unknown			Limited					37.1
FH93.jpg	      0		577	151													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			97.7
FH93.jpg	      0		1008	894													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			18.5
FH93.jpg	      0		799	476													Sponges	Erect forms		Open		10000912			55.0
FH93.jpg	      0		1040	1547													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			72.5
FH93.jpg	      0		1068	405													Sponges	Erect forms		Open		10000912			67.4
FH93.jpg	      0		949	1237													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			35.1
FH93.jpg	      0		787	934													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			8.3
FH93.jpg	      0		943	978													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			10.5
FH93.jpg	      0		791	932													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			7.9
FH93.jpg	      0		955	1576													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			73.6
FH93.jpg	      0		1052	1242													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			40.8
FH93.jpg	      0		929	822													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			16.7
FH93.jpg	      0		653	966													Unknown			Open					23.8
FH93.jpg	      0		703	724													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			31.4
FH93.jpg	      0		641	1785													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			100.0
FH93.jpg	      0		791	912													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			8.7
FH93.jpg	      0		1057	745													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			32.9
FH93.jpg	      0		807	1240													Unknown			Limited					34.3
FH94.jpg	      0		744	782													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			9.3
FH94.jpg	      0		818	256													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			58.2
FH94.jpg	      0		1007	104													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.4
FH94.jpg	      0		704	338													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			51.1
FH94.jpg	      0		789	745													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			11.6
FH94.jpg	      0		928	1103													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			26.0
FH94.jpg	      0		570	1651													Unknown			Open					77.7
FH94.jpg	      0		1030	285													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			59.8
FH94.jpg	      0		1000	1560													Consolidated	Rock	Turf mat	Open		82001002			69.0
FH94.jpg	      0		946	1905													Consolidated	Rock	Turf mat	Open		82001002			100.0
FH94.jpg	      0		871	1063													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			20.2
FH94.jpg	      0		605	886													Unknown			Open					18.0
FH94.jpg	      0		560	471													Unknown			Open					43.7
FH94.jpg	      0		765	636													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.1
FH94.jpg	      0		601	1606													Unknown			Open					72.8
FH94.jpg	      0		895	986													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			15.0
FH94.jpg	      0		910	1156													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			29.8
FH94.jpg	      0		862	80													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.2
FH94.jpg	      0		618	521													Unknown			Open					36.9
FH94.jpg	      0		632	1191													Unknown			Open					34.5
FH95.jpg	      0		857	642													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			39.1
FH95.jpg	      0		1006	1073													Macroalgae	Erect course branching	Brown	Open		80300904			26.4
FH95.jpg	      0		876	994													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			10.4
FH95.jpg	      0		682	583													Unknown			Open					45.9
FH95.jpg	      0		989	1875													Unknown			Limited					100.0
FH95.jpg	      0		635	782													Open Water			Open					27.9
FH95.jpg	      0		623	441													Open Water			Open					62.7
FH95.jpg	      0		997	379													Macroalgae	Erect course branching	Brown	Open		80300904			71.1
FH95.jpg	      0		707	689													Unknown			Open					33.9
FH95.jpg	      0		898	1739													Macroalgae	Erect course branching	Brown	Open		80300904			83.5
FH95.jpg	      0		788	1041													Macroalgae	Erect course branching	Brown	Open		80300904			5.8
FH95.jpg	      0		823	1126													Macroalgae	Erect course branching	Brown	Open		80300904			15.8
FH95.jpg	      0		653	767													Open Water			Open					28.2
FH95.jpg	      0		906	1027													Macroalgae	Erect course branching	Brown	Open		80300904			14.3
FH95.jpg	      0		580	413													Open Water			Open					67.1
FH95.jpg	      0		576	1094													Open Water			Open					25.4
FH95.jpg	      0		933	1083													Macroalgae	Erect course branching	Brown	Open		80300904			19.7
FH95.jpg	      0		965	1709													Unknown			Limited					81.7
FH95.jpg	      0		547	716													Open Water			Open					39.5
FH95.jpg	      0		583	1605													Open Water			Open					71.2
FH96.jpg	      0		677	272													Open Water			Open					59.7
