Dot Point Measurements

Generated: Tuesday 16 November 2021 09:09:54

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
09.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
09.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
09.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			100.0
09.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
09.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
09.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
09.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			64.2
09.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.5
09.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			15.5
09.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			15.5
09.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			46.5
09.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			64.2
09.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
09.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			46.9
09.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			64.2
09.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			100.0
09.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
09.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			89.9
09.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			100.0
10.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
10.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
10.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			89.9
10.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			100.0
10.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
10.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			46.9
10.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			46.9
10.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			64.2
10.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
10.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			15.5
10.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			15.5
10.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			46.5
10.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
10.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			46.9
10.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			46.9
10.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			64.2
10.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
10.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			89.9
10.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			89.9
10.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			100.0
11.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
11.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			89.9
11.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			89.9
11.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			100.0
11.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
11.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			46.9
11.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			46.9
11.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			64.2
11.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
11.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			15.5
11.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			15.5
11.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			46.5
11.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			64.2
11.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			46.9
11.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			46.9
11.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			64.2
11.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			100.0
11.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			89.9
11.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			89.9
11.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			100.0
12.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
12.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
12.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	63600903			89.9
12.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			100.0
12.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
12.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
12.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
12.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			64.2
12.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
12.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					15.5
12.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	63600903			15.5
12.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.5
12.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
12.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
12.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	63600903			46.9
12.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			64.2
12.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
12.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
12.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	63600903			89.9
12.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			100.0
13.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			100.0
13.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			89.9
13.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			89.9
13.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Massive forms		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000903			100.0
13.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Massive forms		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000903			64.2
13.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			46.9
13.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			46.9
13.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			64.2
13.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			46.5
13.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			15.5
13.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			15.5
13.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			46.5
13.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			64.2
13.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	90300910			46.9
13.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			46.9
13.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			64.2
13.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			100.0
13.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			89.9
13.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			89.9
13.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	10000000			100.0
14.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
14.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
14.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
14.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	63600903			100.0
14.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
14.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
14.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
14.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			64.2
14.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
14.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			15.5
14.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			15.5
14.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.5
14.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
14.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
14.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
14.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			64.2
14.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
14.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
14.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
14.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			100.0
15.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			100.0
15.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
15.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			89.9
15.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			100.0
15.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
15.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
15.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Erect forms		Open	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	10000912			46.9
15.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			64.2
15.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.5
15.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			15.5
15.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			15.5
15.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Veneer	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	82001002			46.5
15.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
15.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
15.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
15.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			64.2
15.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
15.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
15.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
15.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			100.0
16.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			100.0
16.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
16.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
16.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			100.0
16.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			64.2
16.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
16.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			46.9
16.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			64.2
16.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
16.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	63600903			15.5
