OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity
1.06	4	1.06_L378.avi	37666	1.06_R377.avi	38271	25.11067	1	14.052	345.53045	1.50412	0.44526	1684.50522	4.98816	17.07445	3.03651	22.07828	-144.79386	-1678.12548	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.06	5	1.06_L378.avi	37853	1.06_R377.avi	38458	25.23533	1	14.17667	229.02643	6.07517	5.48607	5118.10159	7.36961	5.79248	0.45948	-587.95368	-292.05936	-5075.82266	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.06	6	1.06_L378.avi	37871	1.06_R377.avi	38476	25.24733	1	14.18867	284.3515	3.5865	4.09975	5024.5836	1.64878	3.97981	4.88405	-32.8184	-140.7968	-5022.50331	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.06	9	1.06_L378.avi	37981	1.06_R377.avi	38586	25.32067	1	14.262	319.88487	1.74503	3.47643	1853.62272	18.47864	11.76772	8.22987	585.87394	43.78612	-1758.05338	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.06	10	1.06_L378.avi	38024	1.06_R377.avi	38629	25.34933	1	14.29067	315.93871	2.74454	1.29963	1969.00925	10.10558	36.84876	40.63693	-239.44408	-249.0546	-1938.46221	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.06	11	1.06_L378.avi	41667	1.06_R377.avi	42272	27.778	1	16.71933	329.78122	1.21397	1.4365	1282.00893	7.68571	24.90697	7.23877	171.10994	10.86744	-1270.4921	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing
1.06	12	1.06_L378.avi	42491	1.06_R377.avi	43096	28.32733	1	17.26867	301.71962	2.1931	5.82637	1825.13905	10.21239	24.24419	8.35042	-264.54029	-186.36164	-1796.22391	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
1.06	13	1.06_L378.avi	42500	1.06_R377.avi	43105	28.33333	1	17.27467	327.25151	4.8561	2.04098	3251.87126	1.17438	17.42301	7.69941	22.25667	-62.82199	-3251.1882	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
1.06	14	1.06_L378.avi	42548	1.06_R377.avi	43153	28.36533	1	17.30667	258.28989	2.10309	0.53193	3233.56784	4.40827	4.69564	12.19631	123.94217	-215.4327	-3224.00187	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
1.06	15	1.06_L378.avi	42653	1.06_R377.avi	43258	28.43533	1	17.37667	293.51715	3.9342	1.97346	3129.23553	9.57402	12.78043	2.43963	477.13437	-207.89615	-3085.65018	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
1.06	17	1.06_L378.avi	44149	1.06_R377.avi	44754	29.43267	1	18.374	409.58634	3.64731	2.25745	3000.03582	16.31634	12.24316	6.0167	-590.66195	601.2345	-2879.21004	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
1.06	18	1.06_L378.avi	45889	1.06_R377.avi	46494	30.59267	1	19.534	310.76168	2.13013	2.29226	1305.93859	12.88383	60.25216	15.4612	164.17115	-240.50032	-1273.0605	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing
1.06	19	1.06_L378.avi	55291	1.06_R377.avi	55896	36.86067	1	25.802	346.02537	1.93528	3.28757	2137.82181	5.43102	13.17894	1.99432	153.64203	-131.66319	-2128.22485	Labridae	Bodianus	solatus	37384201	1	AD	Passing
1.06	20	1.06_L378.avi	57281	1.06_R377.avi	57886	38.18733	1	27.12867	668.85072	7.33596	8.87984	2438.36304	9.02549	55.63074	5.01729	360.41197	-128.14593	-2408.17279	Triakidae	Mustelus	ravidus	37017005	1	AD	Passing
1.06	21	1.06_L378.avi	57788	1.06_R377.avi	58393	38.52533	1	27.46667	415.39055	1.48993	4.05145	1629.13669	5.06746	18.93361	20.48458	-135.88169	-47.36269	-1622.76902	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing
1.06	22	1.06_L378.avi	60826	1.06_R377.avi	61431	40.55067	1	29.492	301.74046	9.58202	1.51872	3704.49579	3.49017	28.91105	11.78269	139.1472	-177.47468	-3697.62489	Balistidae	Abalistes	filamentosus	37465089	1	AD	Passing
1.06	23	1.06_L378.avi	61186	1.06_R377.avi	61791	40.79067	1	29.732	314.84974	2.4845	3.328	2686.85585	5.88895	10.93537	3.65335	-170.53841	-216.59271	-2672.6763	Balistidae	Abalistes	filamentosus	37465089	1	AD	Passing
1.06	24	1.06_L378.avi	68676	1.06_R377.avi	69281	45.784	1	34.72533	494.16868	0.71387	0.68295	1116.23002	3.25797	9.34046	4.03613	48.25655	-41.17743	-1114.42594	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
1.06	25	1.06_L378.avi	78252	1.06_R377.avi	78857	52.168	1	41.10933	413.23781	4.45302	5.69457	1994.4341	15.18784	58.55704	21.93075	-505.91287	130.64988	-1924.77276	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	26	1.06_L378.avi	78259	1.06_R377.avi	78864	52.17267	1	41.114	447.42344	2.59754	12.86514	1812.15956	19.45857	36.8375	22.28212	600.61473	-60.71814	-1708.65372	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	27	1.06_L378.avi	78300	1.06_R377.avi	78905	52.2	1	41.14133	456.12038	2.72742	7.21168	3135.81845	11.37041	7.57083	22.92522	-272.21	555.07656	-3074.27212	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	29	1.06_L378.avi	78327	1.06_R377.avi	78932	52.218	1	41.15933	481.22675	1.81986	4.17154	1822.19144	6.89889	18.11565	12.9773	-216.35943	-33.10327	-1808.99818	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	30	1.06_L378.avi	78334	1.06_R377.avi	78939	52.22267	1	41.164	399.8996	4.8184	6.2095	3897.11413	7.13548	9.75404	5.94257	459.15145	153.35294	-3866.93178	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	34	1.06_L378.avi	78354	1.06_R377.avi	78959	52.236	1	41.17733	413.16865	3.267	4.34818	3294.89183	14.28735	4.19025	0.55308	605.39016	542.8471	-3192.98167	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	35	1.06_L378.avi	78355	1.06_R377.avi	78960	52.23667	1	41.178	432.51528	2.88391	3.01707	1905.1066	12.34499	31.25302	3.61692	-375.43855	-157.93976	-1861.05672	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	36	1.06_L378.avi	78460	1.06_R377.avi	79065	52.30667	1	41.248	490.65686	0.58472	4.21444	1013.28639	8.20281	0.14074	12.44323	2.57576	144.55012	-1002.9197	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	37	1.06_L378.avi	78541	1.06_R377.avi	79146	52.36067	1	41.302	420.07638	3.00318	5.25045	2647.68593	6.2972	17.85597	33.02016	-164.27146	239.48877	-2631.71062	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.06	38	1.06_L378.avi	81491	1.06_R377.avi	82096	54.32733	1	43.26867	373.43188	9.24969	1.97034	2789.70702	15.19954	60.06908	5.85869	642.97262	348.63385	-2692.11922	Lutjanidae	Pristipomoides	typus	37346019	1	AD	Passing
1.06	39	1.06_L378.avi	85288	1.06_R377.avi	85893	56.85867	1	45.8	293.90527	9.92145	0.93973	3613.37855	7.57578	32.96084	18.42348	464.92858	-103.81618	-3581.83866	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.06	40	1.06_L378.avi	86165	1.06_R377.avi	86770	57.44333	1	46.38467	372.99135	9.90739	3.5339	2908.44998	12.22493	55.73714	0.28827	608.05548	-97.76435	-2842.49748	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.06	41	1.06_L378.avi	86547	1.06_R377.avi	87152	57.698	1	46.63933	380.88463	4.68396	1.11625	2144.18808	19.18746	50.04785	1.63559	-700.69624	-75.09535	-2025.07481	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.06	42	1.06_L378.avi	86861	1.06_R377.avi	87466	57.90733	1	46.84867	502.55186	1.67342	0.4265	1587.45892	6.73919	44.12931	56.53437	164.34471	87.71655	-1576.49055	Lutjanidae	Lutjanus	sebae	37346004	1	AD	Passing
1.06	43	1.06_L378.avi	87967	1.06_R377.avi	88572	58.64467	1	47.586	1333.56937	9.8219	2.68132	4872.41133	6.1814	13.94408	3.21843	519.23898	75.12211	-4844.08296	Carcharhinidae	Carcharhinus	plumbeus	37018007	1	AD	Passing
1.06	44	1.06_L378.avi	103085	1.06_R377.avi	103690	68.72333	1	57.66467	381.69873	4.94448	2.53037	2247.43083	14.55078	47.25662	20.98038	559.86041	73.3119	-2175.34527	Lethrinidae	Gymnocranius	euanus	37351022	1	AD	Passing
1.06	45	1.06_L378.avi	103370	1.06_R377.avi	103975	68.91333	1	57.85467	369.54493	8.767	3.71803	2574.6122	13.474	72.39655	7.65305	-598.70603	-37.75619	-2503.7479	Lethrinidae	Gymnocranius	euanus	37351022	1	AD	Passing
2.03	1	2.03_L372.avi	35811	2.03_R371.avi	35949	23.874	1	16.75533	255.85106	8.67491	39.68587	4844.6825	11.65661	10.70086	13.61209	-961.65442	182.65326	-4744.76628	Balistidae	Abalistes	stellatus	37465011	1	AD	Passing
2.03	2	2.03_L372.avi	48548	2.03_R371.avi	48686	32.36533	1	25.24667	393.29643	5.43057	16.58779	2130.71118	16.39235	60.92311	6.46286	546.52814	250.77261	-2044.10132	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing
2.03	3	2.03_L372.avi	59469	2.03_R371.avi	59607	39.646	1	32.52733	482.93185	5.35585	30.16631	3380.19294	14.71148	16.60954	9.45643	-608.40851	605.5572	-3269.37974	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
2.03	4	2.03_L372.avi	74957	2.03_R371.avi	75095	49.97133	1	42.85267	357.61794	1.36439	14.28287	1988.98717	9.03736	6.44993	3.32413	-228.70694	-212.84681	-1964.29614	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
2.03	5	2.03_L372.avi	79530	2.03_R371.avi	79668	53.02	1	45.90133	224.10626	7.13619	27.78546	2876.93702	15.50566	37.79179	4.03755	766.49859	-63.22667	-2772.22815	Balistidae	Abalistes	filamentosus	37465089	1	AD	Passing
2.04	2	2.04_L375.avi	25552	2.04_R376.avi	25217	17.03467	1	8.202	308.35876	6.1717	7.51912	2859.397	10.5345	30.4596	1.9467	-508.93399	-119.50504	-2811.20187	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
2.04	3	2.04_L375.avi	27168	2.04_R376.avi	26833	18.112	1	9.27933	252.5321	9.1005	7.81176	6283.74106	9.13628	1.48647	0.46773	-997.37566	27.45443	-6204.02206	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
2.04	5	2.04_L375.avi	45242	2.04_R376.avi	44907	30.16133	1	21.32867	534.93521	2.64498	24.36846	1647.25299	14.55904	41.39266	7.79125	-275.08868	309.50016	-1594.35826	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing
2.04	6	2.04_L375.avi	48448	2.04_R376.avi	48111	32.29867	1	23.466	266.13535	1.85418	25.34954	1864.38823	21.49278	17.69394	6.16306	-540.96231	417.08619	-1734.74562	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.04	7	2.04_L375.avi	48470	2.04_R376.avi	48133	32.31333	1	23.48067	283.68471	2.65421	19.4036	2044.67972	15.10614	24.02167	5.48095	-401.95259	349.81932	-1974.02526	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.04	8	2.04_L375.avi	68759	2.04_R376.avi	68424	45.83933	1	37.00667	414.32234	9.78292	12.34346	2986.3038	4.77732	48.00495	0.66432	-116.86215	219.54416	-2975.9291	Carangidae	Decapterus	spp		1	AD	Passing
2.04	11	2.04_L375.avi	71127	2.04_R376.avi	70791	47.418	1	38.58533	337.5417	7.65747	24.44954	4304.55411	10.41235	18.98309	37.45956	-701.96396	335.37846	-4233.66909	Balistidae	Abalistes	stellatus	37465011	1	AD	Passing
2.05	0	2.05_L367.avi	52826	2.05_R368.avi	52814	35.21733	1	28.57933	562.0381	1.90203	3.16601	2017.87503	4.94238	14.57324	2.36929	25.94772	171.90042	-2010.37226	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
2.05	2	2.05_L367.avi	78844	2.05_R368.avi	78832	52.56267	1	45.92467	577.35221	6.52154	3.16291	2734.51597	18.73899	41.66955	14.3987	661.85303	577.65431	-2589.56438	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing
2.05	3	2.05_L367.avi	78858	2.05_R368.avi	78846	52.572	1	45.934	552.30058	0.83327	0.44593	1324.34333	9.92936	2.86503	15.15048	-201.58157	107.30313	-1304.5061	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing
2.05	4	2.05_L367.avi	81484	2.05_R368.avi	81472	54.32267	1	47.68467	367.35186	1.63492	2.98902	1559.05727	7.35152	24.48352	15.04069	166.19264	110.34857	-1546.2415	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
2.05	7	2.05_L367.avi	92541	2.05_R368.avi	92529	61.694	1	55.056	292.01951	1.79663	2.56168	3107.2507	11.63493	3.50007	4.87792	-82.1603	621.24544	-3043.40446	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.05	8	2.05_L367.avi	92544	2.05_R368.avi	92532	61.696	1	55.058	324.0265	4.69091	2.23276	2598.95734	8.33045	28.01318	3.84733	149.63706	345.53258	-2571.53558	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.05	9	2.05_L367.avi	92552	2.05_R368.avi	92540	61.70133	1	55.06333	300.05362	2.1027	2.86333	2216.50198	11.12658	14.33836	5.26344	-208.23075	373.6262	-2174.83895	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.05	10	2.05_L367.avi	92553	2.05_R368.avi	92541	61.702	1	55.064	315.12208	5.18971	1.15433	2543.46805	14.63722	34.78133	4.46768	-390.88568	510.20504	-2460.92034	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.05	11	2.05_L367.avi	92555	2.05_R368.avi	92543	61.70333	1	55.06533	330.43253	3.62453	0.55793	3002.63083	15.47004	10.10226	3.06063	-708.40871	373.63886	-2893.84571	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.05	12	2.05_L367.avi	92557	2.05_R368.avi	92546	61.70467	1	55.06667	282.47124	1.80694	2.03754	2897.86877	9.49514	0.83016	4.95018	271.26931	393.62249	-2858.16684	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
2.06	0	2.06_L369.avi	19316	2.06_R370.avi	19614	12.87733	1	5.30667	1043.20693	5.24888	6.29974	2363.23152	8.17253	37.76747	2.83897	-274.03553	194.3263	-2339.23172	Carcharhinidae	Carcharhinus	plumbeus	37018007	1	AD	Passing
2.06	1	2.06_L369.avi	33123	2.06_R370.avi	33421	22.082	1	14.51133	353.70504	4.71351	9.03773	3063.85359	14.68456	17.22412	5.22347	-712.15532	309.94279	-2963.77615	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
2.06	2	2.06_L369.avi	33168	2.06_R370.avi	33466	22.112	1	14.54133	312.12505	5.97569	8.91717	3788.82063	13.83827	11.79507	0.83152	-887.11793	185.07514	-3678.8491	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
2.06	3	2.06_L369.avi	49239	2.06_R370.avi	49537	32.826	1	25.25533	602.77272	2.13491	5.11045	2297.16775	13.1986	13.05498	2.53182	-114.06224	511.95301	-2236.48689	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing
2.06	4	2.06_L369.avi	49326	2.06_R370.avi	49624	32.884	1	25.31333	600.85765	2.35489	4.65321	2313.40891	13.06261	14.86894	6.67044	-194.51465	485.33848	-2253.5464	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing
2.06	5	2.06_L369.avi	53199	2.06_R370.avi	53497	35.466	1	27.89533	289.80172	1.73914	4.67305	2337.43772	5.19506	8.30443	10.64657	-210.82924	18.5895	-2327.83602	Carangidae	Decapterus	spp		1	AD	Passing
2.06	6	2.06_L369.avi	53210	2.06_R370.avi	53508	35.47333	1	27.90267	301.10183	2.79604	2.7011	2716.37058	13.12874	14.42451	40.25819	616.92693	-9.21981	-2645.37054	Carangidae	Decapterus	spp		1	AD	Passing
2.06	7	2.06_L369.avi	53295	2.06_R370.avi	53593	35.53	1	27.95933	363.22118	2.96103	1.98099	2213.7994	16.21245	22.16831	12.333	587.89905	190.82133	-2125.76332	Carangidae	Decapterus	spp		1	AD	Passing
2.06	12	2.06_L369.avi	76774	2.06_R370.avi	77072	51.18267	1	43.612	48.64111	2.32745	5.04355	1611.76936	9.98714	37.127	7.01555	190.41274	-204.63851	-1587.34575	Bothidae		spp		1	AD	Passing
2.06	13	2.06_L369.avi	98583	2.06_R370.avi	98881	65.722	1	58.15133	376.46135	8.14766	8.60611	3171.61343	13.86385	35.08901	6.32981	-756.73431	70.02985	-3079.21755	Balistidae	Abalistes	stellatus	37465011	1	AD	Passing
2.07	0	2.07_L373.avi	44090	2.07_R374.avi	43588	29.39333	1	19.83267	403.26903	1.28832	3.60077	2355.50707	8.46963	1.00491	0.84112	10.19475	346.78122	-2329.81811	Balistidae	Abalistes	stellatus	37465011	1	AD	Passing
2.07	1	2.07_L373.avi	53826	2.07_R374.avi	53324	35.884	1	26.32333	341.96093	2.42506	2.16877	2091.62933	6.56657	19.397	0.47174	-208.98632	116.35439	-2077.90752	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
2.07	2	2.07_L373.avi	62109	2.07_R374.avi	61607	41.406	1	31.84533	403.89714	6.35139	2.21903	2670.30258	20.32449	46.51085	18.14155	883.30618	282.86861	-2504.051	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
2.07	3	2.07_L373.avi	62189	2.07_R374.avi	61687	41.45933	1	31.89867	393.29417	9.84292	4.23565	3233.53984	14.28764	42.40389	0.5504	-413.75818	682.36081	-3133.52322	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
2.07	5	2.07_L373.avi	62256	2.07_R374.avi	61754	41.504	1	31.94333	383.98506	9.38825	9.59866	4514.05769	6.60061	18.31714	10.14569	-227.56729	466.31546	-4484.13647	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing
2.07	6	2.07_L373.avi	65844	2.07_R374.avi	65342	43.896	1	34.33533	341.39147	0.82284	1.8594	1223.37521	2.94198	20.9145	47.59459	-34.31626	52.58216	-1221.76283	Lethrinidae	Lethrinus	nebulosus	37351008	1	AD	Passing
2.07	7	2.07_L373.avi	65850	2.07_R374.avi	65348	43.9	1	34.33933	393.4005	1.63137	5.46978	1368.17446	4.85578	37.27294	29.33776	-114.5335	-17.16933	-1363.26397	Lethrinidae	Lethrinus	nebulosus	37351008	1	AD	Passing
2.07	8	2.07_L373.avi	66080	2.07_R374.avi	65578	44.05333	1	34.49267	422.35141	2.61609	4.85637	1652.86908	13.69522	39.98717	2.13609	374.84926	112.36601	-1605.87612	Lethrinidae	Lethrinus	nebulosus	37351008	1	AD	Passing
2.07	9	2.07_L373.avi	83009	2.07_R374.avi	82507	55.33933	1	45.77867	809.63819	10.86551	5.44819	5834.62559	16.7538	5.00982	2.96328	-1275.89886	1095.82266	-5586.95897	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing
2.07	10	2.07_L373.avi	85562	2.07_R374.avi	85060	57.04133	1	47.48067	383.90367	2.45339	1.89101	1640.66197	12.39401	36.9787	4.5742	329.23268	124.93502	-1602.42591	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.07	11	2.07_L373.avi	85574	2.07_R374.avi	85072	57.04933	1	47.48867	326.0959	3.70256	6.67854	2095.27987	17.571	37.99719	13.92376	562.58378	289.14428	-1997.52167	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
2.07	12	2.07_L373.avi	104318	2.07_R374.avi	103816	69.54533	1	59.98467	292.43941	1.85505	1.70985	2257.12652	8.80545	10.09341	8.11219	255.74155	232.33751	-2230.52364	Carangidae	Decapterus	spp		1	AD	Passing
2.07	13	2.07_L373.avi	104326	2.07_R374.avi	103824	69.55067	1	59.99	308.97262	5.15773	6.77664	2377.77452	15.05794	39.78984	0.80988	613.56683	71.6465	-2296.13027	Carangidae	Decapterus	spp		1	AD	Passing
2.07	14	2.07_L373.avi	104326	2.07_R374.avi	103824	69.55067	1	59.99	298.07904	1.51541	13.3499	2137.93382	5.15745	9.05309	12.54224	-71.6925	178.3124	-2129.27826	Carangidae	Decapterus	spp		1	AD	Passing
3.01	0	3.01_L367.avi	23229	3.01_R368.avi	40444	15.486	1	5.08333	319.71844	1.43589	0.20758	1870.82927	8.84326	9.20763	0.25451	287.56316	4.97609	-1848.58995	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.01	2	3.01_L367.avi	29298	3.01_R368.avi	46513	19.532	1	9.12933	479.20365	0.71031	1.29285	1240.44229	5.45043	8.82762	53.36446	89.36473	76.7866	-1234.83393	Lutjanidae	Lutjanus	sebae	37346004	1	AD	Passing
3.01	3	3.01_L367.avi	31905	3.01_R368.avi	49120	21.27	1	10.86733	421.61708	1.39506	1.38602	1477.94587	11.97257	21.61261	4.03388	-239.86894	190.94585	-1445.79617	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.01	4	3.01_L367.avi	31916	3.01_R368.avi	49131	21.27733	1	10.87467	379.76529	3.66021	1.18833	2179.94713	9.3496	30.75506	4.54519	267.4601	232.1364	-2150.98751	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.01	5	3.01_L367.avi	31940	3.01_R368.avi	49155	21.29333	1	10.89067	285.91573	3.69846	2.4213	2994.96348	11.53186	14.59712	16.34053	-439.2521	406.86269	-2934.50619	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.01	7	3.01_L367.avi	31956	3.01_R368.avi	49171	21.304	1	10.90133	380.27567	3.88032	3.71661	2316.94754	14.10225	30.1811	11.25628	292.03465	483.12698	-2247.12038	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.01	8	3.01_L367.avi	32116	3.01_R368.avi	49331	21.41067	1	11.008	363.92191	6.2464	3.94004	3810.03847	11.59904	15.24032	4.71838	-611.51231	461.39866	-3732.23219	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.01	11	3.01_L367.avi	45925	3.01_R368.avi	63140	30.61667	1	20.214	278.24955	2.8384	5.9295	4872.71604	5.13946	0.52677	7.16671	-213.31843	380.82403	-4853.12578	Mullidae	Parupeneus	heptacanthus	37355004	1	AD	Passing
3.01	12	3.01_L367.avi	45992	3.01_R368.avi	63207	30.66133	1	20.25867	239.88641	9.54289	2.58853	4359.51715	14.82362	18.6948	10.88853	-1000.9827	491.99248	-4214.42366	Mullidae	Parupeneus	heptacanthus	37355004	1	AD	Passing
3.01	13	3.01_L367.avi	46853	3.01_R368.avi	64068	31.23533	1	20.83267	357.25202	4.47997	1.64323	5441.05364	11.18265	2.66428	24.92182	-47.40262	1054.15758	-5337.74948	Monacanthidae	Eubalichthys	caeruleoguttatus	37465018	1	AD	Passing
3.01	14	3.01_L367.avi	49412	3.01_R368.avi	66630	32.94133	1	22.53867	367.99233	2.55715	14.14646	3502.65103	6.58482	3.6417	8.12877	296.28432	271.19847	-3479.54468	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing
3.01	15	3.01_L367.avi	53619	3.01_R368.avi	70834	35.746	1	25.34333	403.58269	7.05162	0.78433	3255.67069	7.5278	27.29506	12.19796	-423.89354	47.22708	-3227.61143	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
3.01	16	3.01_L367.avi	53667	3.01_R368.avi	70882	35.778	1	25.37533	412.58119	7.81331	0.80198	3069.86139	16.49548	37.39023	5.79046	-870.06413	52.65069	-2943.51241	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
3.01	17	3.01_L367.avi	67499	3.01_R368.avi	84714	44.99933	1	34.59667	729.55155	7.50549	3.37904	3476.28891	13.08156	24.45216	3.56032	-752.1238	231.06021	-3386.07525	Triakidae	Hemitriakis	falcata	37017009	1	AD	Passing
3.01	20	3.01_L367.avi	90168	3.01_R368.avi	107383	60.112	1	49.70933	665.06931	1.12898	0.61074	1653.61759	5.96944	3.45107	0.75952	-168.34808	-35.12213	-1644.65088	Triakidae	Mustelus	ravidus	37017005	1	AD	Passing
3.01	22	3.01_L367.avi	101214	3.01_R368.avi	118432	67.476	1	57.07333	280.44863	9.72586	4.63004	8166.71936	12.35891	4.60219	17.00669	-167.14806	1739.95179	-7977.46416	Carangidae	Decapterus	spp		1	AD	Passing
3.01	26	3.01_L367.avi	102730	3.01_R368.avi	119945	68.48667	1	58.084	308.00478	1.959	1.0103	2122.94963	16.6241	11.06614	11.55764	-499.13572	346.04455	-2034.21529	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.02	3	3.02_L369.avi	48713	3.02_R370.avi	48159	32.47533	1	24.85467	328.59602	2.38072	6.07534	2152.31616	11.68055	17.86054	9.86632	-350.93835	258.2977	-2107.7451	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.02	4	3.02_L369.avi	48718	3.02_R370.avi	48164	32.47867	1	24.858	332.73959	5.11553	7.21488	3106.47535	14.94605	18.53918	4.44324	-771.01661	217.80197	-3001.38048	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.02	5	3.02_L369.avi	74983	3.02_R370.avi	74429	49.98867	1	42.368	463.9236	8.48995	10.17691	5169.15328	12.41448	11.69631	32.6283	832.86252	735.71271	-5048.28807	Lutjanidae	Lutjanus	sebae	37346004	1	AD	Passing
3.03	1	3.03_L373.avi	23999	3.03_R374.avi	24209	15.99933	1	10.59867	372.17539	3.10881	34.64505	2983.43969	13.03188	4.29335	1.80037	-658.67558	136.86752	-2906.60044	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.03	2	3.03_L373.avi	26655	3.03_R374.avi	26865	17.77	1	12.36933	193.00008	4.01151	39.13942	3508.89809	13.31643	4.1499	8.1495	-757.66482	281.30421	-3414.55381	Carangidae	Decapterus	spp		1	AD	Passing
3.03	4	3.03_L373.avi	26675	3.03_R374.avi	26885	17.78333	1	12.38267	194.50997	7.93411	40.69053	3724.52246	11.88524	21.85091	6.16692	-675.62173	363.2307	-3644.67643	Carangidae	Decapterus	spp		1	AD	Passing
3.03	5	3.03_L373.avi	26681	3.03_R374.avi	26891	17.78733	1	12.38667	219.1697	5.42538	35.62383	3494.89243	11.91496	17.16983	3.83028	301.98709	655.32018	-3419.59535	Carangidae	Decapterus	spp		1	AD	Passing
3.03	6	3.03_L373.avi	26681	3.03_R374.avi	26891	17.78733	1	12.38667	255.57911	3.91525	27.06685	3240.75677	12.67399	14.16143	12.89941	167.71573	690.96978	-3161.79327	Carangidae	Decapterus	spp		1	AD	Passing
3.03	7	3.03_L373.avi	26681	3.03_R374.avi	26891	17.78733	1	12.38667	223.15833	2.7053	34.47074	3380.42416	11.80614	4.01424	0.03992	415.6968	552.77428	-3308.91286	Carangidae	Decapterus	spp		1	AD	Passing
