Family_correct,Genus_correct,Species_correct,Family,Genus,Species,Region,Reason,Comment
Labridae,Pseudolabrus,rubicundus,Labridae,Pseudolabrus,mortonii,SE/TE/SW,Synonym,"Russell & Gill (2012) resurrected P. rubicundus from the synonomy of P.mortoni (designated by Allen et al 1996, ZooCat) after locating the type specimen of Labrichthys rubicunda at the Macleay Museum. These authors report the species to be the conspecific with P. psittaculus (which is a preoccupied name) and P. mortoni. The type locality is Tasmania (not King George Sound in WA as widely documented)."
Labridae,Pseudolabrus,rubicundus,Labridae,Pseudolabrus,psittaculus,SE/TE/SW,Synonym,"Russell & Gill (2012) resurrected P. rubicundus from the synonomy of P.mortoni (designated by Allen et al 1996, ZooCat) after locating the type specimen of Labrichthys rubicunda at the Macleay Museum. These authors report the species to be the conspecific with P. psittaculus (which is a preoccupied name) and P. mortoni. The type locality is Tasmania (not King George Sound in WA as widely documented)."
Labridae,Pteragogus,enneacanthus,Labridae,Pteragogus,amboinensis,NW/CS/TE,Synonym,
Labridae,Pteragogus,enneacanthus,Labridae,Pteragogus,flagellifera ,NW/CS/TE,Synonym,
Labridae,Suezichthys,devisi,Labridae,Suezichthys,gracilis,TE/CS/SE,Misidentification,
Labridae,Thalassoma,quinquevittatum,Labridae,Thalassoma,quinquevittata,NW/Christmas.Island/Cocos.Keeling/CS/TE/Lord.Howe.Island,Spelling,
Labridae,Unknown,spp,Labridae,Wrasse,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,,Labridae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,,Wrasse,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,,Labrid,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,Labridae,Labrid,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,,Unidentified,labrid,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,,Purple,wrasse,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,Unknown,Purple,wrasse,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,,Brown,wrasse,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Unknown,spp,Unknown,Brown,wrasse,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Labridae,Xyrichtys,spp,,Xyrichtys,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Latidae,Psammoperca,datnioides,Latidae,Psammoperca,waigiensis,NW/SW/N/CS,Misidentification,"Differs from Psammoperca waigiensis in having the following characters: more slender body (mean depth 28.9% of SL vs. mean depth 36.7% of SL in P.  waigiensis), pored lateral-line scales 49–54 (vs. 46–48 in P. waigiensis), scale rows above and below lateral line 6½ / 10½–11½ (vs 4½ / 9½–10½ in P. waigiensis), and vertical at hind margin of maxilla posterior/behind center of eye (vs. vertical at hind margin of maxilla anterior to/in front of hind margin of eye in P. waigiensis). P. waigiensis also has a brownish to golden body with yellow-edged pored lateral-line scales."
Latidae,Psammoperca,datnioides,Centropomidae,Psammoperca,waigiensis,NW/SW/N/CS,Misidentification,"Differs from Psammoperca waigiensis in having the following characters: more slender body (mean depth 28.9% of SL vs. mean depth 36.7% of SL in P.  waigiensis), pored lateral-line scales 49–54 (vs. 46–48 in P. waigiensis), scale rows above and below lateral line 6½ / 10½–11½ (vs 4½ / 9½–10½ in P. waigiensis), and vertical at hind margin of maxilla posterior/behind center of eye (vs. vertical at hind margin of maxilla anterior to/in front of hind margin of eye in P. waigiensis). P. waigiensis also has a brownish to golden body with yellow-edged pored lateral-line scales."
Leiognathidae,Aurigequula,longispinis,Leiognathidae,Leiognathus,longispinis,SW/NW/N/CS,Synonym,
Leiognathidae,Aurigequula,longispinis,Leiognathidae,Aurigequula,longispina,SW/NW/N/CS,Synonym,
Leiognathidae,Aurigequula,longispinis,Leiognathidae,Leiognathus ,smithursti,SW/NW/N/CS,Synonym,
Leiognathidae,Aurigequula,longispinis,Leiognathidae,Aurigequula,longispina,SW/NW/N/CS,Synonym,
Leiognathidae,Equulites,elongatus,,Leiognathus,elongatus,,,
Leiognathidae,Equulites,elongatus,Leiognathidae,Leiognathus,elongatus,,,
Leiognathidae,Leiognathus,spp,,Leiognathus,spp,,Spelling,
Leptoscopidae,Lesueurina,spp,,Lesueurina,spp,,Spelling,
Lethrinidae,Unknown,spp,,Lethrinidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Lethrinidae,Wattsia,mossambica,Lethrinidae,Wattsia,mosambica,,Spelling,
Lutjanidae,Aprion,virescens,Lutjanidae,Aprion,viriscens,,Spelling,
Lutjanidae,Lutjanus,bitaeniatus,Lethrinidae,Lethrinus,bitaeniatus,,Spelling,
Lutjanidae,Lutjanus,russellii,Lutjanidae,Lutjanus,russelli,,Spelling,
Lutjanidae,Symphorus,nematophorus,Lutjanidae,Symphorus,nematophorus(juv),,Spelling,
Macroramphosidae,Notopogon,lilliei,Macroramphosidae,Notopogon,endeavouri,,,
Macrouridae,Coryphaenoides,spp,,Coryphaenoides,spp,,Spelling,
Majidae,Unknown,spp,,Majidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Microdesmidae,Gunnellichthys,pleurotaenia,Microdesmidae,Gunnelichthys,pleurotaenia,,,
Microdesmidae,Ptereleotris,evides,Ptereleotridae,Ptereleotris,evides,,,
Mobulidae,Mobula,birostris,Mobulidae,Manta,birostris,,,
Mobulidae,Mobula,birostris,,Manta,birostris,,,
Mobulidae,Mobula,birostris,Myliobatidae,Mobula,birostris,,Synonym,
Mobulidae,Mobula,tarapacana,Myliobatidae,Mobula,tarapacana,,Synonym,
Monacanthidae,Acanthaluteres,vittiger,Monacanthidae,Scobinichthys,vittiger,,,
Monacanthidae,Amanses,scopas,Balistidae,Amanses,scopas,,,
Monacanthidae,Cantherhines,dumerilii,Monocanthidae,Cantherhines,dumerilii,,,
Monacanthidae,Chaetodermis,penicilligerus,Monacanthidae,Chaetoderma,penicilligera,,,
Monacanthidae,Chaetodermis,penicilligerus,,Chaetoderma,penicilligera,,,
Monacanthidae,Chaetodermis,penicilligerus,Monacanthidae,Chaetodermis,penicilligera,,,
Monacanthidae,Meuschenia,scaber,Monacanthidae,Parika,scaber,,,
Monacanthidae,Meuschenia,scaber,,Parika,scaber,,,
Monacanthidae,Meuschenia,spp,Meuschenia,Unknown,spp,,Spelling,
Monacanthidae,Nelusetta,ayraud,Monacanthidae,Nelusetta,ayraudi,,,
Monacanthidae,Paramonacanthus,filicauda,Monacanthidae,Arotrolepis,filicauda,,,
Monacanthidae,Unknown,spp,,Monacanthid,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Monacanthidae,Unknown,spp,Monacanthidae,Monacanthid,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Monacanthidae,Unknown,spp,,Monacanthidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Mugilidae,Liza,vaigiensis,Mugilidae,Ellochelon,vaigiensis,,,
Mugilidae,Moolgarda,cunnesius,Mugilidae,Osteomugil,cunnesius,,,
Mugilidae,Moolgarda,cunnesius,Mugilidae,Valamugil,cunnesius,,,
Mugilidae,Valamugil,buchanani,Mugilidae,Crenimugil,buchanani,,,
Mugilidae,Valamugil,buchanani,Mugilidae,Moolgarda,buchanani,,,
Mugilidae,Valamugil,buchanani,Mugilidae,Vagamugil,buchanani,,,
Mullidae,Mulloidichthys,flavolineatus,Mullidae,Mulloides,flavolineatus,,,
Mullidae,Parupeneus,cyclostomus,Mullidae,Parapuneus,cyclostomus,,,
Mullidae,Parupeneus,cyclostomus,Mullidae,Parupeneus,cylcostomas,,,
Mullidae,Parupeneus,heptacanthus,Mullidae,Mulloides,heptacanthus,,,
Mullidae,Parupeneus,spilurus,Mullidae,Parupeneus,signatus,,,
Mullidae,Parupeneus,trifasciatus,Mullidae,Parupeneus,bifasciatus,,,
Muraenidae,Gymnothorax,favagineus,Muraenidae,Gymnothorax,favafineus,,,
Muraenidae,Gymnothorax,favagineus,Muraenidae,Gymnothorax,isingteena,,,
Muraenidae,Gymnothorax,favagineus,Muraenidae,Gymnothorax,melanospilus,,,
Muraenidae,Gymnothorax,prionodon,Muraenidae,Gymnothorax,prinodon,,,
Muraenidae,Gymnothorax,rueppelliae,Muraenidae,Gymnothorax,rueppellii,,,
Muraenidae,Gymnothorax,thyrsoideus,Muraenidae,Gymnothorax,thrysoideus,,,
Muraenidae,Gymnothorax,undulatus,,Gymnnothorax,undulatus,,,
Myliobatidae,Aetobatus,ocellatus,Myliobatidae,Aetobatus,narinari,,,
Myliobatidae,Aetobatus,ocellatus,Myliobatidae,Myliobatis,narinari,,,
Myliobatidae,Aetobatus,ocellatus,Myliobatididae,Aetobatus,narinari,,,
Myliobatidae,Myliobatis,tenuicaudatus,Myliobatidae,Myliobatis,australis,,,
Myliobatidae,Myliobatis,tenuicaudatus,Myliobatididae,Myliobatis,australis,,,
Myliobatidae,Myliobatis,tenuicaudatus,,Mylobatis,australis,,,
Myliobatidae,Myliobatis,tenuicaudatus,Mylobatididae,Mylobatis,australis,,,
Narcinidae,Narcinops,tasmaniensis,Narcinidae,Narcine,tasmaniensis,,,
Narcinidae,Narcinops,tasmaniensis,,Narcine,tasmaniensis,,,
Nemipteridae,Nemipterus,furcosus,Nemipteridae,Nemipterus,furca,,,
Nemipteridae,Pentapodus,vitta,Nemipteridae,Scaevius,vitta,,,
Nemipteridae,Scolopsis,bilineata,Nemipteridae,Scolopsis,bilineatus,,,
Nemipteridae,Scolopsis,margaritifera,Nemipteridae,Scolopsis,margaritifer,,,
Nemipteridae,Scolopsis,meridiana,Nemipteridae,Scolopsis,taeniopterus,,,
Nemipteridae,Scolopsis,meridiana,Nemipteridae,Scolopsis,taenioptera,,,
Nemipteridae,Scolopsis,xenochrous,Nemipteridae,Scolopsis,xenochroa,,,
Neosebastidae,Neosebastes,bougainvillii,Neosebastidae,Neosebastes,bougainvilli,,,
Neosebastidae,Unknown,spp,,Neosebastidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Nototheniidae,Paranotothenia,spp,,Paranotothenia,spp,,Spelling,
Nototheniidae,Paranotothenia,spp,Pinguipedidae,Paranotothenia,spp,,Spelling,
Odacidae,Heteroscarus,acroptilus,Odacidae,Odax,acroptilus,SE/SW/TE/NW,,
Odacidae,Heteroscarus,acroptilus,,Odax,acroptilus,SE/SW/TE/NW,,
Odacidae,Olisthops,cyanomelas,Odacidae,Odax,cyanomelas,,,
Odacidae,Olisthops,cyanomelas,,Odax,cyanomelas,,,
Oneirodidae,Oneirodes,,,Oneirodes,spp,,Spelling,
Ophidiidae,Sirembo,spp,,Sirembo,spp,,Spelling,
Ostraciidae,Rhynchostracion,rhinorhynchos,Ostraciidae,Ostracion,rhinorhynchos,,,
Ostraciidae,Rhynchostracion,rhinorhynchos,Ostraciidae,Ostracion,rhinorrhynchos,,,
Ostraciidae,Tetrosomus,reipublicae,Ostraciidae,Tetrosomus,concantenatus,,,
Ostraciidae,Tetrosomus,reipublicae,Ostraciidae,Tetrosomus,concatenatus,,,
Paralichthyidae,Cephalopsetta,spp,,Cephalopsetta,spp,,Spelling,
Parascylliidae,Parascyllium,ferrugineum,Parascylliidae,Paracyllium,ferrugineum,,,
Parascylliidae,Parascyllium,ferrugineum,,Paracyllium,ferrugineum,,,
Parascylliidae,Parascyllium,ferrugineum,Parascyllidae,Paracyllium,ferrugineum,,,
Pempherididae,Pempheris,adusta,Pempheridae,Pempheris,adusta,N/CS/Lord.Howe.Island,,
Pempherididae,Pempheris,affinis,Pempheridae,Pempheris,affinis,SE/TE/CS,,
Pempherididae,Pempheris,analis,Pempheridae,Pempheris,analis,,,
Pempherididae,Pempheris,analis,Pempherididae,Pempheris,cf. analis,,,
Pempherididae,Pempheris,compressa,Pempheridae,Pempheris,compressa,,,
Pempherididae,Pempheris,klunzingeri,Pempheridae,Pempheris,klunzingeri,,,
Pempherididae,Pempheris,multiradiata,Pempheridae,Pempheris,multiradiata,,,
Pempherididae,Pempheris,ornata,Pempheridae,Pempheris,ornata,,,
Pempherididae,Pempheris,oualensis,Pempheridae,Pempheris,oualensis,,,
Pempherididae,Pempheris,schwenkii,Pempheridae,Pempheris,schwenkii,,,
Peristediidae,Satyrichthys,rieffeli,Perstediidae,Satyrichthys,rieffeli,,,
Phosichthyidae,Polymetme,corythaeola,,Polymetme,corythaeola,,,
Pinguipedidae,Parapercis,ramsayi,,Parapercus,ramsayi,,,
Pinguipedidae,Parapercis,schauinslandii,Pinguipedidae,Parapercis,schauinslandi,,,
Pinguipedidae,Parapercis,stricticeps,Pinguipedidae,Parapercis,striticeps,,,
Platycephalidae,Platycephalus,caeruleopunctatus,Platycephalidae,Platycephalus,caerulepunctatus,,,
Platycephalidae,Platycephalus,caeruleopunctatus,,Platycephalus,caeruleopunctatus,,,
Platycephalidae,Platycephalus,endrachtensis,Platycephalidae,Platycephalus,arenarius,,,
Platycephalidae,Platycephalus,endrachtensis,,Platycephalus,arenarius,,,
Platycephalidae,Platycephalus,grandispinis,Platycephalidae,Platycephalus,longispinis,,,
Platycephalidae,Platycephalus,grandispinis,,Platycephalus,longispinis,,,
Platycephalidae,Suggrundus,spp,,Suggrundus,spp,,Spelling,
Platycephalidae,Thysanophrys,cirronasa,Platycephalidae,Thysanophrys,cirronasus,,,
Platycephalidae,Unknown,spp,,Platycephalidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Plesiopidae,Paraplesiops,meleagris,Plesiopidae,Paraplesiops,melaeagris,,,
Plotosidae,Euristhmus,spp,,Euristhmus,spp,,Spelling,
Pomacanthidae,Centropyge,flavicauda,Pomacanthidae,Centropyge,fisheri,,,
Pomacanthidae,Centropyge,vrolikii,Pomacanthidae,Centropyge,vroliki,,,
Pomacanthidae,Pomacanthus,sexstriatus,Pomacanthidae,Pomacentrus,sexstriatus,,,
Pomacanthidae,Pomacanthus,sexstriatus,Pomacanthidae,Pomacanthus,sextriatus,,,
Pomacanthidae,Pygoplites,diacanthus,,Pygoplites,diacanthus,,,
Pomacentridae,Abudefduf,spp,Abudefduf,Unknown,spp,,Spelling,
Pomacentridae,Acanthochromis,polyacanthus,Pomacentridae,Chromis,polyacanthus,,,
Pomacentridae,Chrysiptera,tricincta,Pomacentridae,Dascyllus,tricincta,,,
Pomacentridae,Dascyllus,reticulatus,Pomacentridae,Dasycyllus,reticulatus,,,
Pomacentridae,Mecaenichthys,immaculatus,,Mecanenichthys,immaculatus,,,
Pomacentridae,Mecaenichthys,immaculatus,Pomacentridae,Mecanenichthys,immaculatus,,,
Pomacentridae,Pristotis,obtusirostris,Pomacentridae,Pristosis,jerdoni,,,
Pomacentridae,Pristotis,obtusirostris,Pomacentridae,Pristotis,obstusirostris,,,
Pomacentridae,Stegastes,fasciolatus,Pomacentridae,Stegastes,faciolatus,,,
Pomacentridae,Unknown,spp,,Pomacentridae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Priacanthidae,Priacanthus,hamrur,Priacanthidae,Priacamthus,hamrur,,,
Priacanthidae,Priacanthus,hamrur,,Priacamthus,hamrur,,,
Priacanthidae,Pristiapogon,fraenatus,Priacanthidae,Apogon,fraenatus,,,
Priacanthidae,Pristiapogon,kallopterus,Priacanthidae,Apogon,kallopterus,,,
Rachycentridae,Rachycentron,canadum,Rachycentridae,Rachycentron,canadus,,,
Rajidae,Dentiraja,lemprieri,Rajidae,Dipturus,lemprieri,,,
Rajidae,Spiniraja,whitleyi,Rajidae,Dipturus,whitleyi,,,
Rajidae,Spiniraja,whitleyi,Rajidae,Raja,whitleyi,,,
Rajidae,Spiniraja,whitleyi,,Raja,whitleyi,,,
Rhinidae,Rhynchobatus,australiae,Rhinobatidae,Rhynchobatus,djiddensis,,,
Rhinidae,Rhynchobatus,australiae,Rhinidae,Rhynchobatus,djiddensis,,,
Rhinidae,Rhynchobatus,australiae,Rhynchobatidae,Rhynchobatus,djiddensis,,,
Rhinidae,Rhynchobatus,australiae,Rhynchobatidae,Rhynchobatus,australiae,,,
Rhinidae,Rhynchobatus,australiae,Unknown,Rhynchobatus,australiae,,,
Rhinobatidae,Aptychotrema,rostrata,Rhinobatidae,Aptychotrema,bougainvillii,,,
Scaridae,Cetoscarus,ocellatus,Scaridae,Cetoscarus,bicolor,,,
Scaridae,Chlorurus,microrhinos,Scaridae,Chlorurus,gibbus,,,
Scaridae,Chlorurus,microrhinos,Scaridae,Scarus,gibbus,,,
Scaridae,Chlorurus,microrhinos,Scaridae,Chlorurus,microhinos,,,
Scaridae,Chlorurus,microrhinos,Scaridae,Scarus,microhinos,,,
Scaridae,Chlorurus,microrhinos,Scaridae,Chlorurus,microrhinus,,,
Scaridae,Chlorurus,sordidus,Scaridae,Scarus,sordidus,,,
Scaridae,Chlorurus,sordidus,,Chlororus,sordidus,,,
Scaridae,Unknown,spp,,Scaridae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Sciaenidae,Argyrosomus,japonicus,Sciaenidae,Agyrosomus,japonicus,,,
Sciaenidae,Argyrosomus,japonicus,,Agyrosomus,japonicus,,,
Sciaenidae,Unknown,spp,,Sciaenid,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Sciaenidae,Unknown,spp,Sciaenidae,Sciaenid,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Sciaenidae,Unknown,spp,Unknown,Sciaenid,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Scombridae,Auxis,spp,,Auxis,spp,,Spelling,
Scombridae,Scomberomorus,queenslandicus,Carangidae,Scomberomorus,queenslandicus,,,
Scombridae,Unknown,spp,,Scombridae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Scorpaenidae,Scorpaena,cardinalis,Scorpaenidae,Scorpaena,cookii,,,
Scorpaenidae,Scorpaenodes,spp,,Scorpaenodes,spp,,Spelling,
Scorpididae,Scorpis,georgiana,Scorpididae,Scorpis,georgianus,,,
Scorpididae,Scorpis,lineolata,Scorpididae,Scorpis,lineolatus,,,
Scorpididae,Tilodon,sexfasciatus,Scorpididae,Tilodon,sexfasciatum,,,
Scyliorhinidae,Asymbolus,analis,Scyliorhinidae,Asymbolis,analis,,,
Scyliorhinidae,Asymbolus,analis,,Asymbolis,analis,,,
Scyliorhinidae,Figaro,boardmani,Scyliorhinidae,Galeus,boardmani,,,
Scyliorhinidae,Figaro,boardmani,,Galeus,boardmani,,,
Serranidae,Anthias,spp,,Anthias,spp,,Spelling,
Serranidae,Caesioscorpis,theagenes,Caesioscorpidae,Caesioscorpis,theagenes,,,
Serranidae,Cephalopholis,miniata,Serranidae,Cephalopholis,miniatus,,,
Serranidae,Chromileptes,altivelis,Serranidae,Cromileptes,altivelis,CS/N/NW/TE,,
Serranidae,Chromileptes,altivelis,,Cromileptes,altivelis,CS/N/NW/TE,,
Serranidae,Epinephelus,ergastularius,Serranidae,Hyporthodus,ergastularius,,,
Serranidae,Epinephelus,octofasciatus,Serranidae,Hyporthodus,octofasciatus,,,
Serranidae,Epinephelus,tauvina,Serranidae,Epinephalis,tauvina,,,
Serranidae,Epinephelus,tauvina,,Epinephalis,tauvina,,,
Serranidae,Hypoplectrodes,nigroruber,,Hypolectrodes,nigroruber,,,
Serranidae,Hypoplectrodes,nigroruber,Serranidae,Hypolectrodes,nigroruber,,,
Serranidae,Plectropomus,spp,,Plectroplites,spp,,,
Serranidae,Plectropomus,spp,Serranidae,Plectroplites,spp,,,
Serranidae,Pseudanthias,fasciatus,Serranidae,Pseudanthias,fasciata,,,
Serranidae,Trachypoma,macracanthus,,Trachypoma,macracanthus,,,
Serranidae,Unknown,spp,,Serranidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Siganidae,Siganus,argenteus,Siganidae,Signanus,argenteus,,,
Siganidae,Siganus,fuscescens,Siganidae,Siganus,nebulosus,,,
Siganidae,Siganus,lineatus,Siganidae,Siganus,guttatus,,,
Siganidae,Siganus,stellatus,Siganidae,Siganus,laqueus,,,
Sillaginidae,Sillaginodes,punctatus,Sillaginidae,Sillaginodes,punctata,,,
Soleidae,Zebrias,craticula,Soleidae,Zebrias,craticulus,,,
Sparidae,Acanthopagrus,morrisoni,Sparidae,Acanthopagrus,latus,,,
Sparidae,Chrysophrys,auratus,Sparidae,Chrysophrys,auratu,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Chrysophrys,auratus,Sparidae,Chyrosophyrs,auratus,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Chrysophrys,auratus,Sparidae,Chyrsophyrs,auratus,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Chrysophrys,auratus,Sparidae,Pagrus,auratus,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Chrysophrys,auratus,,Pagrus,auratus,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Chrysophrys,auratus,,Chrysophrys,auratus,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Chrysophrys,auratus,,Chyrosophyrs,auratus,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Chrysophrys,auratus,,Chyrsophyrs,auratus,SW/NW/CS/TE/Lord.Howe.Island/Norfolk.Island/SE,,
Sparidae,Dentex,spariformis,Sparidae,Dentex,tumifrons,,,Dentex tumifrons is a synonym for both spariformis and carpenteri
Sphyraenidae,Sphyraena,barracuda,Sphyraenidae,Sphyraena,commersoni,,,
Sphyraenidae,Sphyraena,obtusata,Sphyraenidae,Sphyraena,flavicauda,,,
Sphyraenidae,Unknown,spp,,Sphyraenidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Sphyrnidae,Unknown,spp,,Sphyrnidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Sphyrnidae,Unknown,spp,Sphyraenidae,Sphyrnidae,sphyrnidae,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Stegostomatidae,Stegostoma,fasciatum,Stegastomatidae,Stegostoma,fasciatum,,,
Syngnathidae,Unknown,spp,,Syngnathidae,spp,SW/NW/Christmas.Island/Cocos.Keeling/N/CS/TE/Lord.Howe.Island/SW,Spelling,All regions
Synodontidae,Saurida,undosquamis,Synodontidae,Synodus,undosquamis,,,
Synodontidae,Saurida,undosquamis,Synodontidae,Synodus,undosquamus,,,
Synodontidae,Trachinocephalus,trachinus,Synodontidae,Trachinocephalus,myops,,,
Synodontidae,Trachinocephalus,trachinus,,Trachinocephalus,myops,,,
Terapontidae,Pelates,sexlineatus,Terapontidae,Helotes,sexlineatus,,,
Tetraodontidae,Canthigaster,axiologus,Tetraodontidae,Canthigaster,coronata,,,
Tetraodontidae,Contusus,brevicaudus,Tetraodontidae,Contusus,spp,,,
Tetraodontidae,Lagocephalus,lagocephalus,Tetraodontidae,Lagocephalus,lagocephalus lagocephalus,,,
Tetraodontidae,Lagocephalus,sceleratus,Tetraodontidae,Lagocephalus,scleratus,,,
Tetraodontidae,Sphoeroides,spp,,Sphoeroides,spp,,Spelling,
Tetrarogidae,Centropogon,australis,Scorpaenidae,Centropogon,australis,,,
Torpedinidae,Tetronarce,nobiliana,Torpedinidae,Tetronarce,macneilli,,,
Torpedinidae,Tetronarce,nobiliana,Torpedinidae,Torpedo,macneilli,,,
Torpedinidae,Tetronarce,nobiliana,,Torpedo,macneilli,,,
Torpedinidae,Torpedo,spp,,Torpedo,spp,,Spelling,
Trachichthyidae,Hoplostethus,intermedius,Trachichthyidae,Hoplostethus,mediterraneus,,,
Triakidae,Mustelus,antarcticus,Triakidae,Mustelus,antarticus,,,
Tripterygiidae,Helcogramma,striatum,Tripterygiidae,Helcogramma,striata,,,
Zeidae,Zenopsis,nebulosa,Zeidae,Zenopsis,nebulosus,,,
Blenniidae,Plagiotremus,laudandus,Blenniidae,Plagiotremus,landandus,,,
Aracanidae,Anoplocapros,amygdaloides,Ostraciidae,Anoplocapros,amygdaloides,SW,,
Aracanidae,Anoplocapros,lenticularis,Ostraciidae,Anoplocapros,lenticularis,SW,,
Aracanidae,Caprichthys,gymnura,Ostraciidae,Caprichthys,gymnura,SW,,
Trygonorrhinidae,Aptychotrema,vincentiana,Rhinobatidae,Aptychotrema,vincentiana,,,
Trygonorrhinidae,Aptychotrema,rostrata,Rhinobatidae,Aptychotrema,rostrata,,,
Trygonorrhinidae,Trygonorrhina,dumerilii,Rhinobatidae,Trygonorrhina,dumerilii,,,
Neosebastidae ,Neosebastes,pandus,Scorpaenidae,Neosebastes,pandus,,,
Pomacentridae,Neopomacentrus,aktites,Pomacentridae,Neopomacentrus,filamentosus,,,
Pempherididae,Pempheris,schwenkii,Pempherididae,Pempheris,tominagai,,,
