campaignid,opcode,family,genus,species,count,caab_code
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Carangidae,Turrum,fulvoguttatum,1,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Carangidae,Turrum,gymnostethus,1,37337022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Leiognathidae,Unknown,spp,9,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Lethrinidae,Lethrinus,genivittatus,3,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Lethrinidae,Lethrinus,laticaudis,1,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Mullidae,Parupeneus,heptacanthus,2,37355004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Mullidae,Upeneus,spp,8,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Nemipteridae,Nemipterus,furcosus,2,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Nemipteridae,Pentapodus,porosus,13,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Nemipteridae,Pentapodus,vitta,5,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Nemipteridae,Scolopsis,meridiana,3,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Siganidae,Siganus,fuscescens,1,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Carangidae,Decapterus,spp,3,37337901
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Carangidae,Selaroides,leptolepis,42,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Carangidae,Turrum,fulvoguttatum,2,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Leiognathidae,Unknown,spp,3,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Lethrinidae,Lethrinus,genivittatus,2,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Nemipteridae,Pentapodus,porosus,11,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Nemipteridae,Pentapodus,vitta,9,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Terapontidae,Pelates,octolineatus,1,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Tetraodontidae,Lagocephalus,sceleratus,3,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Carangidae,Selaroides,leptolepis,28,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Carangidae,Turrum,fulvoguttatum,3,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Labridae,Choerodon,cauteroma,1,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Labridae,Choerodon,spp,1,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Leiognathidae,Unknown,spp,4,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Lethrinidae,Lethrinus,genivittatus,2,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Lethrinidae,Lethrinus,laticaudis,1,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Lethrinidae,Lethrinus,punctulatus,1,37351001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Monacanthidae,Monacanthus,chinensis,1,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Mullidae,Parupeneus,heptacanthus,1,37355004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Nemipteridae,Pentapodus,porosus,12,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Serranidae,Epinephelus,areolatus,1,37311009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Carangidae,Selaroides,leptolepis,15,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Labridae,Choerodon,cephalotes,2,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Leiognathidae,Unknown,spp,17,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Lethrinidae,Lethrinus,genivittatus,1,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Monacanthidae,Paramonacanthus,choirocephalus,2,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Mullidae,Upeneus,spp,4,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Nemipteridae,Pentapodus,porosus,8,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Nemipteridae,Pentapodus,vitta,12,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Sphyrnidae,Sphyrna,mokarran,1,37019002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Balistidae,Abalistes,stellatus,2,37465011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Carangidae,Atropus,hedlandensis,2,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Carangidae,Scomberoides,spp,3,37337905
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Carangidae,Selaroides,leptolepis,30,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Carangidae,Seriolina,nigrofasciata,1,37337014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Chaetodontidae,Coradion,chrysozonus,1,37365004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Labridae,Choerodon,cauteroma,2,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Leiognathidae,Unknown,spp,1,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Lethrinidae,Lethrinus,laticaudis,3,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Lutjanidae,Lutjanus,carponotatus,1,37346011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Nemipteridae,Pentapodus,porosus,22,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Nemipteridae,Scolopsis,regina,1,37347006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Pomacanthidae,Chaetodontoplus,duboulayi,1,37365009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Serranidae,Epinephelus,rankini,1,37311010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Carangidae,Selaroides,leptolepis,15,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Haemulidae,Diagramma,pictum,1,37350003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Leiognathidae,Unknown,spp,5,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Lethrinidae,Lethrinus,genivittatus,4,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Mullidae,Parupeneus,chrysopleuron,4,37355016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Mullidae,Upeneus,tragula,3,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Nemipteridae,Pentapodus,porosus,45,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Nemipteridae,Pentapodus,vitta,4,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Siganidae,Siganus,fuscescens,1,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Carangidae,Selaroides,leptolepis,5,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Carcharhinidae,Carcharhinus,coatesi,1,37018009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Leiognathidae,Unknown,spp,16,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Lethrinidae,Lethrinus,genivittatus,3,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Monacanthidae,Paramonacanthus,choirocephalus,1,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Mullidae,Upeneus,tragula,2,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Nemipteridae,Pentapodus,porosus,15,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Nemipteridae,Pentapodus,vitta,6,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Carangidae,Selaroides,leptolepis,21,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Clupeidae,Herklotsichthys,blackburni,98,37085022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Leiognathidae,Unknown,spp,6,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Monacanthidae,Paramonacanthus,choirocephalus,4,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Mullidae,Upeneus,australiae,4,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Nemipteridae,Nemipterus,celebicus,1,37347004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Nemipteridae,Pentapodus,porosus,10,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Nemipteridae,Pentapodus,vitta,17,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Nemipteridae,Scolopsis,meridiana,1,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Rhinidae,Rhynchobatus,australiae,1,37026005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Carangidae,Atropus,hedlandensis,1,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Carangidae,Selaroides,leptolepis,1,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Carcharhinidae,Carcharhinus,sorrah,1,37018013
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Leiognathidae,Unknown,spp,5,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Monacanthidae,Anacanthus,barbatus,1,37465010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Monacanthidae,Paramonacanthus,choirocephalus,2,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Mullidae,Upeneus,spp,3,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Nemipteridae,Pentapodus,porosus,1,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Nemipteridae,Pentapodus,vitta,5,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Nemipteridae,Scolopsis,meridiana,3,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Pinguipedidae,Parapercis,nebulosa,1,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Terapontidae,Pelates,octolineatus,1,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Tetraodontidae,Lagocephalus,sceleratus,1,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Carangidae,Atropus,hedlandensis,3,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Carangidae,Selaroides,leptolepis,5,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Carangidae,Seriolina,nigrofasciata,1,37337014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Gobiidae,Cryptocentrus,cebuanus,1,37428097
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Labridae,Choerodon,spp,2,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Leiognathidae,Unknown,spp,4,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Monacanthidae,Monacanthus,chinensis,1,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Monacanthidae,Paramonacanthus,choirocephalus,3,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Mullidae,Upeneus,australiae,1,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Nemipteridae,Nemipterus,furcosus,3,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Nemipteridae,Pentapodus,porosus,2,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Nemipteridae,Pentapodus,vitta,9,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Nemipteridae,Scolopsis,meridiana,3,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Terapontidae,Pelates,octolineatus,1,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Tetraodontidae,Torquigener,spp,1,37467913
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Carangidae,Selaroides,leptolepis,7,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Centriscidae,Centriscus,scutatus,1,37280001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Leiognathidae,Unknown,spp,9,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Monacanthidae,Paramonacanthus,choirocephalus,1,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Mullidae,Upeneus,australiae,1,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Nemipteridae,Nemipterus,furcosus,4,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Nemipteridae,Pentapodus,porosus,5,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Nemipteridae,Pentapodus,vitta,9,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Nemipteridae,Scolopsis,meridiana,7,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Nemipteridae,Unknown,spp,1,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Tetraodontidae,Lagocephalus,sceleratus,1,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Carangidae,Selaroides,leptolepis,3,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Leiognathidae,Unknown,spp,2,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Monacanthidae,Paramonacanthus,choirocephalus,3,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Mullidae,Upeneus,australiae,1,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Nemipteridae,Pentapodus,porosus,5,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Nemipteridae,Pentapodus,vitta,13,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Nemipteridae,Scolopsis,meridiana,3,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Synodontidae,Saurida,undosquamis,2,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Terapontidae,Pelates,quadrilineatus,11,37321001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Tetraodontidae,Lagocephalus,lunaris,1,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Tetraodontidae,Lagocephalus,sceleratus,1,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Carangidae,Selaroides,leptolepis,2,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Carangidae,Turrum,fulvoguttatum,1,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Leiognathidae,Unknown,spp,1,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Monacanthidae,Paramonacanthus,choirocephalus,2,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Mullidae,Upeneus,spp,8,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Nemipteridae,Pentapodus,porosus,3,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Nemipteridae,Pentapodus,vitta,14,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Nemipteridae,Scolopsis,meridiana,3,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Nemipteridae,Unknown,spp,2,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Siganidae,Siganus,fuscescens,1,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Sillaginidae,Sillago,spp,4,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Terapontidae,Pelates,octolineatus,19,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Carangidae,Selaroides,leptolepis,7,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Leiognathidae,Unknown,spp,2,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Monacanthidae,Paramonacanthus,choirocephalus,1,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Nemipteridae,Pentapodus,vitta,12,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Terapontidae,Pelates,octolineatus,43,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Terapontidae,Terapon,puta,1,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Carangidae,Selaroides,leptolepis,4,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Leiognathidae,Unknown,spp,9,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Nemipteridae,Pentapodus,vitta,3,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Terapontidae,Pelates,octolineatus,10,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Terapontidae,Terapon,puta,3,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Terapontidae,Terapon,theraps,1,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Carangidae,Atropus,hedlandensis,2,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Carangidae,Selaroides,leptolepis,5,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Carangidae,Seriolina,nigrofasciata,1,37337014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Leiognathidae,Unknown,spp,3,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Monacanthidae,Paramonacanthus,choirocephalus,1,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Nemipteridae,Pentapodus,vitta,3,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Pinguipedidae,Parapercis,nebulosa,1,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Terapontidae,Pelates,octolineatus,3,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Terapontidae,Pelates,quadrilineatus,43,37321001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Terapontidae,Terapon,puta,2,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Tetraodontidae,Lagocephalus,sceleratus,1,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Carangidae,Atule,mate,1,37337024
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Carangidae,Selaroides,leptolepis,26,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Carcharhinidae,Galeocerdo,cuvier,1,37018022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Leiognathidae,Unknown,spp,6,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Monacanthidae,Paramonacanthus,choirocephalus,4,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Nemipteridae,Pentapodus,porosus,3,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Nemipteridae,Pentapodus,vitta,10,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Pinguipedidae,Parapercis,nebulosa,9,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Siganidae,Siganus,fuscescens,1,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Terapontidae,Pelates,octolineatus,12,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-138,Carangidae,Atule,mate,3,37337024
