Bshape,Class,Order,Family,Genus,Species,SpecCode,LengthMin,LengthMax,Number,a,b,CoeffDetermination,Type,Score,PopLWRef,DataRef
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,9,17.39999962,4234,0.0039,3.160000086,0.998280764,TL,0.998280764,51109,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,9,17.39999962,4234,0.0039,3.160000086,0.996599972,TL,0.996599972,51109,
elongated,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,canadum,3542,,,,0.00562,3.160000086,,FL,0.5,3678,3670
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,huso,2067,18,263,158,0.004,3.162699938,0.993610263,TL,0.993610263,56539,
elongated,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,eperlanus,1334,,,,0.0042,3.163000107,0.998001039,FL,0.998001039,593,593
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,gracilis,4534,4.800000191,23,95,0.00657,3.164930105,0.982080996,FL,0.982080996,55787,55787
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,undosquamis,1055,5,33,1801,0.0039,3.164999962,0.967999995,TL,0.967999995,59100,59100
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,17.60000038,77.69999695,35,0.003047,3.167999983,0.996004045,TL,0.996004045,57885,
elongated,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,caelorhincus,1726,9.600000381,18.29999924,189,0.0021,3.170000076,0.864899993,TL,0.864899993,57059,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,22,54,36,0.00392,3.170000076,0.990024984,TL,0.990024984,42455,33880
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,16,43,,0.004,3.170000076,0.960399985,TL,0.960399985,86704,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,10.5,63,2735,0.0043,3.170000076,0.980000019,TL,0.980000019,86707,86707
elongated,Actinopterygii,Siluriformes,Clariidae,Clarias,agboyiensis,2098,,,51,0.00458,3.170000076,0.970225036,TL,0.970225036,31579,31579
elongated,Actinopterygii,Gonorynchiformes,Phractolaemidae,Phractolaemus,ansorgii,5226,4.5,23.60000038,80,0.0061,3.170000076,0.944783986,TL,0.944783986,11363,11363
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,schrenckii,6085,43,188,4924,0.0028,3.170099974,0.997401714,TL,0.997401714,56539,
elongated,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,brasiliensis,1059,12.80000019,36.40000153,34,0.0017,3.171700001,0.977299988,TL,0.977299988,59090,59090
elongated,Actinopterygii,Gadiformes,Gadidae,Micromesistius,poutassou,31,12.80000019,31.79999924,130,0.0039,3.171999931,0.737881064,TL,0.737881064,59122,
elongated,Actinopterygii,Polypteriformes,Polypteridae,Polypterus,endlicherii,2385,13.10000038,50,64,0.003303,3.172499895,0.953923345,TL,0.953923345,57961,
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,4996,47,132,46,0.0017,3.174000025,0.98299998,TL,0.98299998,89108,
elongated,Actinopterygii,Osmeriformes,Retropinnidae,Prototroctes,maraena,6199,,,,0.0036,3.174000025,,FL,0.5,11043,11043
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,4,44,272,0.00449,3.174999952,,TL,0.7,42455,33916
elongated,Elasmobranchii,Squaliformes,Squalidae,Squalus,mitsukurii,713,59.40000153,89.80000305,34,0.0021,3.176000118,0.943000019,TL,0.943000019,55642,55642
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,,,,0.00364,3.176000118,,FL,0.5,3672,921
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,graellsii,46094,4.300000191,25.5,22,0.0067,3.176000118,0.986048937,TL,0.986048937,71904,71904
elongated,Actinopterygii,Polypteriformes,Polypteridae,Polypterus,senegalus senegalus,5024,6.199999809,33,87,0.003019,3.176870108,0.96408838,TL,0.96408838,57961,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,,0.004,3.177000046,,TL,0.5,92145,92143
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,foetens,2719,4.300000191,37,45,0.00354,3.177999973,0.990024984,TL,0.990024984,80009,80009
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,gracilis,4534,7,21.20000076,75,0.00621,3.177999973,0.964323997,FL,0.964323997,26587,26587
elongated,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,mediterraneus,1740,8.199999809,14.30000019,56,0.003,3.178999901,0.79400003,TL,0.79400003,88088,88088
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,4.300000191,13.69999981,630,0.0037,3.178999901,0.963999987,TL,0.963999987,59100,59100
elongated,Actinopterygii,Perciformes,Labridae,Labroides,dimidiatus,5459,,,,0.0043,3.178999901,,TL,0.5,52323,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,5,52,389,0.00453,3.178999901,0.944978476,FL,0.944978476,42455,27054
elongated,Actinopterygii,Stomiiformes,Stomiidae,Chauliodus,sloani,1786,15.10000038,30.5,11,0.0009,3.180000067,0.988036036,TL,0.988036036,26178,26178
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,28,89.30000305,96,0.003427,3.180000067,0.95648396,TL,0.95648396,57885,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,10.39999962,45.5,,0.0042,3.180000067,0.971000016,TL,0.971000016,86712,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,10.39999962,45.5,707,0.0042,3.180000067,0.971000016,TL,0.971000016,86712,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,14.10000038,45.5,610,0.0042,3.180000067,0.972000003,TL,0.972000003,86712,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,11.10000038,43.29999924,181,0.0044,3.180000067,0.981000006,TL,0.981000006,86712,
elongated,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,olivaris,3051,33,61,297,0.00537,3.180000067,,TL,0.7,3672,3774
elongated,Actinopterygii,Perciformes,Sillaginidae,Sillago,sihama,4544,3.5,29,249,0.00507,3.180020094,0.984063983,FL,0.984063983,55787,55787
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,,,178,0.00327,3.180999994,,TL,0.6,54183,78571
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,nebulosa,8119,8,18.5,12,0.00622,3.183000088,0.990024984,FL,0.990024984,26587,26587
elongated,Actinopterygii,Gadiformes,Lotidae,Brosme,brosme,51,,,7,0.00514,3.188999891,,TL,0.5,54271,54271
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,melastomus,807,24.20000076,48,107,0.0015,3.190000057,0.863041043,TL,0.863041043,59122,
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,,,,0.00251,3.190000057,,FL,0.5,3678,3670
elongated,Actinopterygii,Perciformes,Gempylidae,Rexea,solandri,8490,,,,0.0033,3.190000057,,FL,0.5,9072,12160
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,9,16.89999962,755,0.0037,3.190000057,0.969397724,TL,0.969397724,53846,53846
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,9,16.89999962,755,0.0037,3.190000057,0.969399989,TL,0.969399989,53846,53846
elongated,Actinopterygii,Cypriniformes,Catostomidae,Cycleptus,elongatus,2985,,,,0.00417,3.190000057,,TL,0.5,3672,3774
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,,,,0.00328,3.191999912,,TL,0.5,54183,78571
elongated,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,filifera,926,5.400000095,10.5,64,0.00424,3.191999912,0.896000028,TL,0.896000028,40728,40728
elongated,Actinopterygii,Clupeiformes,Engraulidae,Encrasicholina,heteroloba,556,2.5,9.5,228,0.0047,3.191999912,0.894915938,TL,0.894915938,3225,3225
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,graellsii,46094,10.5,30.5,27,0.0065,3.193000078,0.984063983,TL,0.984063983,71904,71904
elongated,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,parva,535,3.599999905,9.100000381,248,0.00504,3.194000006,0.992015958,TL,0.992015958,80009,80009
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,7,14,342,0.0037,3.196000099,0.981000006,TL,0.981000006,91174,91174
elongated,Actinopterygii,Siluriformes,Ariidae,Sciades,herzbergii,951,2.900000095,33.90000153,844,0.0041,3.196000099,0.988036036,TL,0.988036036,80009,80009
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,micropectoralis,4467,7,55,,0.005,3.196000099,0.998001039,FL,0.998001039,12260,12260
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,dauricus,4633,43,188,995,0.0029,3.19630003,0.998001039,TL,0.998001039,56539,
elongated,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,elongata,26618,4.900000095,13.30000019,,0.0039,3.198400021,0.879999995,TL,0.879999995,85455,85455
elongated,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,quoyi,8262,8,20,146,0.0015,3.198999882,0.970225036,TL,0.970225036,59095,59095
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,31.10000038,101.5999985,42,0.002393,3.200000048,0.980100036,TL,0.980100036,57885,
elongated,Actinopterygii,Perciformes,Sillaginidae,Sillaginodes,punctatus,8489,,,,0.00296,3.200000048,,TL,0.5,44886,44886
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,18,50.20000076,152,0.00362,3.200000048,0.950040042,TL,0.950040042,33903,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,18,50.20000076,152,0.00362,3.200000048,0.949999988,TL,0.949999988,33903,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,9,45.5,1499,0.0039,3.200000048,0.984000027,TL,0.984000027,86712,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,7.199999809,21.20000076,11,0.008,3.200000048,0.981000006,TL,0.981000006,72251,72251
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,prespensis,9628,8,30,144,0.0082,3.200000048,0.980100036,FL,0.980100036,27610,27706
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,,,91,0.00323,3.200999975,,TL,0.6,54183,78571
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,dermatogenys,12620,8,18,43,0.00665,3.200999975,0.970225036,FL,0.970225036,26587,26587
elongated,Sarcopterygii,Lepidosireniformes,Protopteridae,Protopterus,annectens annectens,2384,16.10000038,51.59999847,10,0.001895,3.201189995,0.914471447,TL,0.914471447,57961,
elongated,Actinopterygii,Osmeriformes,Argentinidae,Argentina,silus,2700,18.5,42.5,168,0.0039,3.203000069,,TL,0.7,268,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,masquinongy,2711,,,,0.00299,3.203999996,,FL,0.5,3672,3860
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,845,10.19999981,54.40000153,39,0.00157,3.20600009,0.980100036,TL,0.980100036,50427,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,americanus vermiculatus,2710,,,143,0.00276,3.20600009,,TL,0.6,3672,3846
elongated,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,319,7.5,18,672,0.0039,3.207400084,0.996004045,TL,0.996004045,56485,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,6,40,712,0.00323,3.207999945,0.959028542,FL,0.959028542,42455,27054
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,1181,0.0037,3.208600044,,TL,0.6,32232,
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,845,23.79999924,62.90000153,1239,0.0015,3.209000111,0.727608979,TL,0.727608979,59122,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,46,79.5,23,0.002824,3.209000111,0.960400045,TL,0.960400045,57885,
elongated,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,sealei,882,,,,0.00207,3.210000038,,TL,0.5,3678,3670
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,foetens,2719,8,44,61,0.0029,3.210000038,0.992999971,TL,0.992999971,83872,83872
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,26.29999924,57.59999847,13,0.003,3.210000038,0.981000006,TL,0.981000006,59105,59105
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,26.29999924,57.59999847,13,0.003,3.210000038,0.981000006,TL,0.981000006,59105,59105
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,9,44.20000076,792,0.0038,3.210000038,0.987999976,TL,0.987999976,86712,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,9,44.20000076,,0.0038,3.210000038,0.987999976,TL,0.987999976,86712,
elongated,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,2501,,,75,0.004,3.210000038,0.980100036,TL,0.980100036,36300,36300
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,4.5,14.5,1477,0.00351,3.210999966,0.998000026,TL,0.998000026,91174,91174
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,845,24,52.5,48,0.0015,3.211199999,0.965109766,TL,0.965109766,57057,
elongated,Actinopterygii,Gadiformes,Gadidae,Micromesistius,poutassou,31,10,31,4452,0.00326,3.211999893,0.990024984,TL,0.990024984,42455,27050
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,tumbil,6479,,,,0.00467,3.211999893,,FL,0.5,42814,3677
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,nebulosa,8119,8,18.5,11,0.00577,3.213749886,0.992015958,FL,0.992015958,55787,55787
elongated,Actinopterygii,Siluriformes,Clariidae,Clarias,gariepinus,1934,16.5,44.29999924,19,0.0032,3.213999987,0.940900028,FL,0.940900028,57989,
elongated,Actinopterygii,Perciformes,Tripterygiidae,Forsterygion,lapillum,12940,2.200000048,6.599999905,82,0.00417,3.213999987,0.992015958,TL,0.992015958,27207,27207
elongated,Actinopterygii,Perciformes,Gempylidae,Nealotus,tripes,3907,,,,0.00192,3.21600008,,TL,0.5,55926,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,25,73.5,58,0.002471,3.21600008,0.980100036,TL,0.980100036,57885,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,5,56,633,0.00329,3.21600008,0.952966392,FL,0.952966392,42455,27054
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,gracilis,4534,5.099999905,18.60000038,17,0.0047,3.21600008,0.992015958,TL,0.992015958,26849,26849
elongated,Actinopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,balanorum,46703,2.420000076,5.190000057,32,0.0063,3.217000008,0.976143956,TL,0.976143956,59088,59088
elongated,Actinopterygii,Gadiformes,Moridae,Lepidion,schmidti,23148,27.89999962,68.30000305,128,0.00459,3.217999935,0.990024984,TL,0.990024984,52469,52469
elongated,Actinopterygii,Perciformes,Gempylidae,Rexea,solandri,8490,,,,0.0034,3.220000029,,FL,0.5,9072,12159
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,,,,0.00591,3.220000029,0.970225036,FL,0.970225036,50929,50929
elongated,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,taenia,6378,4.099999905,9.899999619,,0.00439,3.221999884,0.990024984,TL,0.990024984,52107,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,marinii,925,3.5,11.5,28,0.00294,3.223999977,0.982080996,TL,0.982080996,39376,39376
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,37.5,73.69999695,39,0.002558,3.226000071,0.91584903,TL,0.91584903,57885,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,7.900000095,14.5,346,0.0034,3.229000092,0.972000003,TL,0.972000003,91174,91174
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,australis,322,,,,0.00275,3.230000019,,TL,0.5,9072,12163
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,transmontanus,2594,54,263,5222,0.00285,3.230000019,,FL,0.7,34045,34045
elongated,Actinopterygii,Perciformes,Labridae,Labroides,dimidiatus,5459,4.5,11.30000019,36,0.00585,3.23093009,0.962361038,FL,0.962361038,55787,55787
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,4,44,376,0.00341,3.232000113,,TL,0.7,42455,33916
elongated,Actinopterygii,Gadiformes,Macrouridae,Nezumia,sclerorhynchus,3105,9.600000381,27.29999924,80,0.0009,3.23300004,0.846400023,TL,0.846400023,50427,
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Parachondrostoma,miegii,62725,6.400000095,21.29999924,87,0.0055,3.23300004,0.990024984,TL,0.990024984,71904,71904
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,australis,322,35,123,1626,0.00249,3.233999968,0.978121042,TL,0.978121042,51624,51624
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,4,48,1542,0.00326,3.233999968,0.932962835,TL,0.932962835,42455,27045
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,1326,0.0035,3.234400034,,TL,0.6,32232,32232
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,graellsii,46094,4.400000095,53,70,0.006,3.236999989,0.988036036,TL,0.988036036,55769,55769
elongated,Elasmobranchii,Squaliformes,Dalatiidae,Squaliolus,laticaudus,705,,,,0.00181,3.24000001,,TL,0.5,55926,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,41.59999847,77.40000153,54,0.002094,3.243000031,0.954528987,TL,0.954528987,57885,
elongated,Actinopterygii,Siluriformes,Claroteidae,Parauchenoglanis,monkei,9355,12.39999962,18,170,0.0052,3.244999886,0.900601029,TL,0.900601029,11363,11363
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,4265,0.00175,3.246999979,0.980100036,TL,0.980100036,52328,
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,,,32,0.00267,3.246999979,,TL,0.6,54183,78571
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,4996,83,132,25,0.0012,3.247999907,0.98299998,TL,0.98299998,89108,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,29.5,79.19999695,52,0.002259,3.249000072,0.970225036,TL,0.970225036,57885,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,22.10000038,91,204,0.002394,3.249000072,0.970225036,TL,0.970225036,57885,
elongated,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,2501,32,84,58,0.0033,3.249000072,,TL,0.7,268,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,3108,0.0034,3.249000072,,TL,0.6,32232,
elongated,Elasmobranchii,Carcharhiniformes,Pseudotriakidae,Gollum,attenuatus,5921,44,109,72,0.00488,3.249000072,0.900601029,TL,0.900601029,6893,6893
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,4996,38.29999924,97.5,35,0.0011,3.25,0.970000029,TL,0.970000029,57058,57058
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,foetens,2719,16,26,12,0.00348,3.25,,FL,0.7,11824,12035
elongated,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides,lewisi,1459,,,92,0.00363,3.25,0.990024984,FL,0.990024984,4385,4385
elongated,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,vardarensis,46526,3.5,8.899999619,43,0.0042,3.25,0.910000026,TL,0.910000026,59105,59105
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,,,,0.00587,3.25,0.958440959,FL,0.958440959,50929,50929
elongated,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini,912,,,49,0.00135,3.252000093,,TL,0.6,13713,13713
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,foetens,2719,9.800000191,35.90000153,65,0.00265,3.252000093,0.994000018,TL,0.994000018,40728,40728
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,3037,0.0033,3.253999949,,TL,0.6,32232,
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,baerii,4683,23,142,,0.0015,3.256299973,0.99520582,TL,0.99520582,56502,
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,845,10.5,50.90000153,637,0.0012,3.25999999,0.99000001,TL,0.99000001,57058,57058
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,3.900000095,9.399999619,1936,0.00558,3.25999999,0.970225036,FL,0.970225036,59098,59098
elongated,Actinopterygii,Gadiformes,Macrouridae,Lepidorhynchus,denticulatus,8483,18.5,54.29999924,481,0.00084,3.260900021,0.970225036,TL,0.970225036,52469,52469
elongated,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,uyato,655,46,99.5,40,0.0017,3.260999918,0.980000019,TL,0.980000019,89108,
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Parachondrostoma,miegii,62725,2.5,23.29999924,93,0.0043,3.262000084,0.988036036,TL,0.988036036,55769,55769
elongated,Actinopterygii,Gadiformes,Gadidae,Micromesistius,australis,320,25.29999924,53,525,0.00237,3.265000105,0.978121042,FL,0.978121042,52469,52469
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,sturio,2066,54,266,3,0.00104,3.26699996,1,TL,1,52101,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,35.79999924,83.59999847,106,0.002259,3.267999887,0.944783986,TL,0.944783986,57885,
elongated,Actinopterygii,Characiformes,Hepsetidae,Hepsetus,odoe,4530,10.5,36,871,0.003225,3.268069983,0.973932147,TL,0.973932147,57961,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,8,50,138,0.00372,3.269000053,,TL,0.7,42455,33916
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,picudilla,1237,,,,0.00158,3.269999981,,FL,0.5,11824,8895
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,20.5,41.59999847,69,0.0034,3.269999981,0.903999984,FL,0.903999984,74705,90277
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,labrosus,55988,18.39999962,31.5,12,0.0038,3.269999981,0.986999989,TL,0.986999989,89110,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,,,,0.00254,3.270999908,,FL,0.5,3672,921
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,1791,0.00186,3.273000002,0.921599984,TL,0.921599984,52328,
elongated,Actinopterygii,Perciformes,Istiophoridae,Makaira,nigricans,216,140,369,3260,0.002002,3.273000002,0.919681013,FL,0.919681013,2886,2886
elongated,Actinopterygii,Perciformes,Trichiuridae,Lepturacanthus,savala,8314,,,,0.000255,3.273999929,,TL,0.5,32969,32969
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,82.59999847,176,43,0.0016,3.275000095,0.977999985,FL,0.977999985,55642,55642
elongated,Actinopterygii,Osmeriformes,Retropinnidae,Prototroctes,maraena,6199,9.5,24,1117,0.00272,3.276000023,0.976143956,FL,0.976143956,34135,34135
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,564,0.0032,3.27850008,,TL,0.6,32232,
elongated,Actinopterygii,Gadiformes,Macrouridae,Malacocephalus,laevis,4989,18.70000076,47.5,82,0.00075,3.279999971,0.705599964,TL,0.705599964,50427,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,9.300000191,44.20000076,197,0.0031,3.279999971,0.987999976,TL,0.987999976,86317,
elongated,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,agassizi,1808,9.100000381,17.70000076,39,0.0032,3.279999971,0.982080996,TL,0.982080996,26178,26178
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,4,46,284,0.00381,3.279999971,0.946923614,FL,0.946923614,42455,27054
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,737,0.0031,3.280900002,,TL,0.6,32232,32232
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,graellsii,46094,8,16.79999924,18,0.005,3.282999992,0.986048937,TL,0.986048937,71904,71904
elongated,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,spathula,174,43.20000076,119.4000015,,0.00109,3.28399992,,TL,0.7,3672,3755
elongated,Actinopterygii,Esociformes,Esocidae,Esox,masquinongy,2711,,,40,0.00321,3.285000086,,FL,0.6,3672,3860
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,36.5,98,34,0.002032,3.286999941,0.990024984,TL,0.990024984,57885,
elongated,Actinopterygii,Gadiformes,Bregmacerotidae,Bregmaceros,atlanticus,3100,5.949999809,7.599999905,16,0.0032,3.289000034,0.829999983,TL,0.829999983,86727,86727
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,469,0.0031,3.289799929,,TL,0.6,32232,
elongated,Actinopterygii,Perciformes,Echeneidae,Echeneis,naucrates,2467,14,88,177,0.00102,3.289999962,0.950625062,TL,0.950625062,26587,26587
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,tumbil,6479,,,3654,0.003,3.289999962,,TL,0.6,52110,52110
elongated,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,fitzroyensis,869,75,135,109,0.00142,3.292000055,0.960400045,TL,0.960400045,7205,7205
elongated,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,uyato,655,46,99.5,20,0.0015,3.292000055,0.99000001,TL,0.99000001,89108,
elongated,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,granulosus,648,33.5,107,173,0.0015,3.292999983,0.888999999,TL,0.888999999,89108,
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,,,,0.00303,3.29399991,,FL,0.5,54183,78571
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,lacunosus,1303,6.5,13,49,0.00636,3.297519922,0.937023997,FL,0.937023997,55787,55787
elongated,Actinopterygii,Beloniformes,Belonidae,Strongylura,urvillii,14497,29,73.5,28,0.000594,3.298000097,0.982080996,FL,0.982080996,26587,26587
elongated,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,zygaena,917,,,,0.00142,3.299999952,,TL,0.5,3678,3670
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,variegatus,5398,5,21.5,20,0.00268,3.299999952,0.988036036,FL,0.988036036,5525,5525
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,undosquamis,1055,5,31,465,0.003,3.299999952,0.952576041,TL,0.952576041,42053,42053
