OpCode	PointIndex	Filename	Frame	Time	PeriodTime	ImageCol	ImageRow	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Period	Attribute9	Attribute10
NCB624	211	NCB624_R19.avi	21208	14.13867	12.18267	894.29437	759.13886	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	212	NCB624_R19.avi	21208	14.13867	12.18267	529.13386	774.25188	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	213	NCB624_R19.avi	21580	14.38667	12.43067	640.77529	681.24865	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	214	NCB624_R19.avi	21580	14.38667	12.43067	948.95215	833.54144	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	215	NCB624_R19.avi	21580	14.38667	12.43067	1758.35251	975.37137	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	216	NCB624_R19.avi	22329	14.886	12.93	380.27862	797.50269	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	217	NCB624_R19.avi	22329	14.886	12.93	1248.98849	969.55867	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	218	NCB624_R19.avi	22329	14.886	12.93	1167.58328	778.90205	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	219	NCB624_R19.avi	22329	14.886	12.93	1650.19988	868.41765	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	220	NCB624_R19.avi	24059	16.03933	14.08333	967.55906	740.53821	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	221	NCB624_R19.avi	24059	16.03933	14.08333	809.40036	608.00861	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	222	NCB624_R19.avi	25468	16.97867	15.02267	1141.99879	526.63079	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	223	NCB624_R19.avi	25468	16.97867	15.02267	1230.38159	819.59096	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	224	NCB624_R19.avi	25468	16.97867	15.02267	461.68383	1003.27234	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	225	NCB624_R19.avi	25468	16.97867	15.02267	468.66142	739.37567	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	226	NCB624_R19.avi	25468	16.97867	15.02267	279.10357	649.86006	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	227	NCB624_R19.avi	26853	17.902	15.946	1339.69715	674.27341	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	228	NCB624_R19.avi	26853	17.902	15.946	1103.62205	803.31539	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	229	NCB624_R19.avi	26853	17.902	15.946	950.11508	730.07535	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	230	NCB624_R19.avi	26853	17.902	15.946	833.82193	714.96233	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	231	NCB624_R19.avi	26853	17.902	15.946	711.71411	759.13886	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	232	NCB624_R19.avi	26886	17.924	15.968	1668.80678	676.59849	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	233	NCB624_R19.avi	26886	17.924	15.968	1154.79104	647.53498	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	234	NCB624_R19.avi	26886	17.924	15.968	993.14355	699.8493	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	235	NCB624_R19.avi	26886	17.924	15.968	781.49001	727.75027	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	236	NCB624_R19.avi	26886	17.924	15.968	676.82617	800.99031	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	237	NCB624_R19.avi	26886	17.924	15.968	141.87765	844.00431	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	238	NCB624_R19.avi	28649	19.09933	17.14333	565.18474	687.06136	Scaridae	Chlorurus	microrhinos	37386020	1	AD	Passing	NA	Analysis	NA	NA
NCB624	239	NCB624_R19.avi	28861	19.24067	17.28467	65.12417	896.31862	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	NA	Analysis	NA	NA
NCB624	240	NCB624_R19.avi	28861	19.24067	17.28467	279.10357	847.49193	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	NA	Analysis	NA	NA
NCB624	241	NCB624_R19.avi	29301	19.534	17.578	1368.77044	367.36276	Scaridae	Scarus	sp3	NA	1	AD	Passing	NA	Analysis	NA	NA
NCB624	242	NCB624_R19.avi	29317	19.54467	17.58867	1229.21866	402.23897	Scaridae	Scarus	sp3	NA	1	AD	Passing	NA	Analysis	NA	NA
NCB624	243	NCB624_R19.avi	29317	19.54467	17.58867	1708.34646	251.10872	Scaridae	Scarus	sp3	NA	1	AD	Passing	NA	Analysis	NA	NA
NCB624	244	NCB624_R19.avi	30062	20.04133	18.08533	1114.08843	327.83638	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing	NA	Analysis	NA	NA
NCB624	245	NCB624_R19.avi	30062	20.04133	18.08533	1516.46275	13.95048	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing	NA	Analysis	NA	NA
NCB624	246	NCB624_R19.avi	30072	20.048	18.092	812.88916	219.72013	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	247	NCB624_R19.avi	30072	20.048	18.092	890.80557	532.44349	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	248	NCB624_R19.avi	30072	20.048	18.092	907.08661	352.24973	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	249	NCB624_R19.avi	30072	20.048	18.092	1131.5324	427.81485	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	250	NCB624_R19.avi	30072	20.048	18.092	1116.41429	403.40151	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	251	NCB624_R19.avi	30072	20.048	18.092	1173.39794	387.12594	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	252	NCB624_R19.avi	30072	20.048	18.092	1245.4997	411.53929	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	253	NCB624_R19.avi	30072	20.048	18.092	1425.75409	317.37352	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	254	NCB624_R19.avi	30072	20.048	18.092	1468.78256	204.6071	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	255	NCB624_R19.avi	30072	20.048	18.092	1212.93761	41.85145	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	256	NCB624_R19.avi	30072	20.048	18.092	1482.73773	430.13994	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	257	NCB624_R19.avi	30072	20.048	18.092	1515.29982	351.08719	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	258	NCB624_R19.avi	30072	20.048	18.092	1694.39128	571.96986	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	259	NCB624_R19.avi	30072	20.048	18.092	1702.5318	628.93434	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	260	NCB624_R19.avi	30072	20.048	18.092	1700.20594	451.06566	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	261	NCB624_R19.avi	30072	20.048	18.092	1723.46457	410.37675	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	262	NCB624_R19.avi	30072	20.048	18.092	1825.80254	640.55974	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	263	NCB624_R19.avi	30127	20.08467	18.12867	1597.86796	524.30571	Ginglymostomatidae	Nebrius	ferrugineus	37013010	1	AD	Passing	NA	Analysis	NA	NA
NCB624	264	NCB624_R19.avi	32404	21.60267	19.64667	414.00363	862.60495	Labridae	Bodianus	bilunulatus	37384054	1	AD	Passing	NA	Analysis	NA	NA
NCB624	265	NCB624_R19.avi	32404	21.60267	19.64667	1445.52392	610.33369	Labridae	Bodianus	bilunulatus	37384054	1	AD	Passing	NA	Analysis	NA	NA
NCB624	266	NCB624_R19.avi	32462	21.64133	19.68533	140.71472	635.90958	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	267	NCB624_R19.avi	32462	21.64133	19.68533	380.27862	705.662	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	268	NCB624_R19.avi	32462	21.64133	19.68533	634.96063	804.47793	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	269	NCB624_R19.avi	32462	21.64133	19.68533	693.10721	778.90205	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	270	NCB624_R19.avi	32462	21.64133	19.68533	784.9788	675.43595	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	271	NCB624_R19.avi	32462	21.64133	19.68533	1885.11205	764.95156	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	272	NCB624_R19.avi	32462	21.64133	19.68533	1392.02907	688.2239	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	273	NCB624_R19.avi	34674	23.116	21.16	531.45972	119.74166	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	274	NCB624_R19.avi	34674	23.116	21.16	617.51666	410.37675	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	275	NCB624_R19.avi	34674	23.116	21.16	857.08056	397.58881	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	276	NCB624_R19.avi	34674	23.116	21.16	869.8728	328.99892	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	277	NCB624_R19.avi	34813	23.20867	21.25267	1315.27559	807.96555	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	278	NCB624_R19.avi	34813	23.20867	21.25267	1109.43671	943.98278	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	279	NCB624_R19.avi	34813	23.20867	21.25267	1121.06602	826.5662	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	280	NCB624_R19.avi	34813	23.20867	21.25267	985.00303	757.97632	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	281	NCB624_R19.avi	34813	23.20867	21.25267	950.11508	673.11087	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	282	NCB624_R19.avi	34813	23.20867	21.25267	818.70382	748.676	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	283	NCB624_R19.avi	34813	23.20867	21.25267	603.56148	639.3972	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	284	NCB624_R19.avi	34813	23.20867	21.25267	651.24167	939.33262	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	285	NCB624_R19.avi	34978	23.31867	21.36267	224.44579	719.61249	Pomacanthidae	Pomacanthus	sexstriatus	37365010	1	AD	Passing	NA	Analysis	NA	NA
NCB624	286	NCB624_R19.avi	35070	23.38	21.424	1446.68686	644.04736	Labridae	Bodianus	bilunulatus	37384054	1	AD	Passing	NA	Analysis	NA	NA
NCB624	287	NCB624_R19.avi	35070	23.38	21.424	358.18292	824.24112	Labridae	Bodianus	bilunulatus	37384054	1	AD	Passing	NA	Analysis	NA	NA
NCB624	288	NCB624_R19.avi	35532	23.688	21.732	1408.31012	569.64478	Balistidae	Sufflamen	fraenatum	37465014	1	AD	Passing	NA	Analysis	NA	NA
NCB624	289	NCB624_R19.avi	35532	23.688	21.732	1549.02483	534.76857	Balistidae	Sufflamen	fraenatum	37465014	1	AD	Passing	NA	Analysis	NA	NA
NCB624	290	NCB624_R19.avi	36067	24.04467	22.08867	566.34767	731.23789	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	291	NCB624_R19.avi	36067	24.04467	22.08867	893.13144	492.91712	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	292	NCB624_R19.avi	36067	24.04467	22.08867	1116.41429	654.51023	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	Analysis	NA	NA
NCB624	293	NCB624_R19.avi	36303	24.202	22.246	939.6487	859.11733	Balistidae	Sufflamen	fraenatum	37465014	1	AD	Feeding	NA	Analysis	NA	NA
NCB624	294	NCB624_R19.avi	36720	24.48	22.524	855.91763	587.08288	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing	NA	Analysis	NA	NA
NCB624	295	NCB624_R19.avi	37385	24.92333	22.96733	1048.96426	675.43595	Pomacanthidae	Pomacanthus	semicirculatus	37365080	1	AD	Passing	NA	Analysis	NA	NA
NCB624	296	NCB624_R19.avi	37968	25.312	23.356	58.14658	134.85468	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	297	NCB624_R19.avi	37968	25.312	23.356	17.44397	387.12594	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	298	NCB624_R19.avi	37968	25.312	23.356	130.24833	413.86437	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	299	NCB624_R19.avi	37968	25.312	23.356	182.58025	417.35199	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	300	NCB624_R19.avi	37968	25.312	23.356	232.58631	296.44779	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	301	NCB624_R19.avi	37968	25.312	23.356	275.61478	305.74812	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	302	NCB624_R19.avi	37968	25.312	23.356	208.16475	263.89666	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	303	NCB624_R19.avi	37968	25.312	23.356	53.49485	225.53283	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	304	NCB624_R19.avi	37968	25.312	23.356	452.38038	270.87191	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	305	NCB624_R19.avi	37968	25.312	23.356	762.8831	324.34876	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	306	NCB624_R19.avi	37968	25.312	23.356	708.22532	191.81916	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	307	NCB624_R19.avi	37968	25.312	23.356	736.13568	166.24327	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	308	NCB624_R19.avi	37968	25.312	23.356	509.36402	245.29602	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	309	NCB624_R19.avi	37968	25.312	23.356	397.72259	188.33154	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	310	NCB624_R19.avi	37968	25.312	23.356	414.00363	160.43057	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	311	NCB624_R19.avi	37968	25.312	23.356	368.6493	144.15501	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	312	NCB624_R19.avi	37968	25.312	23.356	312.82859	159.26803	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	313	NCB624_R19.avi	37968	25.312	23.356	544.25197	60.4521	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	314	NCB624_R19.avi	37968	25.312	23.356	605.88734	133.69214	Carangidae	Alepes	vari	37337067	1	AD	Passing	NA	Analysis	NA	NA
NCB624	315	NCB624_R19.avi	38756	25.83733	23.88133	329.10963	703.33692	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	Analysis	NA	NA
NCB624	316	NCB624_R19.avi	38756	25.83733	23.88133	589.6063	683.57374	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	Analysis	NA	NA
NCB624	317	NCB624_R19.avi	38756	25.83733	23.88133	1060.59358	614.98385	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	Analysis	NA	NA
NCB624	318	NCB624_R19.avi	39136	26.09067	24.13467	312.82859	719.61249	Scaridae	Scarus	sp3	NA	1	AD	Passing	NA	Analysis	NA	NA
NCB624	319	NCB624_R19.avi	39136	26.09067	24.13467	332.59843	764.95156	Scaridae	Scarus	sp3	NA	1	AD	Passing	NA	Analysis	NA	NA
NCB624	320	NCB624_R19.avi	40144	26.76267	24.80667	465.17262	730.07535	Pomacanthidae	Pomacanthus	sexstriatus	37365010	1	AD	Passing	NA	Analysis	NA	NA
NCB624	321	NCB624_R19.avi	43594	29.06267	27.10667	1444.36099	735.88805	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	322	NCB624_R19.avi	43594	29.06267	27.10667	1204.79709	789.36491	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	323	NCB624_R19.avi	43594	29.06267	27.10667	1124.55482	641.72228	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	324	NCB624_R19.avi	43594	29.06267	27.10667	1022.21684	559.18192	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	325	NCB624_R19.avi	43594	29.06267	27.10667	891.9685	588.24543	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	326	NCB624_R19.avi	43594	29.06267	27.10667	619.84252	592.89559	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	327	NCB624_R19.avi	43594	29.06267	27.10667	765.20896	707.98708	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	328	NCB624_R19.avi	43594	29.06267	27.10667	519.83041	790.52745	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	329	NCB624_R19.avi	43594	29.06267	27.10667	257.00787	546.39397	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	330	NCB624_R19.avi	43594	29.06267	27.10667	62.7983	892.831	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	331	NCB624_R19.avi	44616	29.744	27.788	1258.29194	940.49516	Mullidae	Parupeneus	cyclostomus	37355025	1	AD	Passing	NA	Analysis	NA	NA
NCB624	332	NCB624_R19.avi	48195	32.13	30.174	1036.17202	560.34446	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	333	NCB624_R19.avi	48195	32.13	30.174	837.31072	573.1324	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	334	NCB624_R19.avi	48195	32.13	30.174	1378.07389	776.57696	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	335	NCB624_R19.avi	48195	32.13	30.174	1708.34646	887.0183	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	336	NCB624_R19.avi	48195	32.13	30.174	1611.82314	973.04629	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	337	NCB624_R19.avi	48195	32.13	30.174	1813.0103	830.05382	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	338	NCB624_R19.avi	48493	32.32867	30.37267	1831.6172	685.89882	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	339	NCB624_R19.avi	48493	32.32867	30.37267	1758.35251	759.13886	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	340	NCB624_R19.avi	48493	32.32867	30.37267	1616.47486	988.15931	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	341	NCB624_R19.avi	48493	32.32867	30.37267	591.93216	1010.24758	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	342	NCB624_R19.avi	48493	32.32867	30.37267	765.20896	551.04413	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	343	NCB624_R19.avi	48493	32.32867	30.37267	908.24955	326.67384	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	344	NCB624_R19.avi	48493	32.32867	30.37267	1290.85403	831.21636	Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing	NA	Analysis	NA	NA
NCB624	345	NCB624_R19.avi	49144	32.76267	30.80667	1423.42823	726.58773	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing	NA	Analysis	NA	NA
NCB624	346	NCB624_R19.avi	49144	32.76267	30.80667	1889.76378	714.96233	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing	NA	Analysis	NA	NA
NCB624	347	NCB624_R19.avi	49970	33.31333	31.35733	1662.99213	413.86437	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	348	NCB624_R19.avi	49970	33.31333	31.35733	1242.0109	657.99785	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	349	NCB624_R19.avi	49970	33.31333	31.35733	1390.86614	799.82777	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	350	NCB624_R19.avi	49970	33.31333	31.35733	980.3513	928.86975	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	351	NCB624_R19.avi	49970	33.31333	31.35733	900.10902	687.06136	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	352	NCB624_R19.avi	49970	33.31333	31.35733	796.60812	642.88482	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	353	NCB624_R19.avi	49970	33.31333	31.35733	821.02968	756.81378	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	354	NCB624_R19.avi	49970	33.31333	31.35733	423.30709	820.7535	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	355	NCB624_R19.avi	49970	33.31333	31.35733	546.57783	839.35414	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	356	NCB624_R19.avi	49970	33.31333	31.35733	417.49243	601.03337	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	357	NCB624_R19.avi	49970	33.31333	31.35733	95.36039	576.62002	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	358	NCB624_R19.avi	49973	33.31533	31.35933	1680.4361	426.65231	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	359	NCB624_R19.avi	49973	33.31533	31.35933	1265.26953	608.00861	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	360	NCB624_R19.avi	49973	33.31533	31.35933	1567.63174	813.77826	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	361	NCB624_R19.avi	49973	33.31533	31.35933	1045.47547	986.99677	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	362	NCB624_R19.avi	49973	33.31533	31.35933	934.99697	784.71475	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	363	NCB624_R19.avi	49973	33.31533	31.35933	886.15385	733.56297	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	364	NCB624_R19.avi	49973	33.31533	31.35933	871.03574	639.3972	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	365	NCB624_R19.avi	49973	33.31533	31.35933	825.68141	673.11087	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	366	NCB624_R19.avi	49973	33.31533	31.35933	437.26227	612.65877	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	367	NCB624_R19.avi	49973	33.31533	31.35933	402.37432	777.7395	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	368	NCB624_R19.avi	49973	33.31533	31.35933	37.21381	567.3197	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
NCB624	369	NCB624_R19.avi	49973	33.31533	31.35933	554.71835	839.35414	Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing	NA	Analysis	NA	NA
