Sample,Family,Genus,Species,Count,Others,Comment,Cams,Filename,Time_MaxN(mins),sp_Code,TapeReader,Has_Fed,CampaignID
WP_031,Dasyatidae,Bathytoshia,brevicaudata,1,NA,Lights,31,20210524_WP_031_Rig7_7L (4).MP4,56.4831,37035001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Gerreidae,Parequula,melbournensis,1,NA,Lights,31,20210524_WP_031_Rig7_7L (1).MP4,13.048,37349001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Heterodontidae,Heterodontus,portusjacksoni,1,NA,Lights,31,20210524_WP_031_Rig7_7L (1).MP4,11.3274,37007001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Monacanthidae,Thamnaconus,degeni,1,NA,Lights,31,20210524_WP_031_Rig7_7L (3).MP4,40.7257,37465037,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_031,Mullidae,Upeneichthys,vlamingii,1,NA,Lights,31,20210524_WP_031_Rig7_7L (1).MP4,5.5372,37355029,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Neosebastidae,Neosebastes,scorpaenoides,4,NA,Lights,31,20210524_WP_031_Rig7_7L (2).MP4,18.8021,37287005,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_031,Octopodidae,Octopus,spp.,1,NA,Lights,31,20210524_WP_031_Rig7_7L (1).MP4,12.7978,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Pinguipedidae,Parapercis,allporti,1,NA,Lights,31,20210524_WP_031_Rig7_7L (1).MP4,4.4394,37390001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Platycephalidae,Platycephalus,bassensis,2,NA,Lights,31,20210524_WP_031_Rig7_7L (2).MP4,14.6741,37296003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Scyliorhinidae,Cephaloscyllium,laticeps,2,NA,Lights,31,20210524_WP_031_Rig7_7L (2).MP4,26.8635,37015001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Triakidae,Mustelus,antarcticus,1,NA,Lights,31,20210524_WP_031_Rig7_7L (3).MP4,46.844,37017001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Trygonorrhinidae,Trygonorrhina,dumerilii,1,NA,Lights,31,20210524_WP_031_Rig7_7L (2).MP4,17.0331,37027011,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_031,Urolophidae,Urolophidae,spp.,1,NA,Lights,31,20210524_WP_031_Rig7_7L (1).MP4,9.6858,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_032,Gerreidae,Parequula,melbournensis,4,NA,NA,32,20210523_WP_032_Rig4_4L (4).MP4,48.7988,37349001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_032,Heterodontidae,Heterodontus,portusjacksoni,1,NA,NA,32,20210523_WP_032_Rig4_4L (2).MP4,29.6096,37007001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_032,Neosebastidae,Neosebastes,scorpaenoides,2,NA,NA,32,20210523_WP_032_Rig4_4L (3).MP4,31.2657,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_032,Platycephalidae,Platycephalus,aurimaculatus,1,NA,NA,32,20210523_WP_032_Rig4_4L (2).MP4,27.7305,37296035,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_032,Platycephalidae,Platycephalus,bassensis,3,NA,NA,32,20210523_WP_032_Rig4_4L (3).MP4,31.7779,37296003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_032,Scyliorhinidae,Cephaloscyllium,laticeps,1,NA,NA,32,20210523_WP_032_Rig4_4L (4).MP4,48.7988,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_032,Triakidae,Mustelus,antarcticus,3,NA,NA,32,20210523_WP_032_Rig4_4L (3).MP4,36.8279,37017001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_032,Trygonorrhinidae,Trygonorrhina,dumerilii,1,NA,NA,32,20210523_WP_032_Rig4_4L (2).MP4,27.5559,37027011,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_037,Cheilodactylidae,Nemadactylus,macropterus,1,NA,NA,37,20210523_WP_037_Rig7_7L (4).MP4,56.15,37377003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_037,Gerreidae,Parequula,melbournensis,4,NA,NA,37,20210523_WP_037_Rig7_7L (2).MP4,25.6184,37349001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_037,Monacanthidae,Meuschenia,freycineti,1,NA,NA,37,20210523_WP_037_Rig7_7L (2).MP4,23.0325,37465036,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_037,Neosebastidae,Neosebastes,scorpaenoides,1,NA,NA,37,20210523_WP_037_Rig7_7L (2).MP4,26.878,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_037,Pinguipedidae,Parapercis,ramsayi,2,NA,NA,37,20210523_WP_037_Rig7_7L (1).MP4,10.8675,37390002,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_037,Platycephalidae,Platycephalus,bassensis,2,NA,NA,37,20210523_WP_037_Rig7_7L (3).MP4,32.6176,37296003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_037,Scyliorhinidae,Cephaloscyllium,laticeps,1,NA,NA,37,20210523_WP_037_Rig7_7L (2).MP4,21.7328,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_037,Trygonorrhinidae,Trygonorrhina,dumerilii,1,NA,NA,37,20210523_WP_037_Rig7_7L (3).MP4,40.3492,37027011,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_037,Urolophidae,Urolophus,cruciatus,1,NA,NA,37,20210523_WP_037_Rig7_7L (3).MP4,31.4236,37038002,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_038,Carangidae,Trachurus,novaezelandiae,2,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (2).MP4,23.8333,37337003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_038,Heterodontidae,Heterodontus,portusjacksoni,1,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (4).MP4,50.8297,37007001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_038,Hexanchidae,Notorynchus,cepedianus,1,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (2).MP4,21.5087,37005002,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_038,Monacanthidae,Thamnaconus,degeni,2,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (4).MP4,54.614,37465037,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_038,Neosebastidae,Neosebastes,scorpaenoides,4,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (3).MP4,48.5874,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_038,Octopodidae,Octopus,spp.,1,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (2).MP4,19.8565,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_038,Platycephalidae,Platycephalus,bassensis,1,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (3).MP4,35.4132,37296003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_038,Rajidae,Dentiraja,lemprieri,1,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (3).MP4,37.0437,37031007,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_038,Scyliorhinidae,Cephaloscyllium,laticeps,2,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (4).MP4,56.5231,37015001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_038,Triakidae,Mustelus,antarcticus,2,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (2).MP4,30.9114,37017001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_038,Urolophidae,Urolophidae,spp.,1,NA,"Lights, jellyfish present",38,20210524_WP_038_Rig9_9L (2).MP4,20.124,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_044,Gerreidae,Parequula,melbournensis,1,NA,Lights,44,20210524_WP_044_Rig10_10L (1).MP4,11.5654,37349001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_044,Monacanthidae,Meuschenia,scaber,3,NA,Lights,44,20210524_WP_044_Rig10_10L (2).MP4,21.4726,37465005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_044,Monacanthidae,Thamnaconus,degeni,1,NA,Lights,44,20210524_WP_044_Rig10_10L (1).MP4,10.7329,37465037,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_044,Mullidae,Upeneichthys,vlamingii,1,NA,Lights,44,20210524_WP_044_Rig10_10L (2).MP4,28.553,37355029,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_044,Neosebastidae,Neosebastes,scorpaenoides,1,NA,Lights,44,20210524_WP_044_Rig10_10L (3).MP4,34.8198,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_044,Serranidae,Caesioperca,spp.,20,NA,Lights,44,20210524_WP_044_Rig10_10L (1).MP4,6.7957,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_044,Triakidae,Mustelus,antarcticus,1,NA,Lights,44,20210524_WP_044_Rig10_10L (3).MP4,48.7303,37017001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_045,Cheilodactylidae,Nemadactylus,macropterus,1,NA,NA,45,20210521_WP_045_Rig5_5L (2).MP4,23.5285,37377003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_045,Labridae,Notolabrus,tetricus,4,NA,NA,45,20210521_WP_045_Rig5_5L (1).MP4,9.4005,37384003,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_045,Labridae,Ophthalmolepis,lineolatus,1,NA,NA,45,20210521_WP_045_Rig5_5L (2).MP4,22.4141,37384040,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_045,Labridae,Pictilabrus,laticlavius,1,NA,NA,45,20210521_WP_045_Rig5_5L (1).MP4,10.2997,37384020,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_045,Labridae,Pseudolabrus,rubicundus,8,NA,NA,45,20210521_WP_045_Rig5_5L (1).MP4,4.7431,37384023,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_045,Monacanthidae,Acanthaluteres,vittiger,1,NA,NA,45,20210521_WP_045_Rig5_5L (1).MP4,0.9354,37465002,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_045,Monacanthidae,Meuschenia,freycineti,5,NA,NA,45,20210521_WP_045_Rig5_5L (2).MP4,24.7514,37465036,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_045,Monacanthidae,Meuschenia,scaber,1,NA,NA,45,20210521_WP_045_Rig5_5L (1).MP4,6.516,37465005,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_045,Monacanthidae,Scobinichthys,granulatus,1,NA,NA,45,20210521_WP_045_Rig5_5L (2).MP4,16.2796,37465007,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_045,Odacidae,Heteroscarus,acroptilus,1,NA,NA,45,20210521_WP_045_Rig5_5L (2).MP4,28.3327,37385010,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_045,Scyliorhinidae,Cephaloscyllium,laticeps,3,NA,NA,45,20210521_WP_045_Rig5_5L (2).MP4,29.3844,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_045,Serranidae,Caesioperca,spp.,31,NA,NA,45,20210521_WP_045_Rig5_5L (1).MP4,2.8084,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Aulopidae,Latropiscis,purpurissatus,1,NA,NA,48,20210522_WP_048_Rig10_10L (1).MP4,7.4152,37117001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Cheilodactylidae,Cheilodactylus,nigripes,1,NA,NA,48,20210522_WP_048_Rig10_10L (1).MP4,3.5886,37377001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Cheilodactylidae,Nemadactylus,macropterus,8,NA,NA,48,20210522_WP_048_Rig10_10L (4).MP4,51.8423,37377003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Cheilodactylidae,Nemadactylus,valenciennesi,1,NA,NA,48,20210522_WP_048_Rig10_10L (4).MP4,52.8461,37377004,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Gerreidae,Parequula,melbournensis,3,NA,NA,48,20210522_WP_048_Rig10_10L (1).MP4,7.6905,37349001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Heterodontidae,Heterodontus,portusjacksoni,1,NA,NA,48,20210522_WP_048_Rig10_10L (2).MP4,26.8618,37007001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Labridae,Notolabrus,tetricus,2,NA,NA,48,20210522_WP_048_Rig10_10L (1).MP4,6.6294,37384003,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_048,Labridae,Pseudolabrus,rubicundus,6,NA,NA,48,20210522_WP_048_Rig10_10L (2).MP4,12.6426,37384023,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_048,Monacanthidae,Acanthaluteres,vittiger,1,NA,NA,48,20210522_WP_048_Rig10_10L (2).MP4,19.6079,37465002,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Monacanthidae,Eubalichthys,gunnii,2,NA,NA,48,20210522_WP_048_Rig10_10L (3).MP4,29.9399,37465034,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Monacanthidae,Meuschenia,freycineti,1,NA,NA,48,20210522_WP_048_Rig10_10L (1).MP4,1.3469,37465036,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Monacanthidae,Meuschenia,scaber,2,NA,NA,48,20210522_WP_048_Rig10_10L (3).MP4,30.0039,37465005,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_048,Moridae,Pseudophycis,spp.,1,NA,NA,48,20210522_WP_048_Rig10_10L (1).MP4,2.8834,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Mullidae,Upeneichthys,vlamingii,2,NA,NA,48,20210522_WP_048_Rig10_10L (2).MP4,19.5434,37355029,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Neosebastidae,Neosebastes,scorpaenoides,1,NA,NA,48,20210522_WP_048_Rig10_10L (1).MP4,0.1818,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Scyliorhinidae,Cephaloscyllium,laticeps,1,NA,NA,48,20210522_WP_048_Rig10_10L (3).MP4,43.4879,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_048,Serranidae,Caesioperca,spp.,14,NA,NA,48,20210522_WP_048_Rig10_10L (2).MP4,26.6983,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_048,Sparidae,Chrysophrys,auratus,1,NA,NA,48,20210522_WP_048_Rig10_10L (4).MP4,51.5198,37353001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Aulopidae,Latropiscis,purpurissatus,1,NA,NA,50,20210522_WP_050_Rig1_1L (1).MP4,2.5103,37117001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Cheilodactylidae,Cheilodactylus,nigripes,2,NA,NA,50,20210522_WP_050_Rig1_1L (4).MP4,50.4676,37377001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Cheilodactylidae,Nemadactylus,macropterus,1,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,23.0502,37377003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Gerreidae,Parequula,melbournensis,2,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,14.2526,37349001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Labridae,Notolabrus,tetricus,4,NA,NA,50,20210522_WP_050_Rig1_1L (4).MP4,54.1741,37384003,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Labridae,Ophthalmolepis,lineolatus,1,NA,NA,50,20210522_WP_050_Rig1_1L (1).MP4,12.488,37384040,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Labridae,Pseudolabrus,rubicundus,4,NA,NA,50,20210522_WP_050_Rig1_1L (1).MP4,9.2743,37384023,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Monacanthidae,Acanthaluteres,vittiger,1,NA,NA,50,20210522_WP_050_Rig1_1L (1).MP4,3.2204,37465002,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Monacanthidae,Eubalichthys,gunnii,1,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,21.3319,37465034,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Monacanthidae,Meuschenia,freycineti,2,NA,NA,50,20210522_WP_050_Rig1_1L (4).MP4,55.5194,37465036,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Monacanthidae,Meuschenia,scaber,2,NA,NA,50,20210522_WP_050_Rig1_1L (1).MP4,12.9407,37465005,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Monacanthidae,Meuschenia,venusta,1,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,19.3065,37465060,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Monacanthidae,Thamnaconus,degeni,1,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,20.1529,37465037,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Moridae,Pseudophycis,spp.,1,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,16.1517,NA,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Neosebastidae,Neosebastes,scorpaenoides,1,NA,NA,50,20210522_WP_050_Rig1_1L (3).MP4,39.8676,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Scyliorhinidae,Cephaloscyllium,laticeps,2,NA,NA,50,20210522_WP_050_Rig1_1L (3).MP4,40.3659,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Serranidae,Caesioperca,spp.,81,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,26.0254,NA,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_050,Sparidae,Chrysophrys,auratus,1,NA,NA,50,20210522_WP_050_Rig1_1L (2).MP4,15.7257,37353001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_050,Urolophidae,Urolophus,cruciatus,1,NA,NA,50,20210522_WP_050_Rig1_1L (1).MP4,11.7401,37038002,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Cheilodactylidae,Nemadactylus,macropterus,6,NA,No measurements,51,20210522_WP_051_Rig10_10L (1).MP4,8.5908,37377003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Cyttidae,Cyttus,australis,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (2).MP4,32.9157,37264002,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Heterodontidae,Heterodontus,portusjacksoni,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (3).MP4,37.0826,37007001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_051,Labridae,Notolabrus,tetricus,5,NA,No measurements,51,20210522_WP_051_Rig10_10L (1).MP4,4.3532,37384003,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_051,Labridae,Ophthalmolepis,lineolatus,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (1).MP4,3.3166,37384040,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Labridae,Pseudolabrus,rubicundus,3,NA,No measurements,51,20210522_WP_051_Rig10_10L (3).MP4,48.2082,37384023,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Monacanthidae,Eubalichthys,gunnii,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (1).MP4,1.3697,37465034,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Monacanthidae,Meuschenia,freycineti,3,NA,No measurements,51,20210522_WP_051_Rig10_10L (3).MP4,47.6287,37465036,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_051,Monacanthidae,Meuschenia,scaber,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (2).MP4,31.1133,37465005,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_051,Moridae,Pseudophycis,spp.,9,NA,No measurements,51,20210522_WP_051_Rig10_10L (1).MP4,3.429,NA,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_051,Mullidae,Upeneichthys,vlamingii,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (3).MP4,39.5239,37355029,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Neosebastidae,Neosebastes,scorpaenoides,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (3).MP4,37.6648,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Scyliorhinidae,Cephaloscyllium,laticeps,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (2).MP4,22.6537,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_051,Sebastidae,Helicolenus,percoides,2,NA,No measurements,51,20210522_WP_051_Rig10_10L (1).MP4,1.6489,37287811,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_051,Serranidae,Caesioperca,spp.,41,NA,No measurements,51,20210522_WP_051_Rig10_10L (3).MP4,37.5753,NA,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_051,Serranidae,Hypoplectrodes,annulatus,1,NA,No measurements,51,20210522_WP_051_Rig10_10L (3).MP4,49.3677,37311091,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_052,Carangidae,Pseudocaranx,spp.,1,NA,NA,52,20210521_WP_052_Rig9_9L (2).MP4,18.2677,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_052,Carangidae,Trachurus,novaezelandiae,55,NA,NA,52,20210521_WP_052_Rig9_9L (2).MP4,20.7652,37337003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_052,Dasyatidae,Bathytoshia,brevicaudata,1,NA,NA,52,20210521_WP_052_Rig9_9L (1).MP4,1.8952,37035001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_052,Gerreidae,Parequula,melbournensis,4,NA,NA,52,20210521_WP_052_Rig9_9L (1).MP4,9.009,37349001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_052,Heterodontidae,Heterodontus,portusjacksoni,2,NA,NA,52,20210521_WP_052_Rig9_9L (3).MP4,35.496,37007001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_052,Neosebastidae,Neosebastes,scorpaenoides,1,NA,NA,52,20210521_WP_052_Rig9_9L (3).MP4,42.8228,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_052,Odacidae,Siphonognathus,spp.,2,NA,NA,52,20210521_WP_052_Rig9_9L (1).MP4,1.3697,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_052,Platycephalidae,Platycephalus,bassensis,9,NA,NA,52,20210521_WP_052_Rig9_9L (3).MP4,46.4531,37296003,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_052,Scyliorhinidae,Cephaloscyllium,laticeps,2,NA,NA,52,20210521_WP_052_Rig9_9L (2).MP4,24.3972,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_052,Triakidae,Mustelus,antarcticus,4,NA,NA,52,20210521_WP_052_Rig9_9L (2).MP4,20.1907,37017001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_052,Trygonorrhinidae,Trygonorrhina,dumerilii,1,NA,NA,52,20210521_WP_052_Rig9_9L (2).MP4,19.0501,37027011,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_053,Carangidae,Pseudocaranx,spp.,1,NA,NA,53,20210521_WP_053_Rig4_4L (3).MP4,39.9544,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_053,Carangidae,Trachurus,novaezelandiae,63,NA,NA,53,20210521_WP_053_Rig4_4L (1).MP4,0.8108,37337003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_053,Heterodontidae,Heterodontus,portusjacksoni,3,NA,NA,53,20210521_WP_053_Rig4_4L (2).MP4,33.1542,37007001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_053,Monacanthidae,Thamnaconus,degeni,1,NA,NA,53,20210521_WP_053_Rig4_4L (3).MP4,34.1625,37465037,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_053,Neosebastidae,Neosebastes,scorpaenoides,3,NA,NA,53,20210521_WP_053_Rig4_4L (4).MP4,53.539,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_053,Platycephalidae,Platycephalus,bassensis,15,NA,NA,53,20210521_WP_053_Rig4_4L (4).MP4,55.6867,37296003,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_053,Scyliorhinidae,Cephaloscyllium,laticeps,4,NA,NA,53,20210521_WP_053_Rig4_4L (3).MP4,43.707,37015001,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_053,Trygonorrhinidae,Trygonorrhina,dumerilii,1,NA,NA,53,20210521_WP_053_Rig4_4L (1).MP4,4.0496,37027011,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_053,Urolophidae,Urolophidae,spp.,1,NA,NA,53,20210521_WP_053_Rig4_4L (1).MP4,6.7334,NA,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_054,Cheilodactylidae,Nemadactylus,macropterus,1,NA,NA,54,20210522_WP_054_Rig9_9L (2).MP4,18.7371,37377003,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_054,Gerreidae,Parequula,melbournensis,1,NA,NA,54,20210522_WP_054_Rig9_9L (1).MP4,7.8339,37349001,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_054,Labridae,Notolabrus,tetricus,1,NA,NA,54,20210522_WP_054_Rig9_9L (2).MP4,27.1438,37384003,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_054,Loliginidae,Sepioteuthis,australis,1,NA,NA,54,20210522_WP_054_Rig9_9L (3).MP4,46.6004,23617005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_054,Monacanthidae,Meuschenia,freycineti,1,NA,NA,54,20210522_WP_054_Rig9_9L (4).MP4,54.1941,37465036,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_054,Monacanthidae,Meuschenia,scaber,1,NA,NA,54,20210522_WP_054_Rig9_9L (4).MP4,55.9409,37465005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_054,Monacanthidae,Thamnaconus,degeni,7,NA,NA,54,20210522_WP_054_Rig9_9L (3).MP4,42.3078,37465037,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_054,Moridae,Pseudophycis,spp.,1,NA,NA,54,20210522_WP_054_Rig9_9L (2).MP4,16.8207,NA,Scott Gray,Yes,2021-05-WilsonsProm-BRUVS
WP_054,Mullidae,Upeneichthys,vlamingii,1,NA,NA,54,20210522_WP_054_Rig9_9L (1).MP4,13.7537,37355029,Scott Gray,No,2021-05-WilsonsProm-BRUVS
WP_054,Neosebastidae,Neosebastes,scorpaenoides,2,NA,NA,54,20210522_WP_054_Rig9_9L (2).MP4,22.6059,37287005,Scott Gray,No,2021-05-WilsonsProm-BRUVS
