Sample,Genus,Species,Count,Length,Precision,Range,Family
9DGC3-3,Coris,auricularis,4,73.1273,5.9638,3801.5796,Labridae
9DGC3-3,Coris,auricularis,5,100.9807,8.4935,4117.5957,Labridae
9DGC3-3,Coris,auricularis,6,93.4269,11.1113,3959.9561,Labridae
9DGC3-3,Coris,auricularis,1,79.1137,6.3173,2629.8017,Labridae
9DGC3-3,Coris,auricularis,2,89.252,3.1897,2190.1762,Labridae
9DGC3-3,Coris,auricularis,3,73.1556,2.5652,2697.4835,Labridae
9DGC3-4,Coris,auricularis,1,117.9847,6.6363,2284.773,Labridae
9DGC3-4,Coris,auricularis,2,122.9381,3.3227,3165.1985,Labridae
9DGC3-4,Coris,auricularis,1,84.3217,2.7401,2060.1244,Labridae
9DGC3-4,Coris,auricularis,2,93.522,2.0264,2195.8429,Labridae
9DGC3-4,Coris,auricularis,3,139.1935,7.0517,2262.7865,Labridae
9DGC3-4,Coris,auricularis,4,79.3654,1.8165,2132.1872,Labridae
9DGC3-4,Parma,mccullochi,1,203.6102,5.6373,3241.3912,Pomacentridae
9DGC3-4,Scorpis,georgiana,1,261.7512,5.8269,2726.1687,Scorpididae
9DGC3-5,Coris,auricularis,1,100.4297,5.5434,3360.6953,Labridae
9DGC3-5,Coris,auricularis,1,123.2644,3.0455,2392.0572,Labridae
9DGC3-5,Coris,auricularis,2,129.1495,5.1804,2419.162,Labridae
9DGC3-5,Coris,auricularis,3,105.8867,1.7261,2220.839,Labridae
9DGC3-5,Coris,auricularis,4,66.8606,3.0529,2085.7563,Labridae
9DGC3-5,Coris,auricularis,5,87.2776,3.462,2187.1914,Labridae
9DGC3-5,Pseudocaranx,spp,1,193.306,1.2992,1562.9237,NA
9DGC3-5,Pseudocaranx,spp,2,198.1915,1.366,1754.684,NA
9DGC3-5,Pseudocaranx,spp,3,117.0388,2.1646,1719.666,NA
9DGC3-5,Pseudocaranx,spp,4,133.0872,1.3625,1471.5677,NA
9DGC3-5,Pseudocaranx,spp,5,124.982,3.1484,1683.448,NA
9DGC3-5,Pseudocaranx,spp,6,119.3381,1.462,1563.5976,NA
9DGC3-5,Pseudocaranx,spp,7,117.5172,1.5884,1727.9191,NA
9DGC3-5,Pseudocaranx,spp,1,157.5785,1.3488,1599.6969,NA
9DGC3-5,Pseudocaranx,spp,2,189.5166,1.6123,1697.2969,NA
9DGC3-5,Pseudocaranx,spp,3,118.4292,1.7343,1815.5897,NA
9DGC3-5,Pseudocaranx,spp,4,233.2051,1.2183,1614.0702,NA
9DGC3-6,Coris,auricularis,1,89.618,3.7332,2115.2302,Labridae
9DGC3-6,Coris,auricularis,1,274.6515,9.9367,3762.0822,Labridae
9DGC3-6,Coris,auricularis,1,116.9183,8.7323,2856.4927,Labridae
9DGC3-6,Coris,auricularis,2,125.1392,10.429,2860.5595,Labridae
9DGC3-6,Coris,auricularis,3,126.252,10.0431,2997.1342,Labridae
9DGC3-6,Parma,mccullochi,1,116.1639,9.0545,2867.1642,Pomacentridae
9DGC3-8,Chelmonops,curiosus,1,163.1137,5.336,2397.15,Chaetodontidae
9DGC3-8,Coris,auricularis,1,126.6784,7.1481,3061.1498,Labridae
9DGC3-8,Coris,auricularis,1,228.3547,18.2549,3800.9461,Labridae
9DGC3-8,Coris,auricularis,1,87.683,5.275,2579.3131,Labridae
9DGC3-8,Coris,auricularis,2,85.1878,8.1459,2729.387,Labridae
9DGC3-8,Coris,auricularis,3,74.422,4.1029,2551.2561,Labridae
9DGC3-8,Coris,auricularis,4,66.897,4.4455,2659.4776,Labridae
9DGC3-8,Coris,auricularis,1,115.9787,7.4345,2445.9465,Labridae
9DGC3-8,Coris,auricularis,2,86.587,3.7112,2700.8753,Labridae
9DGC3-8,Coris,auricularis,3,80.8785,4.094,2521.7397,Labridae
9DGC3-8,Coris,auricularis,4,168.4259,14.7359,3733.6913,Labridae
9DGC3-8,Coris,auricularis,5,92.8827,2.7456,2179.9447,Labridae
9DGC3-8,Coris,auricularis,1,91.3565,2.1693,2490.7223,Labridae
9DGC3-8,Coris,auricularis,2,98.7317,8.1737,2531.8757,Labridae
9DGC3-8,Coris,auricularis,3,85.5767,2.8806,2422.9036,Labridae
9DGC3-8,Coris,auricularis,4,97.1131,6.5679,2430.2533,Labridae
9DGC3-8,Coris,auricularis,5,133.6604,7.4125,2515.8352,Labridae
9DGC3-8,Coris,auricularis,6,182.6077,9.0648,2583.4193,Labridae
9DGC3-8,Coris,auricularis,7,76.7184,3.9035,2509.3498,Labridae
9DGC3-8,Coris,auricularis,1,109.5795,8.291,2725.6442,Labridae
9DGC3-8,Coris,auricularis,2,96.3955,8.3446,2728.1362,Labridae
9DGC3-8,Coris,auricularis,3,75.9154,7.7429,2834.2173,Labridae
9DGC3-8,Coris,auricularis,4,71.85,4.3948,2799.768,Labridae
9DGC3-8,Coris,auricularis,5,75.4069,4.8145,2707.9205,Labridae
9DGC3-8,Coris,auricularis,6,83.9041,6.5352,2851.7896,Labridae
9DGC3-9,Coris,auricularis,1,67.0587,5.2258,2266.1267,Labridae
9DGC3-9,Coris,auricularis,2,62.1483,2.4101,2270.5182,Labridae
9DGC3-9,Coris,auricularis,1,130.521,2.6834,2557.7162,Labridae
9DGC3-9,Notolabrus,parilus,1,132.216,11.2728,3253.5262,Labridae
9DGC3-9,Notolabrus,parilus,1,282.5678,4.1111,2354.9505,Labridae
9DGC3-9,Parma,mccullochi,1,166.9328,8.0505,2820.0319,Pomacentridae
9DGC3-9,Scorpis,georgiana,1,240.0824,7.2514,2393.5199,Scorpididae
9DGC4-1,Coris,auricularis,1,141.6077,4.7278,2717.8778,Labridae
9DGC4-1,Coris,auricularis,2,128.4609,4.4384,3338.3019,Labridae
9DGC4-1,Coris,auricularis,3,84.6499,4.1911,3540.2987,Labridae
9DGC4-1,Coris,auricularis,4,197.4885,8.3579,3998.8064,Labridae
9DGC4-1,Coris,auricularis,5,146.2454,4.5541,2957.5336,Labridae
9DGC4-1,Coris,auricularis,1,204.6624,3.7266,3350.652,Labridae
9DGC4-1,Coris,auricularis,2,114.6382,6.1098,2756.7009,Labridae
9DGC4-1,Coris,auricularis,3,161.6748,6.6081,3431.119,Labridae
9DGC4-1,Coris,auricularis,1,212.8272,10.4693,3377.2378,Labridae
9DGC4-1,Coris,auricularis,2,133.2383,2.2845,3592.6644,Labridae
9DGC4-1,Coris,auricularis,3,120.7869,8.4619,2636.691,Labridae
9DGC4-1,Coris,auricularis,4,153.6613,10.0229,2792.9997,Labridae
9DGC4-1,Coris,auricularis,5,76.1727,1.9419,2388.3549,Labridae
9DGC4-1,Coris,auricularis,6,155.898,7.3532,3441.5094,Labridae
9DGC4-1,Coris,auricularis,1,239.5628,7.8761,3480.8431,Labridae
9DGC4-1,Coris,auricularis,2,126.8066,2.4256,2799.4076,Labridae
9DGC4-1,Coris,auricularis,3,174.1539,7.8491,2640.2973,Labridae
9DGC4-1,Coris,auricularis,4,174.038,14.2384,3983.0132,Labridae
9DGC4-1,Coris,auricularis,1,193.9107,10.8885,4213.5174,Labridae
9DGC4-1,Coris,auricularis,2,184.8311,14.2301,4457.3685,Labridae
9DGC4-1,Coris,auricularis,3,199.1685,6.1576,4042.3371,Labridae
9DGC4-1,Coris,auricularis,1,137.9233,2.979,3472.4536,Labridae
9DGC4-1,Coris,auricularis,2,106.2676,2.5198,3721.8789,Labridae
9DGC4-1,Coris,auricularis,3,198.4132,15.4542,3729.3193,Labridae
9DGC4-1,Coris,auricularis,4,108.2511,8.9585,3173.6919,Labridae
9DGC4-1,Coris,auricularis,1,363.7342,21.0187,5227.0029,Labridae
9DGC4-1,Coris,auricularis,1,390.6034,27.0784,4873.1019,Labridae
9DGC4-1,Coris,auricularis,2,149.6255,7.6694,3265.7831,Labridae
9DGC4-1,Coris,auricularis,1,204.252,7.4008,4174.8109,Labridae
9DGC4-1,Coris,auricularis,2,223.7525,4.7061,4267.7632,Labridae
9DGC4-1,Parma,mccullochi,1,144.2649,5.7468,2867.087,Pomacentridae
9DGC4-1,Parma,mccullochi,1,250.3258,17.2854,4039.1237,Pomacentridae
9DGC4-2,Coris,auricularis,1,391.2809,20.8406,5895.6164,Labridae
9DGC4-2,Parma,mccullochi,1,160.3239,11.7351,3416.3778,Pomacentridae
9DGC4-3,Coris,auricularis,1,218.6157,19.9884,4783.3356,Labridae
9DGC4-3,Coris,auricularis,1,108.6743,4.4914,3142.4696,Labridae
9DGC4-3,Coris,auricularis,2,98.5912,1.916,3020.3062,Labridae
9DGC4-3,Coris,auricularis,1,128.4238,4.9153,3385.2636,Labridae
9DGC4-3,Coris,auricularis,2,129.9146,11.9463,3488.6952,Labridae
9DGC4-3,Coris,auricularis,1,132.2553,7.3734,3949.1239,Labridae
9DGC4-3,Coris,auricularis,2,127.8331,6.6579,3987.313,Labridae
9DGC4-3,Girella,zebra,1,338.4201,19.3886,5815.894,Kyphosidae
9DGC4-3,Kyphosus,cornelii,1,344.6855,3.6873,3222.853,Kyphosidae
9DGC4-3,Kyphosus,cornelii,1,388.6391,7.0551,2591.3343,Kyphosidae
9DGC4-3,Parma,mccullochi,1,225.1376,6.8682,2272.5094,Pomacentridae
9DGC4-3,Parma,mccullochi,2,116.058,10.1009,4326.2517,Pomacentridae
9DGC4-3,Scorpis,georgiana,1,218.6791,2.6558,1615.2058,Scorpididae
9DGC4-4,Coris,auricularis,1,123.3575,10.5426,3315.7698,Labridae
9DGC4-4,Coris,auricularis,2,172.7649,17.2454,3659.9331,Labridae
9DGC4-4,Coris,auricularis,3,122.9654,5.704,3561.2075,Labridae
9DGC4-4,Coris,auricularis,1,161.8828,8.1749,3386.7009,Labridae
9DGC4-4,Coris,auricularis,2,97.9425,16.053,4859.1031,Labridae
9DGC4-4,Coris,auricularis,3,139.9669,7.723,3837.1751,Labridae
9DGC4-4,Coris,auricularis,4,117.2016,7.7025,4252.3428,Labridae
9DGC4-4,Coris,auricularis,1,116.73,5.4263,4283.2892,Labridae
9DGC4-4,Coris,auricularis,2,121.415,11.4871,4019.6515,Labridae
9DGC4-4,Coris,auricularis,1,199.7439,7.82,3166.685,Labridae
9DGC4-4,Coris,auricularis,2,149.8204,9.1256,3121.1435,Labridae
9DGC4-4,Coris,auricularis,3,110.7013,3.7678,3329.1036,Labridae
9DGC4-4,Coris,auricularis,4,144.0916,11.9366,3172.2507,Labridae
9DGC4-4,Coris,auricularis,5,163.0329,7.9821,2997.3666,Labridae
9DGC4-4,Coris,auricularis,6,112.2625,7.3725,3376.9339,Labridae
9DGC4-4,Coris,auricularis,7,82.6303,7.5398,3228.2661,Labridae
9DGC4-4,Coris,auricularis,8,102.3305,7.7912,3038.4099,Labridae
9DGC4-4,Coris,auricularis,9,101.6518,6.1522,3251.0725,Labridae
9DGC4-4,Coris,auricularis,10,108.5474,6.4962,3522.1481,Labridae
9DGC4-4,Coris,auricularis,1,117.314,4.8351,2995.9026,Labridae
9DGC4-4,Coris,auricularis,1,155.4753,5.9361,2746.464,Labridae
9DGC4-4,Coris,auricularis,2,136.801,7.4362,2915.4216,Labridae
9DGC4-4,Coris,auricularis,3,104.1856,5.4398,3000.6842,Labridae
9DGC4-4,Coris,auricularis,1,133.4424,7.3389,3729.221,Labridae
9DGC4-4,Coris,auricularis,1,107.0997,7.7824,3114.2659,Labridae
9DGC4-4,Coris,auricularis,2,97.988,7.4034,2980.1719,Labridae
9DGC4-4,Coris,auricularis,3,104.0888,9.5836,3702.709,Labridae
9DGC4-4,Epinephelides,armatus,1,212.9309,2.3433,2374.1115,Serranidae
9DGC4-4,Kyphosus,cornelii,1,419.4757,20.1662,3942.0368,Kyphosidae
9DGC4-4,Notolabrus,parilus,1,178.6244,3.0556,2078.7934,Labridae
9DGC4-4,Parma,mccullochi,1,137.6317,6.26,2212.9637,Pomacentridae
9DGC4-5,Coris,auricularis,1,245.9431,1.0637,1485.5776,Labridae
9DGC4-5,Coris,auricularis,1,223.8957,7.8707,2849.0328,Labridae
9DGC4-5,Ophthalmolepis,lineolatus,1,219.5877,2.9734,2556.5793,Labridae
9DGC4-5,Ophthalmolepis,lineolatus,1,273.4028,6.786,3759.9693,Labridae
9DGC4-5,Scorpis,georgiana,1,204.7546,2.0779,1873.3897,Scorpididae
9DGC4-6,Coris,auricularis,1,286.6514,6.9958,2574.8491,Labridae
9DGC4-7,Coris,auricularis,1,303.2063,14.6207,3900.5441,Labridae
9DGC4-7,Coris,auricularis,1,400.2459,10.5951,3480.2137,Labridae
9DGC4-7,Coris,auricularis,1,97.5087,3.0154,3050.9245,Labridae
9DGC4-7,Coris,auricularis,1,111.6998,6.0309,2641.6543,Labridae
9DGC4-7,Coris,auricularis,2,114.9508,5.9117,2929.1632,Labridae
9DGC4-7,Parma,mccullochi,1,102.2285,1.3186,2097.5925,Pomacentridae
9DGC4-7,Parma,mccullochi,1,90.2258,1.3054,2071.1195,Pomacentridae
9DGC4-7,Pictilabrus,laticlavius,1,120.6515,2.9128,2553.8576,Labridae
9DGC4-7,Scorpis,georgiana,1,312.1759,4.68,2035.7526,Scorpididae
9DGC4-9,Myliobatis,tenuicaudatus,1,477.5935,9.658,4560.359,Myliobatidae
9DGC4-9,Parma,mccullochi,1,198.8859,3.1792,3342.0921,Pomacentridae
9DGR1-1,Austrolabrus,maculatus,1,114.608,3.923,1999.3415,Labridae
9DGR1-1,Coris,auricularis,1,299.9394,2.886,2178.7235,Labridae
9DGR1-1,Coris,auricularis,1,307.7158,1.3748,1592.7276,Labridae
9DGR1-10,Anoplocapros,lenticularis,1,153.6513,1.1025,1736.7086,Aracanidae
9DGR1-10,Coris,auricularis,1,233.0945,3.8736,3279.4,Labridae
9DGR1-10,Coris,auricularis,2,237.9144,2.0809,2490.3471,Labridae
9DGR1-10,Coris,auricularis,3,236.119,3.5871,2764.9812,Labridae
9DGR1-10,Coris,auricularis,4,205.3913,4.2606,3366.3956,Labridae
9DGR1-10,Coris,auricularis,5,152.7051,3.5903,3036.8801,Labridae
9DGR1-10,Coris,auricularis,1,207.1527,8.9903,2962.6487,Labridae
9DGR1-10,Coris,auricularis,1,272.2576,3.4688,2617.8399,Labridae
9DGR1-10,Coris,auricularis,1,302.4949,3.3758,2992.5521,Labridae
9DGR1-10,Coris,auricularis,1,202.0817,9.9528,3301.8412,Labridae
9DGR1-11,Coris,auricularis,1,251.0205,5.3031,2125.4731,Labridae
9DGR1-11,Coris,auricularis,1,260.2745,7.8518,2696.0403,Labridae
9DGR1-11,Coris,auricularis,1,155.2533,2.9676,2480.6546,Labridae
9DGR1-11,Coris,auricularis,2,146.9542,4.3223,2499.8492,Labridae
9DGR1-11,Coris,auricularis,3,233.3687,2.5889,3052.4343,Labridae
9DGR1-11,Coris,auricularis,4,231.46,2.9221,2405.5176,Labridae
9DGR1-11,Coris,auricularis,5,164.7326,6.1102,2646.3453,Labridae
9DGR1-11,Coris,auricularis,6,272.6026,13.5618,3531.7806,Labridae
9DGR1-11,Coris,auricularis,7,151.2333,3.1546,3177.8882,Labridae
9DGR1-11,Coris,auricularis,8,192.7276,7.1019,3322.5424,Labridae
9DGR1-11,Parupeneus,spilurus,1,178.5827,7.9951,3144.7046,Mullidae
9DGR1-11,Pseudocaranx,spp,1,198.1795,3.8125,2043.4236,NA
9DGR1-11,Pseudocaranx,spp,2,131.4547,1.5127,2027.8516,NA
9DGR1-11,Pseudocaranx,spp,1,121.1165,1.631,1976.1962,NA
9DGR1-12,Coris,auricularis,1,57.8474,2.5675,2112.8026,Labridae
9DGR1-12,Coris,auricularis,2,91.8883,2.95,2561.4861,Labridae
9DGR1-12,Coris,auricularis,3,76.2144,5.4629,2629.4718,Labridae
9DGR1-12,Coris,auricularis,1,90.9434,3.9524,2297.4257,Labridae
9DGR1-12,Coris,auricularis,2,100.9208,4.9861,2482.3801,Labridae
9DGR1-12,Coris,auricularis,3,75.3952,5.6956,2421.9871,Labridae
9DGR1-12,Coris,auricularis,4,97.9336,6.4073,2546.6502,Labridae
9DGR1-12,Coris,auricularis,5,101.6196,5.7426,2536.7338,Labridae
9DGR1-12,Coris,auricularis,6,91.4855,2.0209,2501.2797,Labridae
9DGR1-12,Coris,auricularis,7,93.7879,3.803,2524.4266,Labridae
9DGR1-12,Coris,auricularis,8,69.9322,3.6205,2460.7069,Labridae
9DGR1-12,Coris,auricularis,9,61.7579,5.5273,2635.4867,Labridae
9DGR1-12,Coris,auricularis,10,91.9921,1.7642,2506.9184,Labridae
9DGR1-12,Coris,auricularis,11,77.2461,2.5368,2610.1154,Labridae
9DGR1-12,Coris,auricularis,12,70.6596,1.8129,2238.1795,Labridae
9DGR1-12,Coris,auricularis,13,116.4579,2.7238,2353.7171,Labridae
9DGR1-12,Coris,auricularis,14,121.5786,3.2571,2204.8945,Labridae
9DGR1-12,Coris,auricularis,15,111.0498,2.5981,2218.7664,Labridae
9DGR1-12,Coris,auricularis,16,113.5537,5.2526,2485.4438,Labridae
9DGR1-12,Coris,auricularis,17,98.0684,2.8497,2578.9075,Labridae
9DGR1-12,Coris,auricularis,18,75.5245,2.3805,2485.1513,Labridae
9DGR1-12,Coris,auricularis,19,96.6422,5.6969,2558.7233,Labridae
9DGR1-12,Coris,auricularis,20,93.9545,2.6717,2653.4971,Labridae
9DGR1-12,Coris,auricularis,21,83.7812,1.6532,2480.1768,Labridae
9DGR1-12,Coris,auricularis,22,74.4345,5.0591,2596.6857,Labridae
9DGR1-12,Coris,auricularis,23,88.5656,2.4998,2240.8293,Labridae
9DGR1-12,Coris,auricularis,1,305.1071,5.0441,2438.6998,Labridae
9DGR1-12,Coris,auricularis,1,69.6442,1.5934,2271.6013,Labridae
9DGR1-12,Coris,auricularis,1,176.5245,3.5271,2769.8466,Labridae
9DGR1-12,Coris,auricularis,2,95.1459,4.8975,2733.3083,Labridae
9DGR1-12,Coris,auricularis,3,86.5345,2.928,2640.0591,Labridae
9DGR1-12,Coris,auricularis,4,85.9356,2.8376,2718.1534,Labridae
9DGR1-12,Coris,auricularis,5,83.779,4.028,2774.6872,Labridae
9DGR1-12,Coris,auricularis,6,94.9535,2.1615,2698.5794,Labridae
9DGR1-12,Coris,auricularis,7,70.711,3.7442,2789.622,Labridae
9DGR1-12,Coris,auricularis,8,105.1084,2.4779,2529.1844,Labridae
9DGR1-12,Coris,auricularis,9,81.7844,3.1726,2679.1559,Labridae
9DGR1-12,Coris,auricularis,10,81.1578,4.6369,2799.6392,Labridae
9DGR1-12,Coris,auricularis,11,70.2345,6.6716,2947.0088,Labridae
9DGR1-12,Coris,auricularis,12,81.2658,5.8607,2933.4375,Labridae
9DGR1-12,Coris,auricularis,13,108.1226,5.4289,3241.6612,Labridae
9DGR1-12,Pseudocaranx,spp,1,196.4458,8.9556,2850.3725,NA
9DGR1-12,Pseudocaranx,spp,2,213.6388,8.4533,2936.4717,NA
9DGR1-12,Pseudocaranx,spp,3,183.0942,14.7858,3679.3377,NA
9DGR1-12,Pseudocaranx,spp,1,265.032,8.8797,2520.5297,NA
9DGR1-12,Pseudocaranx,spp,1,251.4057,16.5126,3800.5957,NA
9DGR1-12,Pseudocaranx,spp,1,162.3643,3.0052,2193.5905,NA
9DGR1-12,Pseudocaranx,spp,2,249.4328,14.184,3517.4114,NA
9DGR1-12,Pseudocaranx,spp,1,222.719,11.7458,3061.5178,NA
9DGR1-12,Pseudocaranx,spp,2,280.5817,10.4224,2871.984,NA
9DGR1-12,Pseudocaranx,spp,3,190.3364,1.8793,1923.5264,NA
9DGR1-12,Pseudocaranx,spp,4,205.6971,2.1674,1816.9098,NA
9DGR1-12,Pseudocaranx,spp,5,240.8789,2.8861,1759.3845,NA
9DGR1-12,Scorpis,georgiana,1,237.5077,1.8917,1623.428,Scorpididae
9DGR1-12,Upeneichthys,vlamingii,1,74.236,1.5302,2234.6965,Mullidae
9DGR1-2,Coris,auricularis,1,78.6204,1.8151,1601.8629,Labridae
9DGR1-2,Coris,auricularis,1,51.1034,3.1029,1910.0509,Labridae
9DGR1-2,Parma,mccullochi,1,210.2689,6.0968,2347.3303,Pomacentridae
9DGR1-2,Pseudolabrus,biserialis,1,187.9065,4.3782,1933.6285,Labridae
9DGR1-2,Pseudolabrus,biserialis,1,186.4864,4.878,2046.262,Labridae
9DGR1-3,Austrolabrus,maculatus,1,170.0932,2.3116,2030.8307,Labridae
9DGR1-3,Coris,auricularis,1,79.2812,2.2246,1968.1768,Labridae
9DGR1-3,Coris,auricularis,1,197.2988,1.5588,1993.097,Labridae
9DGR1-3,Coris,auricularis,1,178.2744,1.2668,1835.1427,Labridae
9DGR1-3,Coris,auricularis,1,182.9731,5.1187,2172.3263,Labridae
9DGR1-3,Coris,auricularis,2,127.0591,2.1354,2429.2506,Labridae
9DGR1-3,Coris,auricularis,1,161.4035,2.7788,1996.379,Labridae
9DGR1-3,Coris,auricularis,1,299.1793,3.2263,3760.4532,Labridae
9DGR1-3,Coris,auricularis,1,225.593,8.5309,3207.4809,Labridae
9DGR1-3,Coris,auricularis,1,227.4003,6.6313,3619.6198,Labridae
9DGR1-3,Pseudolabrus,biserialis,1,102.7191,2.4893,2008.6702,Labridae
9DGR1-3,Pseudolabrus,biserialis,1,160.5319,3.2219,2594.3921,Labridae
9DGR1-4,Coris,auricularis,1,176.3558,4.0377,1811.8549,Labridae
9DGR1-4,Coris,auricularis,1,102.2331,5.3061,2901.1149,Labridae
9DGR1-4,Coris,auricularis,2,112.8304,2.5765,3039.6201,Labridae
9DGR1-4,Coris,auricularis,1,227.8229,2.6097,2995.0016,Labridae
9DGR1-4,Coris,auricularis,1,244.6712,4.5257,2484.0733,Labridae
9DGR1-4,Coris,auricularis,1,234.9239,3.3462,3753.5135,Labridae
9DGR1-4,Coris,auricularis,1,185.0891,10.2768,3151.4898,Labridae
9DGR1-4,Coris,auricularis,2,169.6374,9.7361,2956.8177,Labridae
9DGR1-4,Coris,auricularis,3,180.6681,3.4688,2359.8677,Labridae
9DGR1-4,Coris,auricularis,4,153.9742,6.2641,2189.7569,Labridae
9DGR1-4,Coris,auricularis,5,133.5022,6.9787,2281.2221,Labridae
9DGR1-4,Parma,mccullochi,1,145.3596,2.3202,3095.8502,Pomacentridae
9DGR1-4,Scorpis,georgiana,1,356.6681,5.075,3080.0293,Scorpididae
9DGR1-5,Austrolabrus,maculatus,1,133.981,5.3054,2219.0099,Labridae
9DGR1-5,Coris,auricularis,1,237.084,3.2227,2495.0228,Labridae
9DGR1-5,Coris,auricularis,2,144.3463,5.0577,2438.5035,Labridae
9DGR1-5,Pseudolabrus,biserialis,1,170.599,0.9962,1448.8101,Labridae
9DGR1-5,Scorpis,georgiana,1,296.0935,6.8033,2410.8473,Scorpididae
9DGR1-5,Scorpis,georgiana,1,330.6525,3.7325,1981.9034,Scorpididae
9DGR1-5,Scorpis,georgiana,2,340.1633,5.5987,2440.4638,Scorpididae
9DGR1-7,Neatypus,obliquus,1,160.1157,1.5428,1515.7546,Scorpididae
9DGR1-7,Neatypus,obliquus,1,109.8734,1.2547,1552.8955,Scorpididae
9DGR1-7,Neatypus,obliquus,1,131.2135,3.0405,1717.2752,Scorpididae
9DGR1-7,Neatypus,obliquus,1,111.5527,4.7787,1969.4012,Scorpididae
9DGR1-7,Pseudolabrus,biserialis,1,164.6921,1.7762,1808.0662,Labridae
9DGR1-7,Pseudolabrus,biserialis,1,100.1946,4.3203,2090.5122,Labridae
9DGR1-8,Austrolabrus,maculatus,1,114.3741,2.5691,1867.9307,Labridae
9DGR1-8,Coris,auricularis,1,261.8076,4.0842,2631.9971,Labridae
9DGR1-8,Coris,auricularis,2,196.6007,5.0435,3738.2139,Labridae
9DGR1-8,Coris,auricularis,1,226.9926,4.7533,2480.5068,Labridae
9DGR1-8,Coris,auricularis,2,207.9676,4.4621,2189.1232,Labridae
9DGR1-8,Coris,auricularis,3,265.4576,5.0456,2368.0623,Labridae
9DGR1-8,Coris,auricularis,1,245.1767,2.2296,2313.0736,Labridae
9DGR1-8,Coris,auricularis,2,189.8228,4.5349,2949.9574,Labridae
9DGR1-8,Coris,auricularis,3,188.1264,2.773,3152.0204,Labridae
9DGR1-8,Coris,auricularis,1,88.7237,1.1604,1422.0778,Labridae
9DGR1-8,Enoplosus,armatus,1,123.7918,2.7757,1836.3624,Enoplosidae
9DGR1-8,Pseudolabrus,biserialis,1,173.9152,4.2983,2342.0185,Labridae
9DGR1-8,Pseudolabrus,biserialis,1,167.8105,2.7486,2230.3788,Labridae
9DGR1-8,Pseudolabrus,biserialis,1,72.1896,1.4949,1732.8354,Labridae
9DGR1-8,Pseudolabrus,biserialis,1,161.3747,1.0231,1470.7855,Labridae
9DGR1-8,Upeneichthys,vlamingii,1,187.9903,1.5646,1792.1103,Mullidae
9DGR1-8,Upeneichthys,vlamingii,1,187.1687,2.0243,1785.6396,Mullidae
9DGR1-9,Coris,auricularis,1,242.277,10.6718,3244.4179,Labridae
9DGR1-9,Pomacentrus,milleri,1,109.6289,1.1461,1479.6843,Pomacentridae
9DGR1-9,Upeneichthys,vlamingii,1,108.7512,3.5878,1857.8242,Mullidae
9DGR2-1,Coris,auricularis,1,325.4559,7.5988,3166.0491,Labridae
9DGR2-1,Coris,auricularis,1,243.1719,2.972,1838.6716,Labridae
9DGR2-1,Coris,auricularis,1,326.3537,2.0993,2734.425,Labridae
9DGR2-10,Enoplosus,armatus,1,156.9113,4.0259,2395.6165,Enoplosidae
9DGR2-10,Parma,mccullochi,1,199.5344,1.5976,1613.7873,Pomacentridae
9DGR2-10,Parma,mccullochi,1,156.3826,7.7071,5207.8804,Pomacentridae
9DGR2-10,Parma,mccullochi,2,148.4141,18.1253,4424.0496,Pomacentridae
9DGR2-10,Parma,mccullochi,1,155.0458,6.2347,2656.663,Pomacentridae
9DGR2-10,Pseudocaranx,spp,1,146.6507,4.6641,3348.9942,NA
9DGR2-10,Pseudolabrus,biserialis,1,191.527,4.6981,2256.7611,Labridae
9DGR2-10,Schuettea,woodwardi,1,134.4925,9.4522,3297.6912,Monodactylidae
9DGR2-10,Schuettea,woodwardi,2,144.2538,13.1192,3572.4418,Monodactylidae
9DGR2-10,Schuettea,woodwardi,3,127.4161,7.203,3275.6053,Monodactylidae
9DGR2-10,Schuettea,woodwardi,4,163.9812,4.2572,3221.2815,Monodactylidae
9DGR2-10,Schuettea,woodwardi,5,170.6955,13.4092,3410.0161,Monodactylidae
9DGR2-10,Schuettea,woodwardi,6,154.441,12.4673,3328.1185,Monodactylidae
9DGR2-10,Schuettea,woodwardi,7,147.0649,4.8285,3608.785,Monodactylidae
9DGR2-10,Schuettea,woodwardi,8,162.8591,5.9182,3813.7954,Monodactylidae
9DGR2-10,Schuettea,woodwardi,9,147.5521,9.7423,3528.6086,Monodactylidae
9DGR2-10,Schuettea,woodwardi,10,155.6501,11.4948,3930.9757,Monodactylidae
9DGR2-10,Schuettea,woodwardi,11,141.5105,3.8093,3480.7527,Monodactylidae
9DGR2-11,Coris,auricularis,1,93.6435,4.8447,2245.7164,Labridae
9DGR2-11,Coris,auricularis,1,66.6091,3.1306,2640.6139,Labridae
9DGR2-11,Parupeneus,spilurus,1,178.3283,7.5065,3190.1971,Mullidae
9DGR2-11,Pseudolabrus,biserialis,1,118.8125,9.3177,3080.2641,Labridae
9DGR2-11,Pseudolabrus,biserialis,1,162.8541,7.6628,2627.4244,Labridae
9DGR2-2,Parma,mccullochi,1,152.9456,6.7241,3212.1569,Pomacentridae
9DGR2-2,Parma,mccullochi,1,156.6753,7.5137,2522.2643,Pomacentridae
9DGR2-2,Scorpis,georgiana,1,296.2502,6.7071,2575.3723,Scorpididae
9DGR2-3,Austrolabrus,maculatus,1,116.11,3.2118,2557.1676,Labridae
9DGR2-3,Coris,auricularis,1,98.9266,3.302,2099.6547,Labridae
