FAMILY	GENUS	SPECIES	CAAB CODE
Spondylidae	Spondylus	sinensis	23272026
Volutidae	Amoria	diamantina	24207023
Chromodorididae	Ceratosoma	tenue	24432003
Newtoniellidae	Ataxocerithium	eximium	24186002
Scyllaridae	Ibacus	pubescens	28821002
Limnoriidae	Limnoria	glaucinosa	28224005
Ampeliscidae	Ampelisca	toora	28525011
Paramelitidae	Uroctena	westralis	28435018
Pasiphaeidae	Pasiphaea	notosivado	28745007
Lymnaeidae	Lymnaea	stagnalis	24490004
Portunidae	Lissocarcinus	polybiodes	28911050
Leucosiidae	Urnalana	margaritata	28876056
Gnathiidae	Gnathia	camponotus	28202025
Xanthidae	Novactaea	modesta	28920041
Xanthidae	Hepatoporus	guinotae	28920091
Alpheidae	Betaeus	australis	28765110
Aethridae	Aethra	scruposa	28893002
Glacidorbidae	Glacidorbis	catomus	24495005
Potamididae	Terebralia	semistriata	24083008
Fissurellidae	Rimula	exquisita	24040051
Dexaminidae	Guernea	unchalka	28517008
Ancistrocheiridae	Ancistrocheirus	lesueuri	23621008
Terebridae	Duplicaria	tricincta	24221082
Limopsidae	Limopsis	torresi	23230017
Gynodiastylidae	Jennidayus	makrokolosus	28099007
Mysidae	Siriella	distinguenda	28086126
Palaemonidae	Periclimenaeus	arabicus	28756101
Columbellidae	Mitrella	leucostoma	24203031
Columbellidae	Pseudamycla	dermestoidea	24203043
Nassariidae	Nassarius	pauperatus	24202007
Nymphonidae	Nymphon	proximum	33010022
Triphoridae	Nototriphora	regina	24185069
Hyriidae	Lortiella	opertanea	23288019
Epitoniidae	Epitonium	pindasum	24191037
Ophiuridae	Ophiura	crassa	25176052
Haploniscidae	Haploniscus	helgei	28319001
Eriopisidae	Nedsia	urifimbriata	28540008
Portunidae	Caphyra	curtipes	28911044
Naticidae	Polinices	albumen	24165007
Turbinidae	Turbo	militaris	24045002
Metapseudidae	Metapseudes	wilsoni	28109004
Olividae	Oliva	mustelina	24208050
Montacutidae	Montacuta	jervisensis	23315050
Galeommatidae	Austrodevonia	sharnae	23315069
Cymothoidae	Glossobius	anctus	28223051
Exoedicerotidae	Exoediceros	fossor	28454003
Sphaeromatidae	Cercosphaera	wirritin	28226028
Asteriidae	Pseudechinaster	rubens	25154036
Mactromyidae	Bathycorbis	percostata	23309002
Phtisicidae	Dodecas	decacentrum	28593001
Crangonidae	Lissosabinea	lynseyae	28781020
Mysidae	Katerythrops	oceanae	28086042
Trischizostomatidae	Trischizostoma	crosnieri	28412002
Ovulidae	Crenavolva	traillii	24156036
Condylocardiidae	Warrana	westralis	23326065
Octopodidae	Ameloctopus	litoralis	23659007
Epitoniidae	Alexania	moerchi	24191051
Sphaeromatidae	Haswellia	intermedia	28226097
Leucosiidae	Leucisca	levigena	28876031
Eulimidae	Fusceulima	jacksonensis	24195032
Myochamidae	Myadora	pandoriformis	23422012
Condylocardiidae	Austrocardiella	trifoliata	23326015
Condylocardiidae	Cuna	cuneata	23326022
Cirolanidae	Natatolana	tenuistylis	28220001
Cirolanidae	Metacirolana	rugosa	28220018
Neoniphargidae	Neocrypta	georginae	28436017
Lasaeidae	Lepton	subrostratum	23315047
Nephropidae	Nephropsis	sulcata	28786012
Bodotriidae	Leptocuma	pulleini	28091020
Kelliidae	Marikellia	solida	23315030
Condylocardiidae	Condylocardia	notoaustralis	23326001
Sphaeriidae	Pisidium	carum	23376006
Condukiidae	Condukius	karkan	28409001
Mysidae	Mysidella	sulcata	28086035
Enoplometopidae	Enoplometopus	occidentalis	28788002
Portunidae	Xiphonectes	rugosus	28911070
Ovulidae	Cuspivolva	renovata	24156032
Asteriidae	Sclerasterias	mollis	25154038
Phoxocephalidae	Japara	papporus	28401058
Cypraeidae	Purpuradusta	microdon	24155076
Cerithiidae	Clypeomorus	subbrevicula	24076040
Gnathiidae	Gnathia	masca	28202051
Cypraeidae	Staphylaea	staphylaea	24155087
Stenothoidae	Chucullba	warea	28470004
Stenothoidae	Mesoproboloides	cruxlorraina	28470006
Ischnochitonidae	Ischnochiton	adelaidensis	23115017
Arcturidae	Neastacilla	tharnardi	28281026
Alpheidae	Alpheus	splendidus	28765080
Parapaguridae	Paragiopagurus	boletifer	28837017
Alpheidae	Athanas	locincertus	28765102
Mitridae	Imbricaria	bacillum	24211095
Turridae	Gemmula	thielei	24220108
Terebridae	Hastula	matheroniana	24221020
Porcellanasteridae	Porcellanaster	ceruleus	25113001
Goniasteridae	Calliderma	emma	25122008
Cardiidae	Maoricardium	pseudolatum	23335020
Hippolytidae	Tozeuma	kimberi	28767037
Terebridae	Punctoterebra	plumbea	24221073
Eatoniellidae	Eatoniella	taylorae	24101022
Rissoidae	Subonoba	turqueti	24108007
Eulimidae	Sticteulima	piperita	24195025
Arcturidae	Amesopous	richardsonae	28281001
Arcturidae	Neastacilla	algensis	28281002
Dendrotionidae	Dendrotion	onychogalea	28314005
Cirolanidae	Natatolana	longispina	28220040
Cirolanidae	Natatolana	laewilla	28220041
Pholadidae	Martesia	striata	23401005
Cirolanidae	Plakolana	obtusa	28220104
Cystiscidae	Cystiscus	obesulus	24210034
Crassatellidae	Salaputium	discus	23330012
Conidae	Conus	mitratus	24222079
Conidae	Conus	tenuistriatus	24222117
Balaenopteridae	Balaenoptera	borealis	41112002
Orbitestellidae	Microdiscula	vanhoeffeni	24226001
Littorinidae	Afrolittorina	praetermissa	24095023
Conidae	Conus	nielsenae	24222086
Marginellidae	Dentimargo	mayii	24210049
Marginellidae	Mesoginella	olivella	24210068
Eulimidae	Trochostilifer	striatus	24195087
Vanikoridae	Vanikoro	cancellata	24131001
Calliostomatidae	Astele	rubiginosa	24047012
Gynodiastylidae	Gynodiastylis	strumosa	28099077
Buccinidae	Prosipho	elongatus	24202047
Gynodiastylidae	Litogynodiastylis	charadra	28099017
Costellariidae	Vexillum	cadaverosum	24213016
Oreasteridae	Anthenea	viguieri	25127019
Ophiotrichidae	Ophiothrix	miles	25192044
Cymothoidae	Cymothoa	vicina	28223042
Phoxocephalidae	Tipimegus	kalkro	28401083
Porcellanidae	Petrolisthes	elongatus	28843023
Xanthidae	Etisus	electra	28920084
Sphaeriidae	Pisidium	aslini	23376011
Epialtidae	Xenocarcinus	depressus	28880059
Nannosquillidae	Austrosquilla	vercoi	28047009
Euphausiidae	Thysanopoda	pectinata	28702032
Dendrotionidae	Dendrotion	petrogale	28314007
Strahlaxiidae	Strahlaxius	plectrorhynchus	28807003
Bodotriidae	Cyclaspis	cretata	28091003
Mysidae	Haplostylus	flagelliforma	28086009
Bodotriidae	Cyclaspis	agrenosculpta	28091013
Physidae	Physella	acuta	24493001
Solenoceridae	Solenocera	rathbuni	28714029
Marginellidae	Alaginella	albino	24210004
Brissidae	Eupatagus	valenciennesii	25306008
Cranchiidae	Liocranchia	reinhardtii	23643011
Phoxocephalidae	Birubius	quearus	28401033
Parastacidae	Euastacus	fleckeri	28795032
Columbellidae	Mokumea	fuscolineata	24203016
Neoniphargidae	Neoniphargus	alpinus	28436006
Tellinidae	Tellina	inflata	23355012
Turbinellidae	Vasum	ceramicum	24201016
Mysidae	Heteromysis	maxima	28086058
Mysidae	Heteromysoides	macrops	28086065
Turbinidae	Turbo	crassus	24045046
Melitidae	Dulichiella	pacifica	28540084
Bodotriidae	Cyclaspis	alveosculpta	28091011
Mopaliidae	Plaxiphora	albida	23117002
Parastacidae	Cherax	davisi	28795060
Fissurellidae	Puncturella	kesteveni	24040046
Tellinidae	Tellina	piratica	23355055
Cirolanidae	Hansenolana	anisopous	28220100
Sphaeromatidae	Diclidocella	yackatoon	28226073
Triphoridae	Eutriphora	armillata	24185006
Nototanaidae	Nototanais	antarcticus	28119002
Columbellidae	Parviterebra	trilineata	24203042
Euphausiidae	Stylocheiron	robustum	28702050
Epitoniidae	Epitonium	marmoratum	24191032
Epitoniidae	Epitonium	sexcostum	24191042
Glacidorbidae	Glacidorbis	bicarinatus	24495004
Hydrobiidae	Posticobia	norfolkensis	24111065
Pomatiopsidae	Coxiella	glabra	24112001
Thraciidae	Thraciopsis	angustata	23410016
Ocypodidae	Austruca	triangularis	28960046
Marginellidae	Mesoginella	gabrieli	24210066
Phtisicidae	Dodecas	hexacentrum	28593003
Turbinellidae	Tudivasum	inerme	24201014
Conidae	Conus	cylindraceus	24222041
Mactridae	Mactra	queenslandica	23345007
Cidaridae	Plococidaris	verticillata	25202020
Hydrobiidae	Austropyrgus	macropus	24111113
Ophionereididae	Ophiochiton	lentus	25179001
Hydrobiidae	Austropyrgus	privus	24111092
Xanthidae	Cymo	deplanatus	28920075
Alpheidae	Alpheus	pachychirus	28765064
Amaryllididae	Amaryllis	kamata	28404005
Amaryllididae	Bamarooka	kimbla	28404018
Liotiidae	Austroliotia	densilineata	24045023
Mysidae	Anisomysis	bifurcata	28086096
Pectinidae	Adamussium	colbecki	23270057
Nassariidae	Nassarius	callospira	24202151
Nassariidae	Nassarius	fraudulentus	24202152
Buccinidae	Engina	zonalis	24202203
Schizasteridae	Abatus	nimrodi	25304013
Lottiidae	Asteracmea	axiaerata	24010026
Nassariidae	Nassarius	olivaceus	24202174
Bogidiellidae	Bogidomma	australis	28535001
Hydrobiidae	Austropyrgus	niger	24111021
Palaemonidae	Conchodytes	monodactylus	28756052
Palaemonidae	Epipontonia	anceps	28756064
Hymenosomatidae	Teramnonotus	johnlucasi	28885008
Porcellanidae	Enosteoides	ornatus	28843006
Conidae	Conus	nucleus	24222088
Conidae	Conus	nussatella	24222089
Conidae	Conus	omaria	24222091
Phocoenidae	Australophocoena	dioptrica	41117001
Austrarcturellidae	Austrarcturella	thetidis	28277015
Alpheidae	Alpheus	williamsi	28765091
Sphaeromatidae	Cerceis	tridentata	28226025
Mysidae	Tenagomysis	bruniensis	28086093
Liljeborgiidae	Liljeborgia	dubia	28510002
Anthuridae	Amakusanthura	melaleuca	28205012
Conidae	Conus	pennaceus	24222095
Palaemonidae	Phycomenes	zostericola	28756240
Ischnochitonidae	Ischnochiton	pilsbryi	23115040
Amphiuridae	Amphiura	acrisia	25191018
Ischnochitonidae	Ischnochiton	wilsoni	23115050
Larocheidae	Larochea	miranda	24039004
Procellariidae	Puffinus	gravis	40041041
Volutidae	Volutoconus	calcarelliformis	24207013
Costellariidae	Vexillum	granosum	24213026
Pilumnidae	Heteropilumnus	trichophoroides	28926090
Terebridae	Myurella	pygmaea	24221027
Eulimidae	Apicalia	echinasteri	24195010
Xanthidae	Actaea	pura	28920035
Terebridae	Myurellopsis	kilburni	24221061
Pallenopsidae	Pallenopsis	villosa	33020009
Gastrochaenidae	Gastrochaena	frondosa	23390001
Borsoniidae	Tomopleura	dilecta	24220070
Fasciolariidae	Nodolatirus	nodatus	24202097
Dairellidae	Dairella	californica	28571001
Paranthuridae	Paranthura	caesia	28206007
Expanathuridae	Expanathura	haddae	28207006
Olividae	Oliva	amethystina	24208044
Epialtidae	Huenia	pacifica	28880052
Mitridae	Roseomitra	rosacea	24211008
Cirolanidae	Natatolana	arrama	28220050
Xanthidae	Hypocolpus	maculatus	28920093
Xanthidae	Paramedaeus	planifrons	28920097
Xanthidae	Liomera	serratipes	28920115
Cancellariidae	Sydaphera	anxifer	24215002
Columbellidae	Antizafra	plexa	24203058
Epitoniidae	Acirsa	antarctica	24191053
Pseudomelatomidae	Inquisitor	flindersianus	24220045
Munidopsidae	Munidopsis	dasypus	28840056
Idoteidae	Pentidotea	australis	28284020
Amphiuridae	Amphiura	magnisquama	25191032
Parastacidae	Euastacus	woiwuru	28795044
Squillidae	Levisquilla	inermis	28051042
Astropectinidae	Psilaster	charcoti	25111025
Eulimidae	Melanella	amabilis	24195018
Goniasteridae	Calliaster	childreni	25122006
Ophiodermatidae	Ophiarachnella	gorgonia	25180009
Pseudomelatomidae	Inquisitor	sterrhus	24220002
Lucinidae	Chavania	striata	23305036
Leucosiidae	Leucosia	anatum	28876009
Temnopleuridae	Salmaciella	oligipora	25241022
Amphiuridae	Amphiura	lymani	25191030
Amphiuridae	Amphiura	stictacantha	25191043
Calyptraeidae	Cheilea	occidua	24135004
Drilliidae	Clavus	undatus	24220044
Volutidae	Nannamoria	amicula	24207040
Costellariidae	Vexillum	speciosum	24213066
Cancellariidae	Brocchinia	exigua	24215018
Mysidae	Amblyops	antarctica	28086141
Horaiclavidae	Vexitomina	metcalfei	24220086
Cancellariidae	Sydaphera	undulata	24215014
Cancellariidae	Trigonostoma	scalare	24215032
Cancellariidae	Scalptia	textilis	24215036
Fasciolariidae	Dolicholatirus	lancea	24202078
Turbinellidae	Vasum	turbinellus	24201017
Cystisomatidae	Cystisoma	latipes	28565005
Conidae	Conus	musicus	24222084
Corbulidae	Corbula	zelandica	23387015
Laomediidae	Laomedia	barronensis	28802002
Alpheidae	Alpheus	sulcatus	28765088
Diogenidae	Calcinus	haigae	28827029
Galeommatidae	Duoconclavis	piscator	23315072
Palaemonidae	Unguicaris	alegrias	28756125
Xanthidae	Macromedaeus	crassimanus	28920019
Diogenidae	Calcinus	seurati	28827038
Pilumnidae	Rhabdonotus	pilipes	28926028
Mitridae	Isara	glabra	24211016
Epialtidae	Hyastenus	diacanthus	28880031
Munididae	Munida	japonica	28840030
Ancinidae	Bathycopea	typhlops	28212001
Aegidae	Aegapheles	umpara	28215028
Gnathiidae	Caecognathia	agwillisi	28202005
Volutidae	Lyria	laseroni	24207054
Volutidae	Notopeplum	annulatum	24207074
Marginellidae	Mesoginella	stilla	24210072
Serolidae	Heteroserolis	tuberculata	28225008
Ovulidae	Pellasimnia	brunneiterma	24156015
Solasteridae	Lophaster	gaini	25136007
Tanaellidae	Arhaphuroides	parabreviremis	28124002
Truncatellidae	Truncatella	scalarina	24114003
Marginellidae	Austroginella	formicula	24210011
Terebridae	Oxymeris	cerithina	24221043
Terebridae	Terebra	quoygaimardi	24221076
Munididae	Munida	asprosoma	28840047
Marginellidae	Alaginella	carinata	24210020
Pilumnidae	Actumnus	elegans	28926035
Processidae	Nikoides	danae	28768002
Glyphocrangonidae	Glyphocrangon	dimorpha	28780013
Lysiosquillidae	Lysiosquilla	colemani	28046001
Lucinidae	Anodontia	ovum	23305046
Nymphonidae	Nymphon	conirostrum	33010007
Alpheidae	Synalpheus	tumidomanus	28765154
Hippolytidae	Hippolyte	caradina	28767018
Gynodiastylidae	Paradicoides	megadactylus	28099049
Lasaeidae	Borniola	lepida	23315032
Eulimidae	Apicalia	angulata	24195008
Sicyoniidae	Sicyonia	australiensis	28715007
Phocidae	Ommatophoca	rossii	41136005
Pteriidae	Pteria	gregata	23236023
Cyamiidae	Cyamiomactra	problematica	23320001
Xenophoridae	Xenophora	pallidula	24145007
Cycloteuthidae	Discoteuthis	laciniosa	23625003
Cucumariidae	Psolidiella	maculosa	25408041
Fissurellidae	Diodora	occidua	24040014
Penaeidae	Metapenaeus	eboracensis	28711025
Amphiuridae	Amphiura	trisacantha	25191044
Amphiuridae	Amphiura	microsoma	25191035
Psolidae	Psolidium	tenue	25404023
Chirostylidae	Uroptychus	politus	28842048
Penaeidae	Funchalia	villosa	28711007
Goniasteridae	Eknomiaster	beccae	25122043
Gynodiastylidae	Gynodiastylis	tubifacturex	28099080
Colossendeidae	Colossendeis	drakei	33014003
Leucosiidae	Arcania	novemspinosa	28876011
Phoxichilidiidae	Anoplodactylus	pulcher	33015013
Pilumnidae	Takedana	eriphioides	28926078
Palaemonidae	Apopontonia	falcirostris	28756044
Palinuridae	Panulirus	femoristriga	28820015
Colossendeidae	Rhopalorhynchus	clavipes	33014014
Lucinidae	Lamellolucina	gemma	23305052
Xanthidae	Etisus	demani	28920082
Bodotriidae	Cyclaspis	cana	28091031
Buccinidae	Pisania	gracilis	24202210
Scissurellidae	Scissurella	regalis	24037029
Planaxidae	Fossarus	brumalis	24082001
Palaemonidae	Thaumastocaris	streptopus	28756202
Ophiacanthidae	Ophiacantha	brachygnatha	25185012
Fissurellidae	Amblychilepas	nigrita	24040023
Amphilochidae	Gitanogeiton	sarsi	28462004
Portunidae	Monomia	australiensis	28911065
Ophionereididae	Ophionereis	fusca	25179004
Ophiocomidae	Ophiomastix	endeani	25178010
Cypraeidae	Blasicrura	pallidula	24155080
Colossendeidae	Colossendeis	australis	33014002
Sphaeromatidae	Paracilicaea	stebbingi	28226152
Vibiliidae	Vibilia	caeca	28566004
Palaemonidae	Macrobrachium	lar	28756016
Aoridae	Bemlos	clypeatus	28549020
Ischnochitonidae	Ischnochiton	mayi	23115039
Parascelidae	Parascelus	edwardsi	28585001
Capulidae	Lippistes	gabrieli	24140009
Xenophoridae	Stellaria	chinensis	24145009
Ovulidae	Testudovolva	manifesta	24156041
Mysidae	Tasmanomysis	oculata	28086113
Strombidae	Lobatus	gigas	24125008
Hydrobiidae	Austropyrgus	gordonensis	24111119
Naticidae	Eunaticina	albosutura	24165056
Hymenosomatidae	Neorhynchoplax	aspinifera	28885018
Diogenidae	Clibanarius	padavensis	28827051
Epialtidae	Rochinia	mosaica	28880018
Diogenidae	Dardanus	pedunculatus	28827010
Alpheidae	Alpheus	edamensis	28765040
Majidae	Prismatopus	longispinus	28880096
Pilumnidae	Pilumnus	cursor	28926054
Alpheidae	Synalpheus	haddoni	28765133
Lucinidae	Cardiolucina	semperiana	23305055
Cerithiidae	Glyptozaria	opulenta	24076042
Sesarmidae	Metasesarma	obesum	28930043
Hymenosomatidae	Amarinus	lacustris	28885020
Nymphonidae	Nymphon	macquariensis	33010014
Euphausiidae	Thysanoessa	vicina	28702053
Epialtidae	Acanthophrys	costatus	28880122
Albuneidae	Albunea	speciosa	28845003
Lucinidae	Callucina	brittoni	23305043
Turritellidae	Colpospira	bundilla	24079014
Turritellidae	Colpospira	translucida	24079023
Paranthuridae	Paranthura	epacris	28206010
Hydrobiidae	Austropyrgus	otwayensis	24111080
Portunidae	Goniosupradens	obtusifrons	28911082
Paranthuridae	Cruranthura	simplicia	28206004
Tonnidae	Eudolium	bairdii	24177002
Corophiidae	Monocorophium	sextonae	28551008
Leuconidae	Austroleucon	levis	28092001
Procellariidae	Puffinus	lherminieri	40041044
Onchidiidae	Onchidella	nigricans	24475001
Crocodylidae	Crocodylus	porosus	39140002
Lycaeidae	Lycaea	serrata	28582004
Leuconidae	Eudorella	flokkeri	28092007
Triviidae	Trivirostra	hordacea	24160008
Tellinidae	Tellina	obliquaria	23355084
Bodotriidae	Cyclaspis	pruinosa	28091053
Pakynidae	Ultimachelium	nichollsi	28405095
Ingolfiellidae	Ingolfiella	quokka	28601003
Anthuridae	Apanthura	lambertia	28205023
Chiltoniidae	Austrochiltonia	cooperi	28485008
Ischnochitonidae	Stenochiton	longicymba	23115055
Cymothoidae	Ichthyoxenus	minabensis	28223052
Nannastacidae	Procampylaspis	sordida	28093032
Hydrobiidae	Pseudotricula	eberhardi	24111143
Kalliapseudidae	Kalliapseudes	dongarae	28111011
Oregoniidae	Chionoecetes	bairdi	28880158
Portunidae	Charybdis	hellerii	28911043
Tellinidae	Abranda	modestina	23355059
Tellinidae	Tellina	lanceolata	23355060
Squillidae	Cloridopsis	terrareginensis	28051029
Temnopleuridae	Temnopleurus	michaelseni	25241026
Tellinidae	Strigilla	splendida	23355074
Nuculidae	Nucula	torresi	23201006
Philobryidae	Philobrya	robensis	23232007
Mastigoteuthidae	Idioteuthis	cordiformis	23639002
Bresiliidae	Bresilia	antipodarum	28750001
Ocypodidae	Ocypode	cordimana	28960009
Paracalliopiidae	Doowia	cooma	28452003
Tellinidae	Tellina	chloroleuca	23355037
Conidae	Conus	frigidus	24222055
Limnoriidae	Limnoria	pfefferi	28224011
Idoteidae	Paridotea	ungulata	28284019
Kalliapseudidae	Kalliapseudes	quadrirobustirostris	28111013
Idoteidae	Synischia	levidensis	28284024
Hypsimetopodidae	Hypsimetopus	intrusor	28291003
Aegidae	Rocinela	satagia	28215058
Limnoriidae	Limnoria	antarctica	28224002
Phoxocephalidae	Limnoporeia	kingi	28401068
Phoxocephalidae	Limnoporeia	maranowe	28401069
Cymothoidae	Ceratothoa	guttata	28223023
Cymothoidae	Cymothoa	carangi	28223031
Anthuridae	Haliophasma	dillwynia	28205046
Cirolanidae	Haptolana	pholeta	28220115
Phreatoicidae	Colacanthotelson	rugosus	28292009
Paramelitidae	Maarrka	weeliwollii	28435045
Bursidae	Tutufa	oyamai	24170019
Veneridae	Marcia	hiantina	23380149
Gonodactylidae	Gonodactylellus	affinis	28036005
Nuculanidae	Jupiteria	oculata	23207007
Nuculidae	Ennucula	astricta	23201021
Veneridae	Timoclea	scandularis	23380061
Veneridae	Tawera	lagopus	23380062
Parasquillidae	Pseudosquillopsis	dofleini	28049003
Crassatellidae	Salaputium	probleemum	23330018
Phoxocephalidae	Metaphoxus	mintus	28401075
Phoxocephalidae	Birubius	myallus	28401029
Talitridae	Eorchestia	macleayana	28477006
Aegidae	Rocinela	runga	28215057
Brachyscelidae	Brachyscelus	crusculum	28579001
Ampeliscidae	Ampelisca	bidura	28525004
Sphaeromatidae	Dynamenopsis	obtusa	28226081
Bodotriidae	Cyclaspis	sublevis	28091063
Homolidae	Homola	ranunculus	28860010
Goniasteridae	Chitonaster	trangae	25122075
Sphaeromatidae	Neosphaeroma	laticaudum	28226115
Dexaminidae	Guernea	endota	28517004
Hydrobiidae	Austropyrgus	aslini	24111111
Sphaeromatidae	Moruloidea	tumida	28226112
Bodotriidae	Sympodomma	whitleyi	28091080
Cardiidae	Acrosterigma	dianthinum	23335029
Veneridae	Pitar	proro	23380084
Nuculanidae	Ledella	pala	23207013
Cardiidae	Nemocardium	bechei	23335041
Mactridae	Oxyperas	aspersa	23345031
Philobryidae	Cosa	stephensensis	23232017
Squillidae	Anchisquilla	subfasciata	28051008
Protosquillidae	Chorisquilla	quinquelobata	28039004
Periplomatidae	Offadesma	angasi	23411001
Myochamidae	Myadora	antipodum	23422017
Montacutidae	Mysella	anomola	23315061
Hyriidae	Lortiella	froggatti	23288007
Cocculinellidae	Cocculinella	coercita	24028001
Parthenopidae	Aulacolambrus	granulosus	28895016
Fissurellidae	Montfortia	subemarginata	24040040
Pilumnidae	Viaderiana	quadrispinosa	28926079
Cerithiidae	Bittium	elegantissimum	24076009
Benthopectinidae	Benthopecten	pentacanthus	25115010
Gecarcinucidae	Austrothelphusa	agassizi	28955001
Sergestidae	Eusergestes	antarcticus	28720001
Ophionereididae	Ophiochiton	fastigatus	25179015
Iravadiidae	Iravadia	angulata	24110003
Cardiidae	Vepricardium	coronatum	23335021
Nassariidae	Nassarius	optimus	24202134
Bithyniidae	Gabbia	tumida	24116011
Gastropteridae	Gastropteron	bicornutum	24325001
Flabellinidae	Coryphellina	poenicia	24460003
Oxycephalidae	Streetsia	porcella	28583013
Drilliidae	Clavus	pulicarius	24220043
Condylocardiidae	Cuna	ramus	23326054
Oreasteridae	Nectria	multispina	25127038
Phreatoicidae	Colubotelson	evansi	28292013
Cranchiidae	Egea	inermis	23643017
Oregoniidae	Chionoecetes	opilio	28880157
Nassariidae	Nassarius	arcularia	24202132
Corbiculidae	Corbicula	ovalina	23375005
Cirolanidae	Cirolana	victoriae	28220071
Montacutidae	Barrimysia	cumingii	23315053
Parabathynellidae	Brevisomabathynella	uramurdahensis	28012029
Mitridae	Gemmulimitra	rubiginosa	24211044
Nacellidae	Cellana	conciliata	24002004
Patellidae	Scutellastra	flexuosa	24005002
Goniasteridae	Notioceramus	anomalus	25122060
Austrodecidae	Austrodecus	varum	33019007
Homolidae	Latreillopsis	tetraspinosa	28860011
Planaxidae	Planaxis	sulcatus	24082006
Leucosiidae	Urnalana	thysanotus	28876059
Radiasteridae	Radiaster	rowei	25129002
Goniasteridae	Pergamaster	triseriatus	25122062
Goniasteridae	Pillsburiaster	indutilis	25122063
Xanthidae	Zalasius	australis	28920150
Callipallenidae	Stylopallene	longicauda	33011038
Discodorididae	Jorunna	alisonae	24435012
Condylocardiidae	Westaustrocuna	albanyensis	23326067
Cancellariidae	Pepta	simplex	24215023
Potamididae	Cerithidea	reidi	24083005
Volutidae	Amoria	necopinata	24207032
Cerithiidae	Rhinoclavis	diadema	24076050
Turritellidae	Gazameda	gunnii	24079004
Cirolanidae	Natatolana	galathea	28220042
Sphaeromatidae	Pedinura	flindersia	28226184
Lymnaeidae	Orientogalba	viridis	24490007
Strombidae	Lentigo	lentiginosus	24125031
Bodotriidae	Leptocuma	intermedia	28091072
Sphaeromatidae	Oxinasphaera	lobivia	28226125
Sphaeromatidae	Oxinasphaera	poorei	28226129
Aegidae	Aegiochus	laevis	28215008
Hydrobiidae	Austropyrgus	monaroensis	24111074
Antheluridae	Anthomuda	chorizema	28204003
Cassidae	Galeodea	maccamleyi	24171010
Leptanthuridae	Aenigmathura	helicia	28209017
Aegidae	Aegiochus	vigilans	28215015
Ischyroceridae	Stebbingoecetes	jervisi	28547010
Bodotriidae	Cyclaspis	bovis	28091029
Bodotriidae	Cyclaspis	caprella	28091034
Bodotriidae	Cyclaspis	concinna	28091036
Pakynidae	Figorella	formosa	28405089
Sphaeriidae	Musculium	kendricki	23376004
Teredinidae	Teredo	poculifer	23402003
Condylocardiidae	Cuna	delta	23326043
Cirolanidae	Cirolana	magdalaina	28220077
Pharidae	Siliqua	tenerior	23351003
Poromyidae	Cetomya	butoni	23430006
Cirolanidae	Anopsilana	pustulosa	28220092
Cirolanidae	Aatolana	schioedtei	28220004
Cirolanidae	Natatolana	lowryi	28220108
Gynodiastylidae	Litogynodiastylis	echinata	28099020
Palaemonidae	Periclimenaeus	ardeae	28756102
Neritidae	Smaragdia	tragena	24057019
Sphaeromatidae	Cassidinopsis	emarginata	28226018
Gynodiastylidae	Dicoides	micron	28099044
Gynodiastylidae	Paradicoides	acanthommatus	28099048
Caprellidae	Notoprotella	tasmaniensis	28594019
Paguridae	Nematopagurus	meiringae	28835044
Planorbidae	Pettancylus	petterdi	24492049
Paracalliopiidae	Doowia	dexterae	28452004
Pagurapseudidae	Pagurapseudes	spinipes	28113004
Austrarcturellidae	Austrarcturella	cava	28277006
Phoxocephalidae	Birubius	maldus	28401025
Octopodidae	Abdopus	capricornicus	23659043
Epitoniidae	Acrilla	acuminata	24191007
Hydrobiidae	Beddomeia	gibba	24111159
Hydrobiidae	Austropyrgus	synoria	24111095
Sphaeromatidae	Cilicaea	longispina	28226038
Sphaeromatidae	Cilicaea	tenuicaudata	28226040
Sphaeromatidae	Cymodetta	gracilipes	28226048
Hydrobiidae	Austropyrgus	nanoacuminatus	24111090
Cerithiopsidae	Tubercliopsis	dannevigi	24186016
Phreatoicidae	Metaphreatoicus	magistri	28292034
Asterinidae	Meridiastra	occidens	25140042
Eulimidae	Hemiaclis	incolorata	24195005
Eatoniellidae	Eatoniella	demissa	24101004
Palaemonidae	Macrobrachium	rosenbergii	28756002
Plakobranchidae	Elysia	stylifera	24371003
Fasciolariidae	Dolicholatirus	spiceri	24202091
Hippolytidae	Phycocaris	simulans	28767030
Octopodidae	Callistoctopus	aspilosomatis	23659018
Lasaeidae	Byssobornia	filosa	23315034
Asterodiscididae	Asterodiscides	culcitulus	25128002
Ophiotrichidae	Ophiothrix	foveolata	25192041
Nephropidae	Metanephrops	australiensis	28786001
Cerithiopsidae	Socienna	crassa	24186082
Triphoridae	Coriophora	continens	24185119
Triphoridae	Coriophora	iniqua	24185124
Triphoridae	Coriophora	mistura	24185126
Cerithiopsidae	Socienna	hebes	24186085
Chelidae	Chelodina	canni	39006001
Tornidae	Circlotoma	callusa	24119005
Tornidae	Solariorbis	pachyston	24119010
Chelidae	Elseya	irwini	39006010
Conradiidae	Crossea	biconica	24048030
Skeneidae	Lodderena	minima	24048039
Rissoidae	Lucidestea	nitens	24108047
Rissoidae	Onoba	freycineti	24108058
Triphoridae	Monophorus	hopensis	24185169
Litiopidae	Alaba	pulchra	24078007
Rissoidae	Onoba	pertumidus	24108061
