Sample	Genus	Species	Count	Length	Precision	Range	Family
10dGC4-9	Coris	auricularis	1	116.6499	2.1453	2306.4476	Labridae
10dGC4-9	Notolabrus	parilus	1	190.2708	5.4301	2896.851	Labridae
10dGC4-9	Parma	mccullochi	1	164.0659	3.8147	2158.4901	Pomacentridae
10dGC4-9	Parma	mccullochi	1	194.2564	4.5892	3950.1281	Pomacentridae
10dGC4-9	Kyphosus	cornelii	1	377.9097	12.4184	3136.8425	Kyphosidae
10dGC4-9	Kyphosus	cornelii	1	368.3213	18.0409	4718.6431	Kyphosidae
10dGC4-9	Ophthalmolepis	lineolatus	1	113.825	2.3831	1791.4886	Labridae
10dGC4-9	Parma	mccullochi	1	232.021	16.4293	3745.424	Pomacentridae
10dGC4-10	Coris	auricularis	1	115.8234	7.0724	2368.3023	Labridae
10dGC4-10	Coris	auricularis	1	193.9276	3.5742	2483.5014	Labridae
10dGC4-10	Coris	auricularis	1	331.2441	7.0619	2486.6015	Labridae
10dGC4-10	Coris	auricularis	1	155.4161	3.9954	1969.596	Labridae
10dGC4-10	Parma	mccullochi	1	184.6088	4.916	4326.4361	Pomacentridae
10dGC4-10	Notolabrus	parilus	1	89.1312	2.97	2040.1281	Labridae
10dGC4-10	Notolabrus	parilus	1	160.4427	7.6274	3609.682	Labridae
10dGC4-10	Notolabrus	parilus	1	211.4565	1.7898	2488.2977	Labridae
10dGC4-10	Coris	auricularis	1	141.5285	1.4213	1613.0732	Labridae
10dGC4-10	Coris	auricularis	2	104.2821	3.7862	2136.1524	Labridae
10dGC4-10	Coris	auricularis	3	93.4606	2.5942	1826.4948	Labridae
10dGC4-10	Coris	auricularis	4	102.0494	3.271	2180.7117	Labridae
10dGC4-10	Coris	auricularis	5	124.4455	3.7035	1803.8553	Labridae
10dGC4-10	Coris	auricularis	6	154.451	5.7359	2277.1942	Labridae
10dGC4-10	Coris	auricularis	7	124.1796	2.8813	2190.3053	Labridae
10dGC4-10	Coris	auricularis	8	96.7271	5.1355	2362.1884	Labridae
10dGC4-10	Coris	auricularis	9	95.7531	4.689	2478.3926	Labridae
10dGC4-10	Coris	auricularis	1	129.7044	5.04	2183.6207	Labridae
10dGC4-10	Notolabrus	parilus	1	89.4073	3.5172	1796.2786	Labridae
10dGC4-10	Coris	auricularis	1	112.4148	5.3247	3791.0902	Labridae
10dGC4-10	Coris	auricularis	1	199.6477	20.1791	3862.2447	Labridae
10dGC4-10	Coris	auricularis	2	117.9722	6.3412	2830.405	Labridae
10dGC4-10	Coris	auricularis	1	131.7603	51.1994	7263.9706	Labridae
10dGC4-11	Coris	auricularis	1	145.8749	3.4503	2844.554	Labridae
10dGC4-11	Coris	auricularis	1	178.8669	5.3999	2535.6889	Labridae
10dGC4-11	Coris	auricularis	1	154.3862	3.5464	2947.8742	Labridae
10dGC4-11	Coris	auricularis	2	150.8941	4.8515	3032.8939	Labridae
10dGC4-11	Coris	auricularis	3	173.5767	13.954	3400.4695	Labridae
10dGC4-11	Coris	auricularis	1	96.671	4.5681	2008.7766	Labridae
10dGC4-11	Siphonognathus	sp	1	74.2891	3.2624	1822.804	Labridae
10dGC4-11	Siphonognathus	sp	2	60.275	2.3004	1773.8555	Labridae
10dGC4-12	Ophthalmolepis	lineolatus	1	124.2326	6.1543	2758.5337	Labridae
10dGC4-12	Anampses	geographicus	1	89.9076	1.8636	2239.7445	Labridae
10dGC4-12	Coris	auricularis	1	78.5359	4.7456	1808.7709	Labridae
10dGC4-12	Coris	auricularis	1	244.7415	6.677	2548.7735	Labridae
10dGC4-12	Unknown	sp	1	139.8093	1.5304	2353.6279	Scaridae
10dGC4-12	Parma	mccullochi	1	180.6755	7.5769	3178.3343	Pomacentridae
10dGC4-12	Parma	mccullochi	1	139.5107	6.1094	2295.7157	Pomacentridae
10dGR1-1	Neatypus	obliquus	1	178.6666	5.7183	2496.4397	Scorpididae
10dGR1-2	Coris	auricularis	1	73.3954	5.6372	2694.653	Labridae
10dGR1-2	Neatypus	obliquus	1	141.6043	2.6419	1874.9618	Scorpididae
10dGR1-2	Neatypus	obliquus	1	166.9042	2.7484	1572.3449	Scorpididae
10dGR1-2	Neatypus	obliquus	1	154.599	3.6104	1862.3556	Scorpididae
10dGR1-5	Pempheris	klunzingeri	1	206.6462	3.8303	2518.5189	Pempheridae
10dGR1-5	Pempheris	klunzingeri	2	211.5731	2.8171	3046.6878	Pempheridae
10dGR1-5	Pempheris	klunzingeri	1	194.2015	3.0543	2798.9799	Pempheridae
10dGR1-5	Pempheris	klunzingeri	1	186.1534	2.5296	2949.8344	Pempheridae
10dGR1-6	Coris	auricularis	1	154.6183	10.325	3725.8003	Labridae
10dGR1-6	Coris	auricularis	1	124.0821	16.9601	3728.1911	Labridae
10dGR1-6	Coris	auricularis	1	151.8936	16.6029	3789.2619	Labridae
10dGR1-6	Coris	auricularis	1	101.9854	4.2703	1981.6968	Labridae
10dGR1-7	Coris	auricularis	1	269.8305	2.8212	2098.0732	Labridae
10dGR1-7	Upeneichthys	vlamingii	1	228.3389	5.1873	2245.0111	Mullidae
10dGR1-7	Coris	auricularis	1	129.7832	6.0395	2783.8704	Labridae
10dGR1-7	Coris	auricularis	1	208.9658	2.823	3091.9241	Labridae
10dGR1-8	Coris	auricularis	1	209.2964	5.7675	2388.6314	Labridae
10dGR1-8	Coris	auricularis	2	258.2284	6.1688	2558.267	Labridae
10dGR1-8	Coris	auricularis	3	281.0994	4.665	3151.8037	Labridae
10dGR1-8	Coris	auricularis	4	233.1599	14.0947	3578.7311	Labridae
10dGR1-8	Coris	auricularis	5	180.2325	17.3452	3871.6516	Labridae
10dGR1-8	Coris	auricularis	6	198.5377	13.4618	3619.7607	Labridae
10dGR1-8	Coris	auricularis	7	155.7696	5.646	4199.5433	Labridae
10dGR1-8	Parma	mccullochi	1	158.2353	1.7695	1907.7563	Pomacentridae
10dGR1-9	Coris	auricularis	1	87.9198	18.1873	4132.9855	Labridae
10dGR1-9	Coris	auricularis	1	93.7153	10.6972	3326.3692	Labridae
10dGR1-9	Unknown	sp2	1	157.8642	7.6233	4199.0919	Scaridae
10dGR1-10	Parma	mccullochi	1	187.0206	3.9897	2700.4696	Pomacentridae
10dGR1-10	Neatypus	obliquus	1	202.1937	4.4136	1929.6812	Scorpididae
10dGR1-10	Kyphosus	sydneyanus	1	908.9772	78.348	7787.9545	Kyphosidae
10dGR1-11	Parma	mccullochi	1	194.7261	7.2124	2455.7424	Pomacentridae
10dGR1-12	Parma	mccullochi	1	129.1043	1.8604	2804.8004	Pomacentridae
10dGR2-1	Parma	mccullochi	1	131.8018	1.4086	1449.2353	Pomacentridae
10dGR2-1	Scarus	ghobban	1	113.2309	2.6291	2164.3904000000002	Scaridae
10dGR2-1	Coris	auricularis	1	128.6107	6.1007	2305.6674	Labridae
10dGR2-1	Coris	auricularis	1	142.0353	4.4186	3345.0139	Labridae
10dGR2-1	Coris	auricularis	1	87.3499	2.6165	1641.4575	Labridae
10dGR2-1	Coris	auricularis	1	234.81	2.5424	1905.1705	Labridae
10dGR2-2	Coris	auricularis	1	104.7531	9.1584	2431.8785	Labridae
10dGR2-2	Coris	auricularis	1	144.6174	2.7841	2909.8015	Labridae
10dGR2-2	Coris	auricularis	1	120.4001	4.3651	1904.5033	Labridae
10dGR2-2	Coris	auricularis	1	152.8843	4.1277	1835.6456	Labridae
10dGR2-2	Parma	mccullochi	1	128.9575	2.0238	2014.7514	Pomacentridae
10dGR2-2	Coris	auricularis	1	78.3939	1.3554	1531.9036	Labridae
10dGR2-2	Coris	auricularis	1	143.6007	10.5814	3067.9488	Labridae
10dGR2-2	Coris	auricularis	1	163.4535	9.8224	2714.1687	Labridae
10dGR2-2	Coris	auricularis	1	67.052	1.2819	1262.5391	Labridae
10dGR2-2	Coris	auricularis	1	67.6952	0.979	1237.3278	Labridae
10dGR2-4	Parma	mccullochi	1	165.494	1.445	1438.0005	Pomacentridae
10dGR2-4	Upeneichthys	vlamingii	1	198.7256	3.5999	2530.091	Mullidae
10dGR2-4	Coris	auricularis	1	134.0672	2.5089	1801.7294	Labridae
10dGR2-4	Coris	auricularis	1	190.9924	7.3959	4259.0972	Labridae
10dGR2-4	Coris	auricularis	1	324.8238	2.1952	2520.5249	Labridae
10dGR2-4	Coris	auricularis	1	153.7966	6.835	2972.8452	Labridae
10dGR2-4	Coris	auricularis	2	129.0588	3.2666	2569.904	Labridae
10dGR2-4	Coris	auricularis	1	189.3871	7.8292	3858.8129	Labridae
10dGR2-4	Coris	auricularis	2	152.8724	4.3782	2926.1628	Labridae
10dGR2-4	Coris	auricularis	1	129.9209	4.8673	1999.2132	Labridae
10dGR2-4	Coris	auricularis	1	145.7579	7.5114	2605.0752	Labridae
10dGR2-4	Coris	auricularis	2	116.4615	4.3699	2337.833	Labridae
10dGR2-4	Coris	auricularis	3	72.4678	2.8548	2791.9928	Labridae
10dGR2-4	Coris	auricularis	1	189.1496	6.7181	2837.4075	Labridae
10dGR2-4	Coris	auricularis	1	165.9904	3.3217	2490.6112	Labridae
10dGR2-4	Coris	auricularis	1	153.3964	4.6833	1944.7546	Labridae
10dGR2-4	Coris	auricularis	2	147.6479	3.3022	2040.0245	Labridae
10dGR2-4	Coris	auricularis	3	150.0208	7.8705	2271.0653	Labridae
10dGR2-4	Coris	auricularis	1	140.9761	2.2103	2001.3167	Labridae
10dGR2-4	Coris	auricularis	2	169.4873	2.289	2350.5107	Labridae
10dGR2-4	Coris	auricularis	3	114.5958	3.5799	2500.816	Labridae
10dGR2-4	Myliobatis	tenuicaudatus	1	617.2954	4.0228	2453.649	Myliobatidae
10dGR2-4	Austrolabrus	maculatus	1	99.5401	3.4837	1983.1415	Labridae
10dGR2-4	Pseudocaranx	spp	1	135.4516	8.4188	3368.2843	NA
10dGR2-4	Pseudocaranx	spp	2	173.8777	17.337	3595.3612	NA
10dGR2-4	Coris	auricularis	1	291.6227	5.8196	2291.4492	Labridae
10dGR2-4	Coris	auricularis	1	135.748	11.7511	3580.6423	Labridae
10dGR2-5	Coris	auricularis	1	190.0776	12.6963	3539.0934	Labridae
10dGR2-5	Coris	auricularis	1	34.9652	2.2908	1856.1163	Labridae
10dGR2-5	Coris	auricularis	2	44.8359	1.574	1948.3926	Labridae
10dGR2-5	Coris	auricularis	1	121.4806	4.4213	2652.1887	Labridae
10dGR2-5	Parma	mccullochi	1	105.8996	1.8617	1544.3199	Pomacentridae
10dGR2-6	Coris	auricularis	1	254.8763	4.0362	2666.406	Labridae
10dGR2-6	Coris	auricularis	1	92.4596	5.3546	2427.0699	Labridae
10dGR2-6	Coris	auricularis	1	133.9341	7.6782	2539.7025	Labridae
10dGR2-6	Coris	auricularis	1	63.8195	2.56	2597.5802	Labridae
10dGR2-6	Parma	mccullochi	1	133.2907	1.6308	1755.9627	Pomacentridae
10dGR2-6	Coris	auricularis	1	179.6358	5.326	2019.6759	Labridae
10dGR2-6	Coris	auricularis	1	241.3064	8.628	2310.0946	Labridae
10dGR2-6	Coris	auricularis	1	223.8111	15.8131	3128.7233	Labridae
10dGR2-7	Coris	auricularis	1	130.4228	6.4333	3006.2757	Labridae
10dGR2-7	Coris	auricularis	2	63.0642	4.273	2985.5908	Labridae
10dGR2-8	Pseudolabrus	biserialis	1	98.5989	4.766	2231.9391	Labridae
10dGR2-8	Labroides	dimidiatus	1	76.0911	5.4424	2377.5279	Labridae
10dGR2-8	Chromis	klunzingeri	1	101.1788	7.3728	2177.9816	Pomacentridae
10dGR2-8	Chromis	klunzingeri	2	63.9417	1.6923	2325.0422	Pomacentridae
10dGR2-8	Chromis	klunzingeri	3	71.52	1.7168	2016.5578	Pomacentridae
10dGR2-8	Labroides	dimidiatus	1	89.7993	5.3678	2742.2665	Labridae
10dGR2-9	Labroides	dimidiatus	1	77.1476	3.9213	2008.2136	Labridae
10dGR2-9	Notolabrus	parilus	1	180.1024	1.646	2587.3582	Labridae
10dGR2-9	Labroides	dimidiatus	1	90.1516	0.9854	1485.8263	Labridae
10dGR2-9	Kyphosus	sydneyanus	1	302.6374	4.6019	2245.9151	Kyphosidae
10dGR2-9	Chromis	klunzingeri	1	81.7565	5.84	2080.4572	Pomacentridae
10dGR2-10	Girella	zebra	1	283.5992	3.7661	2184.7043	Kyphosidae
10dGR2-10	Girella	zebra	2	292.759	3.5574	2267.5049	Kyphosidae
10dGR2-10	Girella	zebra	1	254.6147	1.9239	1851.554	Kyphosidae
10dGR2-10	Girella	zebra	1	261.1467	1.8488	1777.8111	Kyphosidae
10dGR2-10	Girella	zebra	1	312.9208	2.0462	1733.6497	Kyphosidae
10dGR2-10	Girella	zebra	1	251.0848	1.8055	1726.2653	Kyphosidae
10dGR2-10	Notolabrus	parilus	1	197.2031	2.315	1657.0906	Labridae
10dGR2-10	Kyphosus	sydneyanus	1	378.6667	16.3609	3626.0927	Kyphosidae
10dGR2-12	Latropiscis	purpurissatus	1	329.1151	3.1005	1691.24	Aulopidae
10dGR2-12	Labroides	dimidiatus	1	85.4616	1.4755	1701.3737	Labridae
10dGR2-12	Labroides	dimidiatus	1	78.5152	2.6797	1535.9831	Labridae
10dGR2-12	Trachinops	brauni	1	37.4244	2.4111	1564.0657	Plesiopidae
10dGR2-12	Chromis	klunzingeri	1	66.7107	2.7438	3029.9264	Pomacentridae
10dKC1-1	Anampses	geographicus	1	282.1572	15.8921	3905.6382	Labridae
10dKC1-1	Coris	auricularis	1	98.507	15.9317	3670.0427	Labridae
10dKC1-1	Parma	mccullochi	1	260.9478	9.7413	4112.0906	Pomacentridae
10dKC1-1	Parma	mccullochi	1	250.5861	1.3957	1446.5384	Pomacentridae
10dKC1-1	Parma	mccullochi	1	264.217	1.372	1349.2432	Pomacentridae
10dKC1-1	Trachinops	brauni	1	49.8318	3.9498	2555.6091	Plesiopidae
10dKC1-1	Trachinops	brauni	2	42.4924	1.9717	1945.5083	Plesiopidae
10dKC1-1	Trachinops	brauni	1	68.0699	3.9544	1839.1745	Plesiopidae
10dKC1-1	Trachinops	brauni	2	43.3852	2.3143	1843.7759	Plesiopidae
10dKC1-2	Labroides	dimidiatus	1	45.8448	4.4409	2072.5425	Labridae
10dKC1-2	Chromis	klunzingeri	1	34.6362	1.5393	2285.4575	Pomacentridae
10dKC1-2	Coris	auricularis	1	71.3018	8.2729	3206.965	Labridae
10dKC1-2	Coris	auricularis	1	125.9351	5.554	3334.334	Labridae
10dKC1-2	Coris	auricularis	1	95.4212	3.0472	1920.7945	Labridae
10dKC1-2	Coris	auricularis	2	71.127	3.7456	1791.3885	Labridae
10dKC1-2	Parma	mccullochi	1	204.1966	1.1327	1301.2372	Pomacentridae
10dKC1-2	Coris	auricularis	1	108.975	4.6839	2064.5041	Labridae
10dKC1-2	Austrolabrus	maculatus	1	79.8708	1.4244	1931.9549	Labridae
10dKC1-2	Parma	mccullochi	1	228.9519	1.3518	1727.9349	Pomacentridae
10dKC1-2	Trachinops	noarlungae	1	60.4409	2.8272	2443.0625	Plesiopidae
10dKC1-2	Trachinops	noarlungae	2	45.4528	5.3973	2221.0962	Plesiopidae
10dKC1-2	Trachinops	noarlungae	3	68.4977	3.9417	2366.05	Plesiopidae
10dKC1-2	Trachinops	noarlungae	4	51.7217	3.416	2324.5645	Plesiopidae
10dKC1-2	Coris	auricularis	1	85.1003	1.4074	2152.4761	Labridae
10dKC1-2	Coris	auricularis	1	68.2134	5.3652	2403.347	Labridae
10dKC1-2	Coris	auricularis	2	54.3958	2.5474	2311.3329	Labridae
10dKC1-2	Kyphosus	sydneyanus	1	387.0831	10.7415	4192.6155	Kyphosidae
10dKC1-2	Parma	mccullochi	1	259.2395	3.9366	1798.8346	Pomacentridae
10dKC1-2	Parma	mccullochi	1	241.569	4.893	3464.8622	Pomacentridae
10dKC1-2	Notolabrus	parilus	1	147.2952	4.6581	2369.7102	Labridae
10dKC1-3	Coris	auricularis	1	266.8782	2.5851	1699.0289	Labridae
10dKC1-3	Pempheris	klunzingeri	1	144.1959	3.9685	2481.1122	Pempheridae
10dKC1-3	Pempheris	klunzingeri	2	132.4602	5.9885	2334.314	Pempheridae
10dKC1-3	Pempheris	klunzingeri	3	193.6784	7.5551	2399.1422	Pempheridae
10dKC1-3	Pempheris	klunzingeri	4	118.1567	1.8555	2274.2812	Pempheridae
10dKC1-3	Pempheris	klunzingeri	5	197.1577	7.2119	2689.0387	Pempheridae
10dKC1-3	Pempheris	klunzingeri	1	147.3133	4.7603	2491.8776	Pempheridae
10dKC1-3	Trachinops	noarlungae	1	92.8135	6.3722	2424.4951	Plesiopidae
10dKC1-3	Meuschenia	galii	1	248.1567	2.0418	1482.6408	Monacanthidae
10dKC1-3	Pempheris	klunzingeri	1	135.2641	1.3883	1772.2397	Pempheridae
10dKC1-3	Pempheris	klunzingeri	2	117.6788	1.2733	1785.9917	Pempheridae
10dKC1-3	Pempheris	klunzingeri	3	140.2228	1.8364	1837.4179	Pempheridae
10dKC1-3	Pempheris	klunzingeri	4	179.04	4.3528	2023.7964	Pempheridae
10dKC1-3	Notolabrus	parilus	1	274.0194	9.1806	3221.5971	Labridae
10dKC1-3	Coris	auricularis	1	168.59	10.7879	3637.4989	Labridae
10dKC1-3	Parma	mccullochi	1	221.9553	4.0485	3067.4731	Pomacentridae
10dKC1-3	Coris	auricularis	1	137.8211	12.8143	3474.1057	Labridae
10dKC1-3	Coris	auricularis	1	73.0767	3.4833	2233.8449	Labridae
10dKC1-3	Coris	auricularis	2	72.9088	1.2683	1732.7028	Labridae
10dKC1-3	Chelmonops	curiosus	1	98.8671	4.1043	2741.1334	Chaetodontidae
10dKC1-3	Kyphosus	cornelii	1	377.8105	3.1549	2812.1701	Kyphosidae
10dKC1-3	Parma	mccullochi	1	212.1788	4.3333	2944.1923	Pomacentridae
10dKC1-3	Kyphosus	cornelii	1	319.6724	6.1017	3251.3802	Kyphosidae
10dKC1-3	Coris	auricularis	1	72.9406	3.9398	2403.2303	Labridae
10dKC1-3	Kyphosus	cornelii	1	271.9125	5.3315	2591.053	Kyphosidae
10dKC1-3	Parma	mccullochi	1	245.5308	36.5916	6690.5217	Pomacentridae
10dKC1-4	Austrolabrus	maculatus	1	101.1159	2.0714	1736.301	Labridae
10dKC1-4	Parupeneus	spilurus	1	261.1095	5.301	2496.0417	Mullidae
10dKC1-4	Meuschenia	galii	1	285.0698	3.9013	3055.0565	Monacanthidae
10dKC1-4	Coris	auricularis	1	78.6598	1.7968	2109.3828	Labridae
10dKC1-4	Coris	auricularis	1	74.5627	1.6031	1681.0082	Labridae
10dKC1-4	Coris	auricularis	1	53.2572	1.0844	1491.4609	Labridae
10dKC1-4	Notolabrus	parilus	1	277.2227	1.7662	1769.0821	Labridae
10dKC1-4	Austrolabrus	maculatus	1	108.1404	2.4244	1641.2164	Labridae
10dKC1-4	Notolabrus	parilus	1	326.7275	1.3186	1411.9977	Labridae
10dKC1-4	Parma	mccullochi	1	259.6419	5.3399	2172.8477	Pomacentridae
10dKC1-4	Coris	auricularis	1	122.8618	1.8164	1570.2149	Labridae
10dKC1-4	Coris	auricularis	2	128.4535	1.8241	1608.2224	Labridae
10dKC1-4	Coris	auricularis	3	130.8618	1.5699	1986.579	Labridae
10dKC1-4	Coris	auricularis	4	150.9023	3.8837	2009.5971	Labridae
10dKC1-4	Coris	auricularis	1	163.9908	4.4768	2204.7905	Labridae
10dKC1-4	Coris	auricularis	1	145.4575	3.8167	2015.0278	Labridae
10dKC1-4	Coris	auricularis	1	136.0859	5.5085	3239.6822	Labridae
10dKC1-4	Coris	auricularis	1	134.8102	3.2937	2812.4119	Labridae
10dKC1-4	Coris	auricularis	2	122.2096	3.4038	2829.8224	Labridae
10dKC1-4	Coris	auricularis	3	128.4299	4.6427	2889.5048	Labridae
10dKC1-4	Coris	auricularis	1	117.9306	5.6986	2469.644	Labridae
10dKC1-4	Coris	auricularis	1	134.4425	1.6236	2368.9145	Labridae
10dKC1-4	Coris	auricularis	2	128.5038	1.3843	2016.8971	Labridae
10dKC1-4	Coris	auricularis	3	176.8572	4.0384	2365.3966	Labridae
10dKC1-4	Coris	auricularis	4	103.466	2.5643	2060.7185	Labridae
10dKC1-4	Coris	auricularis	5	124.3493	2.0262	1950.5384	Labridae
10dKC1-5	Coris	auricularis	1	268.4714	12.6235	4253.3795	Labridae
10dKC1-5	Coris	auricularis	1	93.4638	5.7311	2611.5967	Labridae
10dKC1-5	Kyphosus	cornelii	1	308.5632	14.2208	4121.9018	Kyphosidae
10dKC1-5	Coris	auricularis	1	71.8155	1.7258	2009.3805	Labridae
10dKC1-5	Parma	mccullochi	1	250.6688	1.9572	1836.4566	Pomacentridae
10dKC1-5	Notolabrus	parilus	1	256.8899	2.1032	1228.5221	Labridae
10dKC1-5	Parma	mccullochi	1	229.903	1.1818	1424.1765	Pomacentridae
10dKC1-6	Coris	auricularis	1	63.0001	1.9095	1711.3544	Labridae
10dKC1-6	Coris	auricularis	1	79.4039	3.2231	1858.3905	Labridae
10dKC1-6	Coris	auricularis	2	81.075	1.9693	2053.7114	Labridae
10dKC1-6	Coris	auricularis	1	130.8947	2.2477	1642.9331	Labridae
10dKC1-6	Coris	auricularis	1	121.2426	3.753	1896.6597	Labridae
10dKC1-6	Trachinops	noarlungae	1	48.2218	1.697	1552.9896	Plesiopidae
10dKC1-6	Trachinops	noarlungae	2	51.4031	2.238	1463.3698	Plesiopidae
10dKC1-6	Trachinops	noarlungae	3	55.1038	3.1516	1603.3484	Plesiopidae
10dKC1-6	Ophthalmolepis	lineolatus	1	123.1602	0.9125	1241.1742	Labridae
10dKC1-6	Trachinops	noarlungae	1	52.7264	1.0744	1126.7446	Plesiopidae
10dKC1-6	Trachinops	noarlungae	2	52.4772	0.7553	1151.9679	Plesiopidae
10dKC1-6	Trachinops	noarlungae	3	38.1547	0.726	1113.6692	Plesiopidae
10dKC1-6	Trachinops	noarlungae	1	53.4321	0.8492	1064.0789	Plesiopidae
10dKC1-6	Dactylophora	nigricans	1	676.6085	12.2726	5217.5524	Cheilodactylidae
10dKC1-6	Coris	auricularis	1	84.4866	4.3203	2219.5513	Labridae
10dKC1-6	Trachinops	noarlungae	1	77.0193	6.0666	2153.3246	Plesiopidae
10dKC1-7	Notolabrus	parilus	1	157.5132	2.5839	2167.426	Labridae
10dKC1-7	Trachinops	noarlungae	1	55.5224	1.199	1330.3176	Plesiopidae
10dKC1-7	Trachinops	noarlungae	1	58.7027	1.8904	1351.618	Plesiopidae
10dKC1-7	Chelmonops	curiosus	1	94.4789	2.7355	1541.5847	Chaetodontidae
10dKC1-7	Parma	mccullochi	1	254.5294	3.4909	1681.3031	Pomacentridae
10dKC1-7	Austrolabrus	maculatus	1	110.3965	2.5718	1816.8468	Labridae
10dKC1-7	Coris	auricularis	1	83.9178	2.0857	1980.8818	Labridae
10dKC1-8	Trachinops	noarlungae	1	67.432	2.4774	1941.5455	Plesiopidae
10dKC1-8	Trachinops	noarlungae	2	76.9543	2.0291	1940.0757	Plesiopidae
10dKC1-8	Austrolabrus	maculatus	1	106.0711	1.9698	1437.547	Labridae
10dKC1-8	Trachinops	noarlungae	1	81.2171	3.4379	1609.4877	Plesiopidae
10dKC1-8	Trachinops	noarlungae	1	57.733	2.4922	1697.9335	Plesiopidae
10dKC1-8	Notolabrus	parilus	1	248.5298	10.9578	2909.1061	Labridae
10dKC1-8	Ophthalmolepis	lineolatus	1	268.1566	2.2561	1539.5558	Labridae
10dKC1-8	Coris	auricularis	1	83.8768	2.1367	1513.5649	Labridae
10dKC1-8	Coris	auricularis	1	73.1033	2.3637	2406.8807	Labridae
10dKC1-8	Coris	auricularis	2	75.9215	5.9139	2553.1759	Labridae
10dKC1-8	Coris	auricularis	1	56.0895	3.3571	1516.5314	Labridae
10dKC1-8	Coris	auricularis	2	74.9024	3.2201	1926.6044	Labridae
10dKC1-8	Coris	auricularis	3	138.0062	1.6796	1700.3827000000001	Labridae
10dKC1-8	Cheilodactylus	rubrolabiatus	1	491.077	5.5237	2222.8112	Cheilodactylidae
10dKC1-8	Coris	auricularis	1	125.1392	2.6596	3007.6329	Labridae
10dKC1-8	Coris	auricularis	2	85.4025	7.508	2764.0819	Labridae
10dKC1-8	Coris	auricularis	1	48.7055	1.1233	1778.5414	Labridae
10dKC1-8	Coris	auricularis	2	66.3818	3.5385	1824.3546	Labridae
10dKC1-8	Coris	auricularis	1	90.103	3.639	2224.6309	Labridae
10dKC1-8	Coris	auricularis	2	99.4382	8.9254	2609.2695	Labridae
10dKC1-8	Coris	auricularis	1	115.0151	2.5616	1631.9436	Labridae
10dKC1-8	Austrolabrus	maculatus	1	79.1873	2.5444	2017.7813	Labridae
10dKC1-8	Notolabrus	parilus	1	294.1254	6.7925	2898.1038	Labridae
10dKC1-8	Parma	mccullochi	1	229.2334	14.76	4584.219	Pomacentridae
10dKC1-8	Ophthalmolepis	lineolatus	1	110.6531	3.4253	2416.0537	Labridae
10dKC1-9	Coris	auricularis	1	98.9547	5.6763	2883.3706	Labridae
10dKC1-9	Coris	auricularis	2	56.6959	1.926	2124.9241	Labridae
10dKC1-9	Parma	mccullochi	1	189.5913	9.2157	2866.7648	Pomacentridae
10dKC1-9	Coris	auricularis	1	88.2006	1.358	1575.2616	Labridae
10dKC1-9	Austrolabrus	maculatus	1	109.6644	1.6424	1939.8911	Labridae
10dKC1-9	Parma	mccullochi	1	150.0233	7.5155	2834.3568	Pomacentridae
10dKC1-9	Trachinops	noarlungae	1	88.5048	2.8148	2069.1882	Plesiopidae
10dKC1-9	Trachinops	noarlungae	2	63.088	1.4199	2155.1141	Plesiopidae
10dKC1-9	Trachinops	noarlungae	3	62.2288	1.3737	1873.0345	Plesiopidae
10dKC1-9	Trachinops	noarlungae	4	63.4238	1.3998	1993.561	Plesiopidae
10dKC1-9	Trachinops	noarlungae	5	66.5552	1.5938	2132.4236	Plesiopidae
10dKC1-9	Parma	mccullochi	1	238.8242	1.5351	1689.0229	Pomacentridae
10dKC1-9	Enoplosus	armatus	1	239.8097	15.3867	3730.3155	Enoplosidae
10dKC1-9	Enoplosus	armatus	1	242.05	6.1117	3692.6065	Enoplosidae
10dKC1-9	Kyphosus	cornelii	1	45.4078	1.278	1560.0025	Kyphosidae
10dKC1-9	Kyphosus	cornelii	2	60.9186	1.0731	1624.0519	Kyphosidae
10dKC1-9	Kyphosus	cornelii	1	372.1087	1.8905	2566.261	Kyphosidae
10dKC1-9	Parma	mccullochi	1	249.6182	11.3071	3973.4447	Pomacentridae
10dKC1-9	Austrolabrus	maculatus	1	110.4156	6.0573	2831.8577	Labridae
10dKC1-9	Notolabrus	parilus	1	248.065	3.9959	2352.8154	Labridae
10dKC1-10	Notolabrus	parilus	1	332.7274	3.7617	2997.2435	Labridae
10dKC1-10	Kyphosus	cornelii	1	398.0489	11.1818	3968.0082	Kyphosidae
10dKC1-10	Trachinops	noarlungae	1	52.0827	1.5081	2300.0663	Plesiopidae
10dKC1-10	Trachinops	noarlungae	2	66.3071	6.0372	2793.2299	Plesiopidae
10dKC1-10	Trachinops	noarlungae	3	59.8788	5.4934	2181.9309	Plesiopidae
10dKC1-10	Coris	auricularis	1	126.5876	5.3186	2500.9421	Labridae
10dKC1-10	Trachinops	noarlungae	1	64.3833	1.2091	1641.4091	Plesiopidae
10dKC1-10	Trachinops	noarlungae	2	71.7774	2.1171	1670.2026	Plesiopidae
10dKC1-10	Trachinops	noarlungae	3	66.4022	2.3461	1734.761	Plesiopidae
10dKC1-10	Trachinops	noarlungae	4	63.2053	1.6902	1681.0623	Plesiopidae
10dKC1-10	Trachinops	noarlungae	5	48.6522	1.048	1529.2261	Plesiopidae
10dKC1-10	Trachinops	noarlungae	6	54.06	1.7919	1617.116	Plesiopidae
10dKC1-10	Trachinops	noarlungae	7	59.9973	2.5731	1622.2104	Plesiopidae
