"campaignid","opcode","family","genus","species","length_mm","number","range","rms","precision","code"
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","miniatus",386.81283,1,1596.11002,3.94977,1.75364,37351009
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","miniatus",435.31685,1,1714.87646,7.56096,3.19608,37351009
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","miniatus",416.03173,1,1422.92282,11.992,1.35829,37351009
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","miniatus",549.0644,1,1316.12424,15.27414,2.49738,37351009
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","miniatus",490.97959,1,1463.31289,3.00458,1.82156,37351009
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","miniatus",NA,1,3110.39162,13.08265,NA,37351009
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","nebulosus",567.68864,1,4894.87888,3.1483,29.16297,37351008
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",301.9987,1,1382.34633,2.9425,1.12219,37351031
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",268.60029,1,1418.26351,6.11675,2.13802,37351031
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",290.7202,1,1308.60383,4.96859,1.10525,37351031
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",277.66675,1,2694.67633,7.73311,3.09385,37351031
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",277.82377,1,1302.40722,3.60661,2.05352,37351031
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",299.67726,1,1347.07291,4.7953,1.78075,37351031
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",263.11188,1,1338.59653,3.30885,1.04807,37351031
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","rubrioperculatus",333.43996,1,1605.57441,4.82146,2.45874,37351012
"2022-05_PtCloates_stereo-BRUVS",22,"Lutjanidae","Aphareus","rutilans",709.30717,1,3218.73437,2.02566,17.22153,37346001
"2022-05_PtCloates_stereo-BRUVS",22,"Lutjanidae","Aphareus","rutilans",696.09811,1,3221.11744,9.36907,17.6794,37346001
"2022-05_PtCloates_stereo-BRUVS",22,"Lutjanidae","Aphareus","rutilans",683.97445,1,2197.73101,4.41499,7.60927,37346001
"2022-05_PtCloates_stereo-BRUVS",22,"Lutjanidae","Lutjanus","sebae",666.78976,1,2057.6875,4.57998,2.95703,37346004
"2022-05_PtCloates_stereo-BRUVS",22,"Malacanthidae","Malacanthus","brevirostris",233.10554,1,3473.82675,8.51904,17.05427,37331009
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",228.87543,1,2065.05376,9.55193,3.32695,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",185.76951,1,1931.68753,7.8779,2.96096,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",178.22524,1,1725.33562,2.46291,3.6973,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",203.268,1,2124.90536,5.83629,5.05015,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",201.66873,1,2189.37425,5.09928,4.03054,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",191.86105,1,1804.1588,6.34894,3.7897,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",174.54521,1,1655.74259,4.42813,1.43888,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",200.00735,1,1662.8946,6.24954,4.07933,37355019
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",126.65195,1,2818.38996,5.19031,6.36842,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,2537.25919,6.3869,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3178.18921,6.82838,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3013.27926,0.71158,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,2716.72255,4.54926,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,2116.02208,7.25657,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3920.15411,2.06487,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3562.99806,0.37298,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,2790.91643,0.56419,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3396.75205,6.19216,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3129.09799,10.31027,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3114.35144,6.65734,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",22,"Pinguipedidae","Parapercis","nebulosa",92.07108,1,1293.50464,3.62178,1.75031,37390005
"2022-05_PtCloates_stereo-BRUVS",22,"Pinguipedidae","Parapercis","nebulosa",91.29929,1,1016.93215,2.80769,0.86611,37390005
"2022-05_PtCloates_stereo-BRUVS",22,"Pinguipedidae","Parapercis","nebulosa",92.59888,1,1911.71736,3.69886,5.03171,37390005
"2022-05_PtCloates_stereo-BRUVS",22,"Pinguipedidae","Parapercis","nebulosa",NA,1,1437.35756,17.36743,NA,37390005
"2022-05_PtCloates_stereo-BRUVS",22,"Serranidae","Epinephelus","tukula",978.10965,1,1793.70831,8.65688,3.02083,37311068
"2022-05_PtCloates_stereo-BRUVS",22,"Sus","Sus","sus",216.44384,1,3994.65923,10.12458,11.37506,2
"2022-05_PtCloates_stereo-BRUVS",23,"Balistidae","Abalistes","filamentosus",348.11223,1,3311.81105,7.48524,10.91266,37465089
"2022-05_PtCloates_stereo-BRUVS",23,"Carangidae","Platycaranx","chrysophrys",378.18458,1,2146.53651,5.4568,2.71911,37337011
"2022-05_PtCloates_stereo-BRUVS",23,"Carangidae","Platycaranx","chrysophrys",432.91353,1,1952.7091,6.52141,2.51782,37337011
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Gymnocranius","sp1",470.88841,1,2892.74897,7.84224,3.78737,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Gymnocranius","sp1",382.43246,1,2128.13175,8.78211,2.80903,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Lethrinus","miniatus",480.13196,1,1374.41368,3.12902,1.38516,37351009
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Lethrinus","rubrioperculatus",370.26943,1,1047.52007,2.25108,1.01272,37351012
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Lethrinus","rubrioperculatus",359.73933,1,1199.85021,5.05002,1.07911,37351012
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Lethrinus","rubrioperculatus",356.55666,1,1364.04519,2.70448,1.49797,37351012
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",526.75568,1,1186.18605,6.13862,1.58666,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",498.52517,1,2128.3509,6.73857,4.19495,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",438.26139,1,1375.98722,2.72221,2.31214,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",514.28737,1,1305.72671,4.89454,1.67128,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",495.72324,1,1492.89927,2.04279,2.16557,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",501.8819,1,3988.16811,9.04329,11.07707,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",522.1844,1,1805.40666,4.2534,2.71228,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",549.64548,1,1631.54822,5.60123,2.01875,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",515.41655,1,1554.02865,4.44509,1.82409,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",511.24246,1,1702.95084,4.53954,1.822,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Rhinidae","Rhynchobatus","laevis",1088.25504,1,1549.55339,6.90819,2.38025,37026003
"2022-05_PtCloates_stereo-BRUVS",23,"Sparidae","Argyrops","spinifer",327.81269,1,2069.69844,5.62966,5.5944,37353006
"2022-05_PtCloates_stereo-BRUVS",23,"Sphyraenidae","Sphyraena","spp",443.11238,1,5987.09944,11.74462,36.22841,NA
"2022-05_PtCloates_stereo-BRUVS",23,"Sus","Sus","sus",NA,2,1887.90804,0.16227,NA,2
"2022-05_PtCloates_stereo-BRUVS",23,"Sus","Sus","sus",NA,1,2843.16241,5.39001,NA,2
"2022-05_PtCloates_stereo-BRUVS",24,"Balistidae","Abalistes","filamentosus",358.75752,1,3046.61408,2.81214,10.95398,37465089
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Platycaranx","chrysophrys",465.68538,1,2094.08133,0.68105,4.9234,37337011
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Seriola","rivoliana",491.94277,1,2782.28867,4.86112,4.7772,37337052
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Seriolina","nigrofasciata",391.21969,1,2916.20709,5.35551,11.61041,37337014
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Turrum","fulvoguttatum",771.34747,1,2786.18165,4.94368,10.72558,37337037
"2022-05_PtCloates_stereo-BRUVS",24,"Carcharhinidae","Carcharhinus","plumbeus",NA,1,2931.27933,7.96879,NA,37018007
"2022-05_PtCloates_stereo-BRUVS",24,"Echeneidae","Echeneis","naucrates",116.4589,1,1438.75585,1.83708,1.88627,37336001
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Gymnocranius","sp1",438.58946,1,1758.5299,1.67068,4.52592,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Gymnocranius","sp1",443.57085,1,1462.29266,0.92896,2.07795,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Gymnocranius","sp1",408.57221,1,1358.19593,2.45365,1.4898,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Gymnocranius","sp1",408.69707,1,1497.12017,1.45502,1.73035,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Lethrinus","rubrioperculatus",337.91209,1,1093.46052,3.40385,1.06579,37351012
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Lethrinus","rubrioperculatus",294.27539,1,1161.56159,0.76838,0.90715,37351012
"2022-05_PtCloates_stereo-BRUVS",24,"Lutjanidae","Pristipomoides","sp1",369.71401,1,874.18087,1.98786,0.86905,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lutjanidae","Pristipomoides","sp1",447.53783,1,1530.91313,3.29417,2.99605,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lutjanidae","Pristipomoides","sp1",485.01693,1,3523.87167,6.82947,5.14278,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lutjanidae","Pristipomoides","sp1",NA,1,784.55827,3.01741,NA,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Lutjanidae","Pristipomoides","sp1",NA,1,2479.09311,0.12742,NA,NA
"2022-05_PtCloates_stereo-BRUVS",24,"Mullidae","Parupeneus","heptacanthus",264.40237,1,1895.94967,3.40719,4.72744,37355004
"2022-05_PtCloates_stereo-BRUVS",24,"Mullidae","Parupeneus","heptacanthus",258.55097,1,1810.77535,2.52132,3.99013,37355004
"2022-05_PtCloates_stereo-BRUVS",24,"Nemipteridae","Pentapodus","nagasakiensis",121.41313,1,1047.44841,3.07843,0.97559,37347012
"2022-05_PtCloates_stereo-BRUVS",24,"Nemipteridae","Pentapodus","nagasakiensis",79.79098,1,1170.71588,1.50419,1.4536,37347012
"2022-05_PtCloates_stereo-BRUVS",24,"Nemipteridae","Pentapodus","nagasakiensis",126.96192,1,1172.35188,0.80112,1.38914,37347012
"2022-05_PtCloates_stereo-BRUVS",24,"Nemipteridae","Pentapodus","nagasakiensis",114.46296,1,1267.52341,0.81767,1.19171,37347012
"2022-05_PtCloates_stereo-BRUVS",24,"Nemipteridae","Pentapodus","nagasakiensis",117.76203,1,1103.90914,1.59621,1.73261,37347012
"2022-05_PtCloates_stereo-BRUVS",24,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,1363.50282,0.05867,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",24,"Sparidae","Argyrops","spinifer",324.91501,1,1409.9084,0.86009,1.26292,37353006
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",261.49422,1,4095.62736,13.73596,6.31635,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",283.24176,1,4549.76805,5.37326,9.31774,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",218.82465,1,4217.79644,7.62221,7.97198,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",225.11393,1,4158.38912,8.58136,18.83253,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",377.76386,1,4196.44416,8.33942,17.71857,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",162.4155,1,4494.69118,6.4544,14.8879,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",238.06666,1,4447.3296,14.89684,21.07398,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",388.63307,1,3970.96984,6.57497,26.09817,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",228.21523,1,4440.68748,10.45662,17.55594,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",218.54285,1,4443.80524,11.65744,15.66302,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",405.29118,1,4597.87083,3.60736,22.74722,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",NA,1,3991.75462,1.76744,NA,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",NA,1,4713.18391,2.22357,NA,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",NA,14,4128.42207,8.93412,NA,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",NA,1,4399.65094,8.81175,NA,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",NA,1,4244.35332,12.62278,NA,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Labridae","Bodianus","solatus",300.10676,1,1592.82412,0.36663,1.33858,37384201
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Gymnocranius","sp1",158.67778,1,2209.89375,2.8137,5.90331,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Gymnocranius","sp1",249.14467,1,1421.33064,1.63465,2.51929,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Gymnocranius","sp1",207.77766,1,1110.45667,2.30576,1.47507,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Gymnocranius","sp1",232.64428,1,1264.72679,2.82475,2.53052,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","miniatus",484.45977,1,1247.58914,3.03878,1.71877,37351009
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","miniatus",409.41037,1,1218.32331,2.5376,1.78268,37351009
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","miniatus",489.5646,1,1514.62195,3.80851,2.13271,37351009
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","miniatus",482.50476,1,1043.4325,3.11168,1.70566,37351009
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","miniatus",369.08588,1,2438.5676,0.61591,5.13525,37351009
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","ravus",284.97785,1,1182.28349,4.06812,1.47862,37351031
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","ravus",267.58074,1,1969.66606,6.36252,3.10626,37351031
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","rubrioperculatus",289.679,1,1746.20689,3.24768,4.42047,37351012
"2022-05_PtCloates_stereo-BRUVS",25,"Lutjanidae","Pristipomoides","sp1",241.35466,1,3975.86709,5.67125,16.42688,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lutjanidae","Pristipomoides","sp1",230.60853,1,4239.14017,6.06621,18.59383,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lutjanidae","Pristipomoides","sp1",193.28642,1,3750.30748,5.31776,5.71087,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lutjanidae","Pristipomoides","sp1",213.16391,1,3383.56716,5.86376,19.69832,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lutjanidae","Pristipomoides","sp1",231.60531,1,3684.06925,8.14243,22.81923,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Lutjanidae","Pristipomoides","sp1",NA,1,4642.02338,7.32787,NA,NA
"2022-05_PtCloates_stereo-BRUVS",25,"Mullidae","Parupeneus","heptacanthus",157.76176,1,2830.5533,8.45879,6.83557,37355004
"2022-05_PtCloates_stereo-BRUVS",25,"Mullidae","Parupeneus","heptacanthus",175.35133,1,2938.31378,4.37039,7.06181,37355004
"2022-05_PtCloates_stereo-BRUVS",25,"Mullidae","Parupeneus","heptacanthus",NA,3,2370.5173,0.61327,NA,37355004
"2022-05_PtCloates_stereo-BRUVS",25,"Pinguipedidae","Parapercis","nebulosa",55.9988,1,1450.64543,2.41015,1.82198,37390005
"2022-05_PtCloates_stereo-BRUVS",25,"Pinguipedidae","Parapercis","nebulosa",NA,1,1664.28983,1.68263,NA,37390005
"2022-05_PtCloates_stereo-BRUVS",25,"Pinguipedidae","Parapercis","nebulosa",NA,1,1646.21357,0.2375,NA,37390005
"2022-05_PtCloates_stereo-BRUVS",25,"Pinguipedidae","Parapercis","nebulosa",NA,1,1451.70244,0.02795,NA,37390005
"2022-05_PtCloates_stereo-BRUVS",25,"Pomacanthidae","Apolemichthys","trimaculatus",168.67238,1,3665.54967,0.64855,13.10427,37365016
"2022-05_PtCloates_stereo-BRUVS",25,"Pomacanthidae","Apolemichthys","trimaculatus",182.54334,1,3524.59271,3.00001,9.402,37365016
"2022-05_PtCloates_stereo-BRUVS",25,"Serranidae","Epinephelus","areolatus",365.6699,1,1074.54481,2.63893,1.26305,37311009
"2022-05_PtCloates_stereo-BRUVS",26,"Carangidae","Platycaranx","chrysophrys",396.97525,1,2263.72249,6.95431,5.1175,37337011
"2022-05_PtCloates_stereo-BRUVS",26,"Carangidae","Turrum","fulvoguttatum",943.99706,1,5055.65371,12.30961,36.67786,37337037
"2022-05_PtCloates_stereo-BRUVS",26,"Echeneidae","Echeneis","naucrates",272.25768,1,4357.39698,15.00093,19.79002,37336001
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Gymnocranius","grandoculis",364.37815,1,3021.67237,14.67296,2.86447,37351005
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Gymnocranius","sp1",386.03795,1,2351.16177,6.39766,3.20537,NA
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Gymnocranius","sp1",383.10474,1,2655.60708,6.65519,3.66245,NA
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Gymnocranius","sp1",447.98606,1,2708.98067,8.59005,8.95923,NA
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","nebulosus",503.21786,1,2331.56419,6.69595,3.24368,37351008
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",327.94529,1,1678.56843,4.15443,1.34167,37351012
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",344.77138,1,2334.16583,4.17028,1.97411,37351012
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",297.93842,1,2489.80891,6.32901,6.84475,37351012
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",NA,1,5524.43516,16.12861,NA,37351012
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",NA,1,6968.25914,5.10204,NA,37351012
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",NA,1,7226.63603,10.83209,NA,37351012
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",NA,1,2868.82713,3.36268,NA,37351012
"2022-05_PtCloates_stereo-BRUVS",26,"Lutjanidae","Pristipomoides","sp1",509.34761,1,1233.47529,5.82798,1.59382,NA
"2022-05_PtCloates_stereo-BRUVS",26,"Lutjanidae","Pristipomoides","sp1",491.59604,1,1858.9667,2.63129,2.92861,NA
"2022-05_PtCloates_stereo-BRUVS",26,"Lutjanidae","Pristipomoides","sp1",458.41094,1,2226.24369,6.70435,3.21139,NA
"2022-05_PtCloates_stereo-BRUVS",26,"Lutjanidae","Pristipomoides","sp1",509.43507,1,870.31064,2.79795,0.78628,NA
"2022-05_PtCloates_stereo-BRUVS",26,"Nemipteridae","Pentapodus","nagasakiensis",106.28434,1,1582.43712,4.19958,1.71772,37347012
"2022-05_PtCloates_stereo-BRUVS",26,"Pinguipedidae","Parapercis","nebulosa",NA,1,1913.54055,2.43676,NA,37390005
"2022-05_PtCloates_stereo-BRUVS",26,"Sphyrnidae","Sphyrna","mokarran",NA,1,3806.98612,6.59169,NA,37019002
"2022-05_PtCloates_stereo-BRUVS",27,"Balistidae","Sufflamen","fraenatum",NA,1,5034.11197,0.83852,NA,37465014
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Decapterus","spp",303.24978,1,4090.81489,0.42724,10.91564,NA
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",267.26543,1,4052.66447,1.7518,13.34426,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",416.26068,1,4116.7774,6.89556,17.80641,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",281.91039,1,4495.30665,2.04986,9.63537,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",321.00476,1,3386.10659,2.68828,8.88165,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",315.47551,1,4475.97222,6.33819,20.93212,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",304.33183,1,3080.11952,2.88334,5.06504,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",318.59765,1,3529.19464,0.20288,5.2228,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",334.03252,1,4308.32567,2.25975,13.41128,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",352.6097,1,3900.91664,1.47664,14.87205,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",253.02444,1,5001.54525,3.33946,23.91835,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",255.25113,1,4882.27171,4.25876,22.45249,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",328.16718,1,3612.74892,1.83252,8.42838,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",290.7778,1,4690.27796,0.16639,6.26624,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",336.27266,1,3919.78972,2.99925,17.53594,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,3785.71448,6.56699,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,4759.58899,0.08015,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,2993.58214,0.23979,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,4847.23272,0.26778,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,3306.39484,1.14488,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,3901.84403,4.0099,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,3065.26685,0.45783,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,3385.34035,4.28457,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,5130.40273,0.57828,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,5403.86342,3.1117,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","fulvoguttatum",NA,1,4743.66319,1.45495,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Turrum","gymnostethus",406.1903,1,1258.42317,2.21142,1.33744,37337022
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Gymnocranius","sp1",351.54678,1,2107.63717,0.30008,1.82112,NA
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Gymnocranius","sp1",NA,1,2339.1519,3.05287,NA,NA
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Lethrinus","miniatus",444.26114,1,1397.26243,3.06108,1.89833,37351009
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Lethrinus","miniatus",525.91992,1,1886.44063,1.45661,3.73886,37351009
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Lethrinus","miniatus",459.31644,1,1500.48177,4.91927,1.68011,37351009
