OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
1.04	63	1.04_L375.avi	75851	50.56733	1	41.34267	830.58824	695.29412	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.04	64	1.04_L375.avi	75851	50.56733	1	41.34267	571.76471	557.64706	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.04	65	1.04_L375.avi	78214	52.14267	1	42.918	327.05882	692.94118	Labridae	Bodianus	solatus	37384201	1	AD	Passing			
1.04	66	1.04_L375.avi	83702	55.80133	1	46.57667	696.47059	798.82353	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Feeding			
1.04	67	1.04_L375.avi	89991	59.994	1	50.76933	371.76471	481.17647	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
1.04	68	1.04_L375.avi	93477	62.318	1	53.09333	94.11765	304.70588	Labridae	Bodianus	solatus	37384201	1	AD	Passing			
1.04	69	1.04_L375.avi	100226	66.81733	1	57.59267	900	254.11765	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Feeding			
1.04	70	1.04_L375.avi	100226	66.81733	1	57.59267	517.64706	187.05882	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Feeding			
1.04	71	1.04_L375.avi	101233	67.48867	1	58.264	56.47059	348.23529	Rachycentridae	Rachycentron	canadum	37335001	1	AD	Passing			
1.04	72	1.04_L375.avi	102416	68.27733	1	59.05267	497.64706	327.05882	Carangidae	Decapterus	spp		1	AD	Passing			
1.04	73	1.04_L375.avi	102416	68.27733	1	59.05267	172.94118	280	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	0	1.05_L371.avi	19771	13.18067	1	1.004	1404.70588	448.23529	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	1	1.05_L371.avi	20581	13.72067	1	1.544	914.11765	260	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	2	1.05_L371.avi	21104	14.06933	1	1.89267	1849.41176	756.47059	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	3	1.05_L371.avi	21434	14.28933	1	2.11267	1438.82353	547.05882	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	4	1.05_L371.avi	21434	14.28933	1	2.11267	1787.05882	463.52941	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	5	1.05_L371.avi	21434	14.28933	1	2.11267	837.64706	528.23529	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	6	1.05_L371.avi	21889	14.59267	1	2.416	1435.29412	415.29412	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	7	1.05_L371.avi	21889	14.59267	1	2.416	948.23529	277.64706	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	8	1.05_L371.avi	22430	14.95333	1	2.77667	1280	851.76471	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Feeding			
1.05	9	1.05_L371.avi	26230	17.48667	1	5.31	1295.29412	872.94118	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	10	1.05_L371.avi	26230	17.48667	1	5.31	863.52941	651.76471	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	11	1.05_L371.avi	28629	19.086	1	6.90933	554.11765	427.05882	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	12	1.05_L371.avi	34247	22.83133	1	10.65467	1827.05882	405.88235	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	13	1.05_L371.avi	46093	30.72867	1	18.552	1177.64706	654.11765	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	14	1.05_L371.avi	46457	30.97133	1	18.79467	1289.41176	827.05882	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Feeding			
1.05	15	1.05_L371.avi	48561	32.374	1	20.19733	1820	809.41176	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	16	1.05_L371.avi	48561	32.374	1	20.19733	1134.11765	630.58824	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	17	1.05_L371.avi	48561	32.374	1	20.19733	374.11765	601.17647	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	18	1.05_L371.avi	49393	32.92867	1	20.752	1822.35294	842.35294	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing			
1.05	19	1.05_L371.avi	49393	32.92867	1	20.752	1324.70588	343.52941	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	20	1.05_L371.avi	49393	32.92867	1	20.752	694.11765	325.88235	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	21	1.05_L371.avi	52361	34.90733	1	22.73067	1310.58824	811.76471	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Feeding			
1.05	22	1.05_L371.avi	53037	35.358	1	23.18133	1082.35294	883.52941	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	23	1.05_L371.avi	53037	35.358	1	23.18133	1129.41176	840	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	24	1.05_L371.avi	53037	35.358	1	23.18133	856.47059	776.47059	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	25	1.05_L371.avi	53037	35.358	1	23.18133	149.41176	548.23529	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	26	1.05_L371.avi	53204	35.46933	1	23.29267	1800	538.82353	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	27	1.05_L371.avi	53204	35.46933	1	23.29267	1716.47059	682.35294	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	28	1.05_L371.avi	53204	35.46933	1	23.29267	1234.11765	725.88235	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	29	1.05_L371.avi	53204	35.46933	1	23.29267	828.23529	747.05882	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	30	1.05_L371.avi	54187	36.12467	1	23.948	1818.82353	687.05882	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	31	1.05_L371.avi	54187	36.12467	1	23.948	1230.58824	695.29412	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	32	1.05_L371.avi	54187	36.12467	1	23.948	1249.41176	857.64706	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	33	1.05_L371.avi	54187	36.12467	1	23.948	1095.29412	918.82353	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	34	1.05_L371.avi	54187	36.12467	1	23.948	630.58824	760	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.05	35	1.05_L371.avi	54886	36.59067	1	24.414	1874.11765	464.70588	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	36	1.05_L371.avi	54886	36.59067	1	24.414	1683.52941	650.58824	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	37	1.05_L371.avi	54886	36.59067	1	24.414	1849.41176	196.47059	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	38	1.05_L371.avi	54886	36.59067	1	24.414	803.52941	422.35294	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	39	1.05_L371.avi	56182	37.45467	1	25.278	1149.41176	342.35294	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	40	1.05_L371.avi	56182	37.45467	1	25.278	1022.35294	609.41176	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	41	1.05_L371.avi	57078	38.052	1	25.87533	1341.17647	829.41176	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Feeding			
1.05	42	1.05_L371.avi	57951	38.634	1	26.45733	1531.76471	495.29412	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	43	1.05_L371.avi	57951	38.634	1	26.45733	1758.82353	609.41176	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	44	1.05_L371.avi	57951	38.634	1	26.45733	1895.29412	820	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	45	1.05_L371.avi	59809	39.87267	1	27.696	1672.94118	577.64706	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	46	1.05_L371.avi	59809	39.87267	1	27.696	1843.52941	436.47059	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	47	1.05_L371.avi	59809	39.87267	1	27.696	1596.47059	320	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	48	1.05_L371.avi	59809	39.87267	1	27.696	911.76471	378.82353	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	49	1.05_L371.avi	62464	41.64267	1	29.466	1903.52941	888.23529	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	50	1.05_L371.avi	62464	41.64267	1	29.466	1828.23529	545.88235	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	51	1.05_L371.avi	62464	41.64267	1	29.466	850.58824	514.11765	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	52	1.05_L371.avi	62464	41.64267	1	29.466	140	460	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	53	1.05_L371.avi	62464	41.64267	1	29.466	1184.70588	917.64706	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	54	1.05_L371.avi	62464	41.64267	1	29.466	442.35294	381.17647	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.05	55	1.05_L371.avi	62927	41.95133	1	29.77467	470.58824	824.70588	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
1.05	56	1.05_L371.avi	78139	52.09267	1	39.916	1727.05882	457.64706	Labridae	Bodianus	solatus	37384201	1	AD	Passing			
1.05	57	1.05_L371.avi	79138	52.75867	1	40.582	1837.64706	260	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	58	1.05_L371.avi	79138	52.75867	1	40.582	1838.82353	369.41176	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	59	1.05_L371.avi	79138	52.75867	1	40.582	1683.52941	814.11765	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	60	1.05_L371.avi	79138	52.75867	1	40.582	1785.88235	708.23529	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	61	1.05_L371.avi	79138	52.75867	1	40.582	858.82353	637.64706	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	62	1.05_L371.avi	79138	52.75867	1	40.582	792.94118	424.70588	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.05	63	1.05_L371.avi	81172	54.11467	1	41.938	608.23529	540	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing			
1.05	64	1.05_L371.avi	81252	54.168	1	41.99133	1762.35294	776.47059	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	65	1.05_L371.avi	81252	54.168	1	41.99133	1261.17647	715.29412	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	66	1.05_L371.avi	81636	54.424	1	42.24733	1441.17647	421.17647	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
1.05	67	1.05_L371.avi	81726	54.484	1	42.30733	1298.82353	908.23529	Serranidae	Epinephelus	areolatus	37311009	1	AD	Feeding			
1.05	68	1.05_L371.avi	82850	55.23333	1	43.05667	587.05882	880	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing			
1.05	69	1.05_L371.avi	87641	58.42733	1	46.25067	1548.23529	264.70588	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	70	1.05_L371.avi	87641	58.42733	1	46.25067	555.29412	171.76471	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	71	1.05_L371.avi	89506	59.67067	1	47.494	304.70588	175.29412	Scombridae	Scomberomorus	commerson	37441007	1	AD	Passing			
1.05	72	1.05_L371.avi	91596	61.064	1	48.88733	1197.64706	823.52941	Serranidae	Epinephelus	areolatus	37311009	1	AD	Feeding			
1.05	73	1.05_L371.avi	95599	63.73267	1	51.556	1287.05882	821.17647	Mullidae	Parupeneus	spilurus	37355015	1	AD	Feeding			
1.05	74	1.05_L371.avi	100915	67.27667	1	55.1	1676.47059	85.88235	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	75	1.05_L371.avi	101071	67.38067	1	55.204	1196.47059	100	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	76	1.05_L371.avi	101071	67.38067	1	55.204	394.93671	194.3757	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	77	1.05_L371.avi	101071	67.38067	1	55.204	1035.34177	257.54781	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	78	1.05_L371.avi	101071	67.38067	1	55.204	1238.27848	340.15748	Carangidae	Decapterus	spp		1	AD	Passing			
1.05	79	1.05_L371.avi	107283	71.522	1	59.34533	1323.52941	737.64706	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	80	1.05_L371.avi	107283	71.522	1	59.34533	1212.94118	672.94118	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	81	1.05_L371.avi	107283	71.522	1	59.34533	1288.23529	397.64706	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	82	1.05_L371.avi	108084	72.056	1	59.87933	1654.11765	654.11765	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	83	1.05_L371.avi	108084	72.056	1	59.87933	1235.29412	701.17647	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	84	1.05_L371.avi	108084	72.056	1	59.87933	1178.82353	504.70588	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.05	85	1.05_L371.avi	108084	72.056	1	59.87933	882.35294	544.70588	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
1.06	0	1.06_L378.avi	18595	12.39667	1	1.338	1133.77215	615.92801	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	1	1.06_L378.avi	18595	12.39667	1	1.338	1325.77215	513.88076	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	2	1.06_L378.avi	18779	12.51933	1	1.46067	663.49367	530.88864	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	3	1.06_L378.avi	18779	12.51933	1	1.46067	543.18987	677.88526	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	4	1.06_L378.avi	18779	12.51933	1	1.46067	20.65823	580.69741	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	5	1.06_L378.avi	19036	12.69067	1	1.632	552.91139	545.46682	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing			
1.06	6	1.06_L378.avi	19088	12.72533	1	1.66667	362.12658	737.41282	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	Maybe?		
1.06	7	1.06_L378.avi	19469	12.97933	1	1.92067	969.72152	835.81552	Sparidae	Argyrops	spinifer	37353006	1	AD	Feeding			
1.06	8	1.06_L378.avi	19508	13.00533	1	1.94667	566.27848	781.14736	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing			
1.06	9	1.06_L378.avi	20197	13.46467	1	2.406	975.79747	764.13948	Serranidae	Epinephelus	areolatus	37311009	1	AD	Feeding			
1.06	10	1.06_L378.avi	20358	13.572	1	2.51333	1052.35443	550.32621	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	11	1.06_L378.avi	20358	13.572	1	2.51333	854.27848	626.86164	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	12	1.06_L378.avi	20358	13.572	1	2.51333	97.21519	420.33746	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	13	1.06_L378.avi	20358	13.572	1	2.51333	105.72152	626.86164	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing			
1.06	14	1.06_L378.avi	20878	13.91867	1	2.86	1142.27848	430.05624	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	15	1.06_L378.avi	20878	13.91867	1	2.86	1483.74684	563.68954	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	16	1.06_L378.avi	20878	13.91867	1	2.86	579.64557	546.68166	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	17	1.06_L378.avi	20878	13.91867	1	2.86	42.53165	415.47807	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	18	1.06_L378.avi	21251	14.16733	1	3.10867	46.17722	721.6198	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	19	1.06_L378.avi	21251	14.16733	1	3.10867	138.53165	659.66254	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	20	1.06_L378.avi	21790	14.52667	1	3.468	413.16456	681.52981	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	Maybe?		
1.06	21	1.06_L378.avi	21790	14.52667	1	3.468	853.06329	651.15861	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	Maybe?		
1.06	22	1.06_L378.avi	21790	14.52667	1	3.468	1117.97468	472.57593	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	23	1.06_L378.avi	22002	14.668	1	3.60933	1234.63291	676.67042	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing			
1.06	24	1.06_L378.avi	22002	14.668	1	3.60933	424.10127	660.87739	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing			
1.06	25	1.06_L378.avi	22008	14.672	1	3.61333	934.48101	690.03375	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	26	1.06_L378.avi	22008	14.672	1	3.61333	636.75949	625.64679	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	27	1.06_L378.avi	22008	14.672	1	3.61333	102.07595	720.40495	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	28	1.06_L378.avi	22188	14.792	1	3.73333	895.59494	432.48594	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	29	1.06_L378.avi	22521	15.014	1	3.95533	456.91139	715.54556	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	30	1.06_L378.avi	22521	15.014	1	3.95533	443.5443	810.30371	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	31	1.06_L378.avi	22521	15.014	1	3.95533	577.21519	687.60405	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	32	1.06_L378.avi	22764	15.176	1	4.11733	874.93671	782.3622	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	33	1.06_L378.avi	22764	15.176	1	4.11733	386.43038	854.03825	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	34	1.06_L378.avi	22764	15.176	1	4.11733	667.13924	614.71316	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	35	1.06_L378.avi	22866	15.244	1	4.18533	704.81013	580.69741	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	36	1.06_L378.avi	22945	15.29667	1	4.238	736.40506	500.51744	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	37	1.06_L378.avi	22945	15.29667	1	4.238	495.79747	495.65804	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	38	1.06_L378.avi	23177	15.45133	1	4.39267	1769.31646	653.5883	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	39	1.06_L378.avi	23177	15.45133	1	4.39267	1015.89873	697.32283	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	40	1.06_L378.avi	23177	15.45133	1	4.39267	1144.70886	680.31496	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	41	1.06_L378.avi	23177	15.45133	1	4.39267	421.67089	700.96738	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	42	1.06_L378.avi	23227	15.48467	1	4.426	410.27611	708.46154	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	43	1.06_L378.avi	23227	15.48467	1	4.426	622.32893	756.92308	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	44	1.06_L378.avi	23227	15.48467	1	4.426	1143.2413	660	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	45	1.06_L378.avi	23227	15.48467	1	4.426	1293.06122	701.53846	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	46	1.06_L378.avi	23227	15.48467	1	4.426	1726.78481	622.00225	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	47	1.06_L378.avi	23297	15.53133	1	4.47267	480	705.82677	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	48	1.06_L378.avi	23297	15.53133	1	4.47267	740.05063	643.86952	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	49	1.06_L378.avi	23297	15.53133	1	4.47267	977.01266	707.04162	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	50	1.06_L378.avi	23297	15.53133	1	4.47267	1017.11392	643.86952	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	51	1.06_L378.avi	23297	15.53133	1	4.47267	1534.78481	606.20922	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	52	1.06_L378.avi	23297	15.53133	1	4.47267	1797.26582	618.35771	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
1.06	53	1.06_L378.avi	24552	16.368	1	5.30933	1028.05063	824.88189	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing			
1.06	54	1.06_L378.avi	24552	16.368	1	5.30933	424.10127	727.69404	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing			
1.06	55	1.06_L378.avi	24684	16.456	1	5.39733	1793.62025	233.25084	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	56	1.06_L378.avi	24684	16.456	1	5.39733	1192.10127	611.06862	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	57	1.06_L378.avi	24684	16.456	1	5.39733	624.60759	570.97863	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	58	1.06_L378.avi	24684	16.456	1	5.39733	270.98734	504.16198	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	59	1.06_L378.avi	25511	17.00733	1	5.94867	1169.01266	509.02137	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	60	1.06_L378.avi	25511	17.00733	1	5.94867	422.88608	523.59955	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	61	1.06_L378.avi	26279	17.51933	1	6.46067	1040.20253	649.94376	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Feeding			
1.06	62	1.06_L378.avi	27749	18.49933	1	7.44067	108.1519	617.14286	Scaridae	Scarus	ghobban	37386001	1	AD	Passing			
1.06	63	1.06_L378.avi	27829	18.55267	1	7.494	1328.20253	402.11474	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	64	1.06_L378.avi	27829	18.55267	1	7.494	1105.82278	549.11136	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	65	1.06_L378.avi	27829	18.55267	1	7.494	1028.05063	529.67379	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	66	1.06_L378.avi	27829	18.55267	1	7.494	548.05063	694.89314	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	67	1.06_L378.avi	27829	18.55267	1	7.494	526.17722	544.25197	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	68	1.06_L378.avi	27829	18.55267	1	7.494	219.94937	658.44769	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	69	1.06_L378.avi	27885	18.59	1	7.53133	515.24051	478.65017	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	70	1.06_L378.avi	27885	18.59	1	7.53133	236.96203	595.27559	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	71	1.06_L378.avi	27885	18.59	1	7.53133	527.39241	666.95163	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	72	1.06_L378.avi	27885	18.59	1	7.53133	820.25316	396.04049	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	73	1.06_L378.avi	27885	18.59	1	7.53133	761.92405	597.70529	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	74	1.06_L378.avi	27885	18.59	1	7.53133	1004.96203	502.94713	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	75	1.06_L378.avi	27885	18.59	1	7.53133	1486.17722	428.84139	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	76	1.06_L378.avi	28860	19.24	1	8.18133	1241.92405	566.11924	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing			
1.06	77	1.06_L378.avi	28860	19.24	1	8.18133	290.43038	512.66592	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing			
1.06	78	1.06_L378.avi	29476	19.65067	1	8.592	218.73418	204.09449	Scaridae	Scarus	ghobban	37386001	1	AD	Passing			
1.06	79	1.06_L378.avi	29660	19.77333	1	8.71467	1851.94937	323.14961	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	80	1.06_L378.avi	29660	19.77333	1	8.71467	1339.13924	353.52081	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	81	1.06_L378.avi	29660	19.77333	1	8.71467	949.06329	420.33746	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	82	1.06_L378.avi	29660	19.77333	1	8.71467	522.53165	551.54106	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	83	1.06_L378.avi	29660	19.77333	1	8.71467	134.88608	700.96738	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	84	1.06_L378.avi	29660	19.77333	1	8.71467	253.97468	127.55906	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
1.06	85	1.06_L378.avi	30571	20.38067	1	9.322	329.31646	533.31834	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	86	1.06_L378.avi	30571	20.38067	1	9.322	294.07595	573.40832	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	87	1.06_L378.avi	30571	20.38067	1	9.322	258.83544	669.38133	Carangidae	Decapterus	spp		1	AD	Passing			
1.06	88	1.06_L378.avi	31613	21.07533	1	10.01667	290.43038	767.78403	Balistidae	Abalistes	filamentosus	37465089	1	AD	Passing			
